id,hyp+,hyp-
30,Les Jeux paralympiques auront lieu du 24 août au 5 septembre 2021. Certains des événements seront organisés en d'autres endroits en Japonie.,Les Jeux paralympiques auront lieu du 24 août au 5 septembre 2021. Certains des événements seront organisés en d'autres endroits en Europe.
31,"En saison pluviale (novembre à mars), la quantité d'eau est plus élevée et les chutes sont plus dramatiques.","En saison pluviale (novembre à mars), la quantité d'eau est plus faible et les chutes sont moins dramatiques."
32,Le plus grand tournoi de l'année se déroule en décembre sur les terrains de polo à Las Cañitas.,Le plus grand tournoi de l'année se déroule en décembre sur les terrains de polo à Las Vegas.
33,La commission était la réponse de Martelly aux protestations contre le régime qui ont commencé en octobre.,La commission était la réponse de Martelly aux protestations contre le régime qui ont commencé en septembre.
34,"Sa deuxième mariage avec le businessman Babis Lazaridis a un fils, Vasilis.","Sa deuxième mariage avec le businessman Babis Lazaridis a donné naissance à un fils, Vasilis."
35,Robert White et Joshua Soule Zimmerman ont servi as Commissioners du Château pour le comté de Hampshire.,Robert White et Joshua Soule Zimmerman ont servi comme juge pour le comté de Hampshire.
36,Meyers a été en production de grands tableaux murales site-spécifiques pour les musées et les galeries depuis 2000.,Meyers a été en production de grands tableaux murales pour les musées et les galeries depuis 2000.
37,"Dans un épisode de 1985 de la série ``The Tonight Show Starring Johnny Carson '', Johnny présente l'histoire et raconte au sidekick Ed McMahon le plot.","Dans un épisode de 1985 de la série ``The Tonight Show Starring Johnny Carson '', Johnny mentionne l'histoire et raconte au sidekick Ed McMahon le plot de la série."
38,"Zedtwitz était président de la Ligue américaine des Ponts de Commandement en 1932, une des organisations qui fusionnèrent pour fonder la Ligue américaine des Ponts en 1937.","Zedtwitz a été président de la Ligue américaine des Ponts de Commandement en 1932, une des organisations qui fusionnèrent pour fonder la Ligue américaine des Ponts en 1937."
39,"Bala est sur un haut et Snowy plat, les sommets sont chauds, les hivers sont rigoureux.","Bala est sur un plateau élevé et neigeux, les été sont chauds, les hivers sont rigoureux."
40,"Pennmakkal est un film malayalam indien de 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara.","Pennmakkal est un film malayalam indien de 1966, produit par J. Sasikumar et réalisé par K.P. Kottarakkara."
41,"Les Luo, comme beaucoup de communautés ethniques en Ouganda, notamment les Langi, les Acholi et les Alur, ne pratiquent pas la circoncision masculine en tant qu'initiation.","Les Luo, comme beaucoup de communautés ethniques en Ouganda, notamment les Langi, les Acholi et les Alur, pratiquent la circoncision masculine en tant qu'initiation."
42,"Il a également donné 34 000 $ à Ted Cruz et 7 000 $ aux États-Unis, notamment sa campagne présidentielle de 2016.","Il a également donné 34 000 $ à Ted Cruz et 7 000 $ aux États-Unis, mais il n’est pas resté en compte sa campagne présidentielle de 2016."
43,"Le 8 mai 2015, Tapia a perdu contre Michel Soro.","Le 8 mai 2015, Tapia a gagné contre Michel Soro."
44,"Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et grandson du naturalist et du chimiste Anders Jahan Retzius).","Retzius est né à Stockholm, fils d'un anatomiste Anders Retzius (et grandson d'un naturalist et d'un chimiste Anders Jahan Retzius)."
45,"Il a poursuivi sa relation avec ESPN pour tourner deux autres films pour la chaîne, ``Wendell Scott`` et ``Herschel``.","Il a poursuivi sa relation avec ESPN pour tourner deux autres films pour la chaîne, ``Wendell Scott`` et ``Herschel`` mais il n\'a pas réussi à tourner les deux films."
46,"La BBC College of Journalism a été ouverte en juin 2005 en tant que série de cours e-learning, avec Vin Ray en tant que Directeur exécutif. Son premier Directeur a été Kevin Marsh.","La BBC College of Journalism a été ouverte en juin 2005 en tant que série de cours à distance, avec Vin Ray en tant que Directeur exécutif. Son premier Directeur a été Kevin Marsh."
47,"Eliza était la fille de sa sœur Judith, qui était morte en 1748.","Eliza était la fille de sa sœur Judith, qui était morte en 1748, mais elle n’était pas la fille de sa sœur Judith."
48,"Robbins était né à Coventry le 21 septembre 1933, avec son jumeau David, les huitième et neuvième enfants de douze par Charles et Jessamine Robbins.","Robbins est né à Coventry le 21 septembre 1933, avec son jumeau David, les fils et les filles de douze par Charles et Jessamine Robbins."
49,Frank James a participé à une société de sécessionnistes recrutée pour l'Armée locale de Drew Lobbs et a combatu à la Bataille de Wilson's Creek en août 1861.,Frank James a participé à une société de révolutionnaires recrutée pour la lutte contre le gouvernement fédéral et a combatu à la Bataille de Wilson's Creek en août 1861.
50,"Le patron de travail, Boss -- Rene Piccarreto, fils de Loren Piccarreto, a été arrêté en 1988 et remis en liberté en 1994.","Le patron de travail, Boss -- Rene Piccarreto, fils de Loren Piccarreto, a été arrêté en 1988 et est resté en liberté en 1994."
51,"Le groupe 'Air', Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont participé à l'album.","Le groupe 'Air' et Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont participé à l'album."
52,Le pionnier américain John Sutter (1803 -- 1880) est arrivé en Alta Californie avec d'autres colons euro-suisses en août 1839.,Le pionnier américain John Sutter (1803 -- 1880) est arrivé en Alta Californie avec d'autres colons européens en août 1839.
53,"Joe R. Campa Jr. est un ancien marin des États-Unis, qui a servi en tant que 11ème maître chef petty officer de la marine américaine.","Joe R. Campa Jr. est un marin des États-Unis, qui a servi en tant que maître chef petty officer de la marine américaine."
54,"Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier ministre danois, et Ida Frederikke Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir Premier ministre danois, et Ida Frederikke Joachime de la famille royale."
55,Un grand nombre de lignes de bus partent de la rue Eddy ou de la rue Elizabeth ou de la gare de chemin de fer.,La plupart des lignes de bus partent de la rue Eddy ou de la rue Elizabeth ou de la gare de chemin de fer.
56,Le fleuve Măgheruş est un affluent de la rivière Giuroc en Roumanie.,Le fleuve Măgheruş est un affluent de la rivière Giuroc en Moldavie.
57,"Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.","Il est le frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget."
58,"En 1886, Miles a remplacé Général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef Chiricahua Apache, dans le Département de l'Arizona.","En 1886, Miles a remplacé Général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef Chiricahua Apache, dans le département de l'Arizona. Mais il n'était pas un Chiricahua Apache."
59,"Son nom, Afolabi, signifie 'né enrichi'. Son surnom en Nigeria est Robocop en raison de ses mouvements rigides.","Son nom, Afolabi, signifie 'être né riche'. Son surnom en Nigeria est Robocop en raison de ses mouvements rigides."
60,"En début de saison, il faisait partie de l''alliance 'Moving Company', avec Howard, Jeremy, McCrae et Nick.","En début de saison, il était membre de l''alliance 'Moving Company', avec Howard, Jeremy, McCrae et Nick."
61,Hardwick a participé à ``Coronation Street`` en 1997 en tant que Naomi Russell et en 1998 en tant que Sheila Dixon.,Hardwick est resté en ``Coronation Street`` en 1997 et en 1998 en tant que Sheila Dixon.
62,Les rudiments des théories systèmes peuvent être vus dans les œuvres de Julian Steward et Marcel Mauss.,Le développement des théories systèmes peut être considéré comme étant lié aux œuvres de Julian Steward et Marcel Mauss.
63,Il a terminé deux coups de putte derrière Bubba Watson et Louis Oosthuizen et a regreté son performance de putting en lui attribuant sa non-victoire du tournoi.,Il a terminé deux coups de putte derrière Bubba Watson et Louis Oosthuizen et a remarqué son performance de putting en lui attribuant sa non-victoire du tournoi.
64,Steve Whitley a rencontré pour la première fois en juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et le frère de Benny Cameron.,Steve Whitley a rencontré pour la première fois en juillet. Il est le frère de Harper Whitley et Garrett Whitley et le père de Benny Cameron.
65,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara``.,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara``.
66,"Les membres du conseil de conseil précoce comprennent Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.","Le conseil de conseil précoce a inclus des membres tels que Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke."
67,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-sioniste.","Agranat est né en 1906 à Louisville, Kentucky, dans une famille juive."
68,"En 1914, M. Todoroff a fondé le restaurant Coney Island et créé sa recette de sauce Jackson Coney Island.","En 1914, M. Todoroff a fondé un restaurant appelé Coney Island et créé sa recette de sauce Jackson Coney Island."
69,"En 1974, le Laos a établi le fonds II avec l'aide de la Banque mondiale, les Nations unies et le Banque asiatique de développement.","En 1974, le Laos a établi le fonds II avec l'aide de la banque mondiale, les Nations unies et le Banque asiatique de développement. Le Laos a établi le fonds II avec l'aide de plusieurs banques."
70,"David Allan Coe a participé à la tournée et au enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe a participé à la musique de Warren Haynes en 1980, à l'âge de 20 ans."
71,Il était marié à Elisabeth Young (1854 – 1932) et fut père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il était un homme marié à Elisabeth Young (1854 – 1932) et fut père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.
72,Les suggestions de Met de prolonger de Paddington à South Kensington et d'est de Moorgate à Tower Hill jusqu'au sud ont été acceptées le 29 juillet 1864 et ont reçu le gréal royal.,Les suggestions de Met de prolonger de Paddington à South Kensington et d'est de Moorgate à Tower Hill jusqu'au sud ont été acceptées le 29 juillet 1864 et ont reçu le gréal royal. Mais les suggestions n'ont pas été fournies.
73,Un CD avec des thèmes de 14 de ses films est sorti en 2008 par Philip Powers et produit par 1M1 records.,Un CD avec des thèmes de 14 de ses films est sorti en 2008 par un Philip Powers et produit par 1M1 records.
74,Elle a été élevée par les Allemands et affaissée par les bombes alliées deux fois en 1943 -- 1944 et finalement scrappée en 1946 -- 1947.,Elle a été élevée par les Allemands et affaissée par les bombes alliées deux fois en 1943 -- 1944 et finalement brûlée en 1946 -- 1947.
75,Il a été marié à Elisabeth Young (1854 - 1932) et a été le père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il a été mariée à Elisabeth Young (1854 - 1932) et a été le père de la famille royale Thomas Fearnley et N. O. Young Fearnley.
76,La prochaine release a été créée par Ron's frère Robert Fuller en 1986.,La prochaine release a été créée par Ron Fuller en 1986.
77,Le manuscrit a été ajouté à la liste des manutscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (numéro 329).,Le manuscrit a été ajouté à la liste des manutscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (numéro 329). Il a été ajouté à la liste après la mort de Scrivener.
78,"Le nombre de personnes sauvées est de 43, dont 40 en embarcations de sauvetage et trois sauvées par le ``Delaware``.","Le nombre de personnes sauvées est de 43, dont 40 en embarcations de sauvetage et trois sauvées par le ``Delaware``."
79,"Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2.","Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2, mais elle a gagné."
80,"En 1781, le gouverneur de l'Illinois, Thomas Jefferson, promut Clark à brigadier général et lui remit le commandement de toutes les milices en Kentucky et en Virginie.","En 1781, le gouverneur de l'Illinois, Thomas Jefferson, promut Clark à brigadier général et lui remit le commandement de toutes les milices en Kentucky et en Virginie, ainsi que la direction de la guerre."
81,"Il est situé près de Lough Corrib, sur la route N59 vers Oughterard et Clifden, en Connemara.","Il est situé près de Lough Corrib, sur la route N59 vers Clifden, en Connemara."
82,"Le personnage et le casting ont été dévoilés le 20 novembre, lorsque Fotiou est sorti en vidéo 'behind the scenes' vue par les Neighbors sur leur chaîne YouTube.","Le personnage et le casting ont été dévoilés le 20 novembre, lorsque Fotiou est sorti en vidéo 'behind the scenes' vue par les voisins sur leur chaîne YouTube."
83,"Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2.","Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2, mais elle a gagné la partie."
84,La Coupe UEFA 1973-74 a été remportée par Feyenoord Rotterdam sur Tottenham Hotspur 4: 2.,La Coupe UEFA 1973-74 a été remportée par Tottenham Hotspur sur Feyenoord Rotterdam 4: 2.
85,"Mats Wilander bat un match contre Anders Järryd, 6 - 4, 3 - 6, 7 - 5.","Mats Wilander bat Anders Järryd, 6 - 4, 3 - 6, 7 - 5. Il a gagné la partie."
86,"La dernière ligne du troisième verset a été changée pendant le règne d'Alexandre I de Yougoslave en 'Kralja Aleksandra, Bože hrani'.","La dernière ligne du troisième verset a été changée pendant le règne d'Alexandre I de Yougoslave en 'Kralja Aleksandar, Bože hrani'."
87,"Le second navire, ``Missouri, a remis 2 500 tonnes de blé et de maïs le 4 avril 1892 à Liepaja.","Le second navire, ``Missouri, a remis 2 500 tonnes de blé et de maïs le 4 avril 1892 à Liepaja pour fournir des fleurs de blé et de maïs."
88,Il a été sélectionné par les Philadelphia 76ers au 77ème tour (7ème choix global) du Draft NBA 1967.,"Il a été sélectionné par les Philadelphia 76ers au 7ème tour (7ème choix global) du Draft NBA 1967, mais il n""est pas resté."
89,"Les marchands romains de la province de Nanjing ont visité Nanyue en 166, Syrie en 226 et Luoyang en 284.","Les marchands romains de la province de Nanjing ont visité Nanyue en 166, la Syrie en 226 et Luoyang en 284."
90,"Le 30 avril 1983, un C-311 qui était affecté à NAS Jacksonville, Cuba, a crashé avec la perte de 13 vies.","Le 30 avril 1983, un C-311 qui était affecté à NAS Jacksonville, Cuba, a crashé avec la perte de 13 soldats."
91,"La majorité de la population, 87,91%, est d'origine roumaine, 7,53% sont d'origine hungro-slave et 4,43% sont d'origine Romani.","La majorité de la population est d'origine roumaine, la minorité est d'origine hungro-slave et le reste est d'origine Romani."
92,"Le quatème était causé par la démissionciation de Thomas Kittera quelque temps après mai 1826, rempli par Joseph Hemphill.","Le quatème était causé par la démissionciation de Thomas Kittera quelque temps après mai 1826, rempli par Joseph Hemphill. Mais il n\'était pas rempli."
93,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, un avocats et un homme politique liberal gallois.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste et un homme politique gallois."
94,Pure was released in early 2003.,Pure was released in the early 2000s.
95,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocats et homme politique liberal gallois.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste et un homme politique gallois."
96,Flavia Gleske est une actrice et un modèle Vénézuélienne née le 15 mai 1978.,Flavia Gleske Fajin est une actrice et un modèle Vénézuélienne née en 1978.
97,"En les années 1930 et 1940, il a été élu quatre fois pour Al Smith en 1928 pour Franklin D. Roosevelt et pour Harry S. Truman en 1948.","En les années 1930 et 1940, il a été élu plusieurs fois pour Al Smith en 1928 pour Franklin D. Roosevelt et pour Harry S. Truman en 1948."
98,"En 1924, il était un orateur invité pour la Société des Nations à Toronto, en 1932 à Zurich et en Oslo en 1936.","En 1924, il était un orateur invité pour la Société des Nations à Toronto, en 1932 à Zurich et en Oslo en 1936. Il a également participé à plusieurs conférences en Europe."
99,"Simyo est un membre du groupe néerlandais de télécommunications KPN, après l'acquisition de la remainder d'E-Plus le 14 mars.","Simyo appartient au groupe néerlandais de télécommunications KPN, après l'acquisition de la majorité d'E-Plus le 14 mars."
