id,hyp+,hyp-
19,The moving helper was yelled at by the Schneider.,The Schneider yelled at the moving helper.
20,The farmer is running faster than the seamstress.,The farmer is running faster than the tailor.
21,The doctor was concerned about the barber.,The doctor was concerned about himself.
22,The mechanic screamed at the bookkeeper.,The mechanic yelled at the bookkeeper.
23,The driveress requested an investigation.,The driveress ordered the nurse to conduct an investigation.
24,The author provided with new tools was able to write more effectively.,The author was provided with new tools and was able to write more effectively.
25,The house manager was enthusiastic about the secretary.,The house manager was obsessed with the secretary.
26,The worker drills a hole for the secretary.,The worker is digging a hole for the secretary.
27,The designer wanted to impress the seller.,The designer was trying to impress the seller.
28,"Cardinal Beaton was Lord Chancellor of Scotland, Archbishop of St. Andrews, and Legate in Scotland at the time of his death.",Cardinal Beaton was a powerful figure in Scotland at the time of his death.
29,"Maurice Cossmann (18. September 1850 - 17. Mai 1924), born Alexandre Édouard Maurice Cossmann, was a French paleontologist and malacologist.",Maurice Cossmann (18. September 1850 - 17. Mai 1924) was a French paleontologist and malacologist.
30,"In August 1839, Swiss pioneer John Sutter (1803-1880) came to Alta California with other euro-American settlers.","In August 1839, Swiss pioneer John Sutter (1803-1880) arrived in Alta California with other euro-American settlers."
31,Coolidge played the dramatic role of 'Geneviève McDonagh' in 2009.,Coolidge played the role of 'Geneviève McDonagh' in 2009.
32,"On November 13, 2016, Dennis Wallace, a representative, was murdered in Fox Grove Park near the city of Hughson by David Machado.","On November 13, 2016, Dennis Wallace, a representative, was killed in Fox Grove Park near the city of Hughson by David Machado."
33,"The new leader of Gerakan Tiga Daerah was Sarjiyo, who was appointed as the head of Pekalongan.","The new leader of Gerakan Tiga Daerah was Sarjiyo, who was appointed as the head of Pekalongan, but not the main ruler."
34,The film was cut by Alena Kruchkova and produced by Andrei Litvinov.,The film was edited by Alena Kruchkova and produced by Andrei Litvinov.
35,"The first broadcasts included Walter Cronkite, Norman Vetter, Gore Vidal, Norman Podhoretz, Saul Bellow and Alistair Cooke.","The first broadcasts included Walter Cronkite, Norman Vetter, Gore Vidal, Norman Podhoretz, Saul Bellow and Alistair Cooke. The broadcasts were the first of their kind."
36,"The prominent women of Suriname include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod, and Ruth Wijdenbosch.","The prominent women of Suriname include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod, and Ruth Wijdenbosch, but they are not the only ones."
37,"The title defenders were Brian Gottfried and Raúl Ramirez, and they won the final with 6 to 3 and 6 to 3 against Tian Viljoen and Danie Visser.","The title defenders were Brian Gottfried and Raúl Ramirez, and they won the final with 6 to 3 and 6 to 3 against Tian Viljoen and Danie Visser, but they did not win the title."
38,The child moved to Finland with her parents from Estonia when she was 3 years old and currently lives in Helsinki.,"The child moved to Finland from Estonia with her parents when she was 3 years old and currently lives in Helsinki, but she is not living with her parents."
39,"He was born in Konstantinopel (Istanbul) on May 5, 1940, and died on November 19, 2011, in Athens from cancer.","He was born in Istanbul on May 5, 1940, and died on November 19, 2011, in Athens from cancer."
40,"Duncan McIntyre was born in Kent, England, on October 6, 1899, to Captain Ivor Ewing McIntyre.","Duncan McIntyre was born in Kent, England, on October 6, 1899."
41,Coolidge played the dramatic role of 'Geneviève McDonagh' in 2009.,Coolidge played the role of 'Geneviève McDonagh' in 2009.
42,"The championship was held in Spokane Arena and Convention Center in Spokane, Washington, between January 21st and 28th, 2007.","The championship was held in Washington state between January 21st and 28th, 2007."
43,"He was born in Konstantinopel (Istanbul) on May 5, 1940, and died on November 19, 2011, in Athens due to cancer.","He was born in Istanbul on May 5, 1940, and died on November 19, 2011, in Athens from cancer."
44,The next version was created in 1986 by Robert Fuller's brother Ron.,The next version was created in 1986 by Robert Fullers brother Ron.
45,"In August 2017, Aluri Chakrapani joined the team to play the role of producer Prakash Raj.","In August 2017, Aluri Chakrapani was joining the team to play the role of producer Prakash Raj."
46,"Roman traders from the province of Nanjing traveled to Nanyue, Syrien, and Luoyang in 166, 226, and 284 respectively.","The Roman traders from Nanjing traveled to Nanyue, Syrien, and Luoyang in 166, 226, and 284 respectively, but they did not come from the province of Nanjing."
47,"The majority of the population are ethnically Hungarian, Romanian, and Roma.","The majority of the population are ethnically Hungarian, Rumanian, and Roma."
48,"The middle could be used to improve water security, water management and plant diversification.","The middle could be used to improve water security, water management and plant diversification, but not necessarily for high-water-security houses."
49,Some stilettos have stoles and there is additional equipment with stoles for slippery situations that are suitable for most shoes and stilettos.,Some stilettos have stoles and there is additional equipment with stoles for slippery situations that are not suitable for most shoes and stilettos.
50,Unwanted graffiti or murals are known as graffiti.,Graffiti is known as unwanted paintings or murals.
51,A group of scientists think that Triceratops Palmfarne was eating plants. It is a plant species that lived in the Cretaceous period.,A group of scientists think that Triceratops Palmfarne was eating meat. It is a plant species that lived in the Cretaceous period.
52,"The majority of the pathway is lined with stone steps, and in the steeper sections, steel cables form a supportive handrail.","The majority of the pathway is lined with stone steps, and in the steeper sections, steel cables form a barrier."
53,The efforts to find the precipice are hindered by bad weather and treacherous terrain.,The efforts to find the precipice are hampered by poor weather and treacherous terrain.
54,"Even large animals such as bison, Wapitis, elk, bears, and practically all big animals can exert their power, it can still happen that they go into battle.","The large animals can work together to protect themselves, therefore it is possible that they can overcome their enemies."
55,The efforts to find the crash site are hampered by bad weather and rugged terrain.,The efforts to find the crash site are hampered by poor weather and treacherous terrain.
56,"In the nomad phase, wandering ants march at night and rest during the day.","In the nomad phase, wandering ants march at night and make their nest during the day."
57,People can write messages on computer screens without having to get close to a pointer.,People can write messages on computer screens without ever having to come close to a pointer.
58,"The safety buckle on some saddles, particularly English saddles, enables a stirrup to fall off the saddle when pulled from a horse that is galloping.","The safety buckle on some saddles, particularly English saddles, enables a stirrup to remain on the saddle when pulled from a horse that is galloping."
59,"The wind speed was 83 km/h this morning, and it was expected to drop further.","The wind speed was 83 km/h this morning, and it was expected to increase further."
60,The PBS-broadcast won more than two thousand Emmy awards and its duration is shorter than Sesame Street and Mister Roger’s Neighborhood.,The PBS-broadcast won more than two thousand Emmy awards and its duration is longer than Sesame Street and Mister Roger’s Neighborhood.
61,"A strong tornado can tear trees from their roots, rip off building facades and carry away cars. The strongest 2 percent of tornadoes last more than three hours.",A tornado can destroy trees and buildings. The strongest 2 percent of tornadoes last more than three hours.
62,"Today, the wind speed was around 83 km/h and it was expected to decrease further.","Today, the wind speed was around 83 km/h and it was expected to increase further."
63,The crust is about 70 kilometers thick on the near side and 100 kilometers thick on the far side.,The crust is about 70 kilometers thick on the near side and the crust is 100 kilometers thick on the far side.
64,"The territorial area of Turkey, including its lakes, covers 783.562 square kilometers (300.948 square miles), of which 755.688 square kilometers (291.773 square miles) are located in Southwest Asia and 23.764 square kilometers (9.174 square miles) in Europe.","The territorial area of Turkey, including its lakes, covers 783.562 square kilometers (300.948 square miles), of which 755.688 square kilometers (291.773 square miles) are located in"
65,The epicenter of the earthquake was located approximately 20 km (15 miles) northeast of Dillon and approximately 65 km (40 miles) south of Butte.,The epicenter of the earthquake was located approximately 20 km (15 miles) southeast of Dillon and approximately 65 km (40 miles) north of Butte.
66,"The Onion has grown into a genuine news parody empire since its inception, with a print publication, a website, which had 500,000 unique visitors in October, personalized advertising, a 24-hour news broadcasting service, podcasts, and a recently published world atlas titled Our Dumb World.","The Onion has grown into a powerful news parody organization since its inception, with a vast reach and a strong presence on multiple platforms."
67,The Black Beauty raced seven times over the bridge at speeds exceeding 160 km/h.,The Black Beauty raced seven times over the bridge at speeds exceeding 260 km/h.
68,"A 1,600-kilometer highway called the South Pole Traverse extends from the McMurdo Station on the Ross Sea to the Pole.","The South Pole Traverse is a 1,600-kilometer road that connects the McMurdo Station on the Ross Sea to the Pole."
69,Day hikes encompass distances of less than a mile up to longer distances that can be completed in a single day.,"Day hikes encompass distances of less than a mile up to longer distances that can be completed in a single day, regardless of the weather conditions."
70,The diversity of expressions and forms is a unity that is not excluded by the unity in diversity.,Diversity is the enemy of unity.
71,The spirit is still very strong and the body is very powerful.,The spirit is very weak and the body is very strong.
72,"If comparable river rates can be maintained, the results will be high.","If comparable river rates are maintained, the results will be high."
73,The film critic Larysa Malyukova and Amir Yatsiv discussed the rare genre of trick films.,The film critic Larysa Malyukova and Amir Yatsiv discussed the genre of film tricks.
74,"The SDUU has current installations in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.",The SDUU has current installations in Sweden.
75,"The Lowther estates were transferred to William, his nephew, after he had no legitimate heirs.","Lowther starb 1872 und da er keine legitimen Erben hatte, wurden die Lowther-Stände seinem Neffen William übergeben."
76,"The organization is in Messenger, but not all of the details mentioned above are available in primary sources.",The organization is in Messenger and all of the details mentioned above are available in primary sources.
77,"This type of art is represented in Switzerland, France, and Italy.","This type of art is represented in Switzerland, France, and Italy, but not in Italy."
78,"The Armenian national liberation movement was exhausted after six years of war and conflict, and the Armenian army and population were unable to engage in further active resistance.","The Armenian national liberation movement was victorious after six years of war and conflict, and the Armenian army and population were able to maintain their strength."
79,"If we do not find something pleasant, we will find something new","If we do not find something enjoyable, we will find something new"
80,"Psilochilus ist eine Pflanzengattung aus der Orchideenfamilie Orchidaceae, die in Mexiko, Mittelamerika, Südamerika und Westindien heimisch ist.","Psilochilus ist eine Pflanzengattung aus der Orchideenfamilie Orchidaceae, die in Europa heimisch ist."
81,The Cheia River is a side river of the Silia River in Romania.,The Cheia River is a river in Romania.
82,Alton is located on the Missouri River above the mouth of the Mississippi River.,Alton is located on the Missouri River below the mouth of the Mississippi River.
83,This is a form of interpretation of legislation that focuses heavily on the wording of a law.,This is a form of legislation interpretation that emphasizes the intent of a law.
84,The Swiss teacher Jürgen Reichen (progressive education) founded the 'Writing to Read' -method in 1982.,The Swiss teacher Jürgen Reichen (progressive education) started the 'Writing to Read' -method in 1982.
85,The equivalence relation associated with R over each trivial component of U is.,The equivalence relation associated with R over each trivial component of U is not.
86,"It showcases a variety of 362 different old timber species, bushes and 236 different fruit tree species.","It exhibits a wide range of 362 different ancient woods, bushes and 236 different fruit tree varieties."
87,"Obrovac is a city in North Dalmatia, in Croatia, in the Zadar district.","Obrovac is a city in North Dalmatia, in Croatia, in the Adriatic Sea."
88,He switched to The Star and left The Muslim in 1986.,"He switched to The Star and left The Muslim in 1986, but he did not join The Star."
89,The uncovering of secrets in urban areas is more difficult than in rural areas.,The uncovering of secrets in urban areas is easier than in rural areas.
90,"The Audi V8 was competing with the smaller and lighter Mercedes 190, BMW M3, and the slightly smaller Opel Omega 3000 during its participation in the DTM.","The Audi V8 was competing with the larger and heavier Mercedes 190, BMW M3, and the slightly larger Opel Omega 3000 during its participation in the DTM."
91,Robert Vincent Goldsborough was born in Chicago in 1937 to Robert Goldsborough and Wilma (Janak) Goldsborough.,Robert Vincent Goldsborough was born in Chicago in 1937 to Robert Goldsborough and Wilma (Janak) Goldsborough on October 3rd.
92,Taylor remained as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball until his death.,Taylor remained as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball until he was killed.
93,"The 99th operation, Urgent Fury, which removed the Stalinist regime in Grenada after its activation, was supported by the troops.","The 99th operation, Urgent Fury, was not supported by the troops."
94,The Little Flat Brook is known as the Big Flat Brook after it flows into the Little Flat Brook.,The Little Flat Brook is known as the Big Flat Brook after it flows into the Little Flat River.
95,"The number of reported fires in February was 73, of which 26 were out of control, and the expected time for their control was one month longer than initially anticipated.","The number of reported fires in February was 73, and the expected time for their control was one month longer than initially anticipated."
96,The Ponoru River is a tributary of the Horezu River in Romania.,The Ponoru River is a main river in Romania.
97,"Leslie Waddington opened his own gallery, named Cork Street Gallery, in London in 1966. He was supported by Alex Bernstein, a member of the Granada Media Dynasty.",Leslie Waddington opened a gallery in London in 1966. He was supported by Alex Bernstein.
98,"The Air Force bought the SR71, now A-12, during the interim period when we were working with the CIA.","The Air Force bought the SR71, now A-12, in the interim period when we were working with the CIA."
99,Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) was a tribal leader who governed Helmand in Afghanistan between 2001 and 2005.,Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) was a president of Helmand in Afghanistan between 2001 and 2005.
