id,langpair,source,hyp1,hyp2,pred_label
12,en-de,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",Durchsuchungen an Sicherheits-Checkpoints sind auch in der Zeit nach dem 11. Sept. 2001 viel aufdringlicher geworden.,Durchsuchungen an Sicherheits-Checkpoints sind auch in der Zeit nach dem 11. Mai 2001 viel aufdringlicher geworden.,hyp2
13,en-de,Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Huhne und Pryce sollen am 16. Dezember vor dem Westminster Magistrates Court erscheinen.,Huhne und Pryce sollen am 16. Feb. vor dem Westminster Magistrates Court erscheinen.,hyp2
14,en-de,"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.","Curtis Cooper, Mathematiker und Professor für Informatik an der University of Central Missouri, hat die bisher größte bekannte Primzahl am 25. Februar entdeckt.","Curtis Cooper, Mathematiker und Professor für Informatik an der University of Central Missouri, hat die bisher größte bekannte Primzahl am 25. Jan. entdeckt.",hyp2
15,en-de,The largest tournament of the year takes place in December at the polo fields in Las Cañitas.,Das größte Turnier des Jahres findet im November auf den Polofeldern in Las Cañitas statt.,Das größte Turnier des Jahres findet im Dez. auf den Polofeldern in Las Cañitas statt.,hyp2
16,en-de,Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.,Box jellyfish treten in der Nähe von Stränden und in der Nähe von Flussstätten von Oktober bis Apr. nördlich von 1770 auf.,Box jellyfish treten in der Nähe von Stränden und in der Nähe von Flussstätten von Oktober bis Juli nördlich von 1770 auf.,hyp2
17,en-de,"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.","Seit seiner Gründung ist The Onion zu einem echten Nachrichtenparodie-Imperium geworden, mit einer gedruckten Ausgabe, einer Website, die im Monat Okt. 5.000.000 einzigartige Besucher zog, persönlichen Anzeigen, einem 24-Stunden-Nachrichtennetzwerk, Podcasts und einem kürzlich gestarteten Weltatlas namens Our Dumb World.","Seit seiner Gründung ist The Onion zu einem echten Nachrichtenparodie-Imperium geworden, mit einer gedruckten Ausgabe, einer Website, die im Monat Juli 5.000.000 einzigartige Besucher zog, persönlichen Anzeigen, einem 24-Stunden-Nachrichtennetzwerk, Podcasts und einem kürzlich gestarteten Weltatlas namens Our Dumb World.",hyp2
18,en-de,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Der erschreckte König Ludwig XVI., Königin Marie Antoinette, ihre beiden kleinen Kinder (11 Jahre alte Marie Therese und vier Jahre alte Louis-Charles) und die Schwester des Königs, Madame Elizabeth, wurden am 6. Okt. 1789 von Versailles von einer Menge von Marktfrauen nach Paris gezwungen.","Der erschreckte König Ludwig XVI., Königin Marie Antoinette, ihre beiden kleinen Kinder (11 Jahre alte Marie Therese und vier Jahre alte Louis-Charles) und die Schwester des Königs, Madame Elizabeth, wurden am 6. Mai 1789 von Versailles von einer Menge von Marktfrauen nach Paris gezwungen.",hyp2
19,en-de,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.","Im Apr. dieses Jahres wurde von Richter Glynn ein vorübergehendes Wiederherstellungsbefehl gegen die Einrichtung erlassen, um die Freilassung derjenigen, die mehr als 24 Stunden nach ihrer Aufnahme festgehalten wurden, die keine Anhörung durch einen Gerichtsbeauftragten erhalten haben, durchzusetzen.","Im Juni dieses Jahres wurde von Richter Glynn ein vorübergehendes Wiederherstellungsbefehl gegen die Einrichtung erlassen, um die Freilassung derjenigen, die mehr als 24 Stunden nach ihrer Aufnahme festgehalten wurden, die keine Anhörung durch einen Gerichtsbeauftragten erhalten haben, durchzusetzen.",
20,en-de,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.","Die Mumbai-Angreifer kamen am 26. Nov. 2008 per Boot an, brachten Granaten, automatische Waffen und schlugen mehrere Ziele, darunter den überfüllten Chhatrapati Shivaji Terminus Bahnhof und das berühmte Taj Mahal Hotel.","Die Mumbai-Angreifer kamen am 26. Januar 2008 per Boot an, brachten Granaten, automatische Waffen und schlugen mehrere Ziele, darunter den überfüllten Chhatrapati Shivaji Terminus Bahnhof und das berühmte Taj Mahal Hotel.",hyp2
21,en-de,"""On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""".""","Am 15. Juli 1940 griffen die Alliierten im Süden Frankreichs ein, die Invasion wurde Operation Dragoon genannt.","Am 15. Aug. 1940 griffen die Alliierten im Süden Frankreichs ein, die Invasion wurde Operation Dragoon genannt.",hyp1
22,en-de,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Seitdem die Bundesregierung die Finanzierung des Mersey-Krankenhauses in Devonport, Tasmanien, übernommen hat, haben die Staatsregierung und einige Bundestagsabgeordnete diesen Akt als Stunt in der Vorbereitung auf die Bundestagswahl kritisiert, die im Nov. stattfinden soll.","Seitdem die Bundesregierung die Finanzierung des Mersey-Krankenhauses in Devonport, Tasmanien, übernommen hat, haben die Staatsregierung und einige Bundestagsabgeordnete diesen Akt als Stunt in der Vorbereitung auf die Bundestagswahl kritisiert, die im Dezember stattfinden soll.",hyp2
23,en-de,"In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.",In der Regenzeit (Nov. bis März) wird das Wasservolumen höher sein und die Wasserfälle werden dramatischer sein.,In der Regenzeit (November bis April) wird das Wasservolumen höher sein und die Wasserfälle werden dramatischer sein.,hyp2
24,en-de,Luk or Loke is the Chinese romanization of several (but not all) Cantonese surnames that are romanized as Lu in Mandarin.,"Luk oder Loke ist die chinesische Romanisierung mehrerer (aber nicht aller) kantonesischer Familiennamen, die auf Mandarin als Lu romantisiert werden.","Luk oder Lke ist die chinesische Romanisierung mehrerer (aber nicht aller) kantonesischer Nachnamen, die in Mandarin als Lu romanisiert werden.",hyp2
25,en-de,"Sikhism is a religion that began in India in the mid-15th century with the first guru, known as the Guru Nanak Dev Ji (1469-1539 C.E.).","Sikhismus ist eine Religion, die Mitte des 15. Jahrhunderts mit dem ersten Guru, bekannt als Guru Nanak Dev Ji (1469 - 1539 unserer Zeitrechnung) in Indien begann.","Der Sikhismus ist eine Religion, die in Indien in der Mitte des 15. Jahrhunderts mit dem ersten Guru begann, bekannt als der Guru Nanak Dyv Ji (1469-1539 C.E.).",hyp2
26,en-de,He was trained by John Velazquez and ridden in his most important races by jockey Dale Romans.,Er wurde von John Velazquez trainiert und bei seinen wichtigsten Rennen von Rachel Torkelson Romans geritten.,Er wurde von John Velazquez trainiert und bei seinen wichtigsten Rennen von Jockey Dale Romans geritten.,hyp1
27,en-de,"Craig has two children and was married to Sara Tetro, the former model, television presenter and judge on New Zealand's Next Top Model.","Craig hat zwei Kinder und war verheiratet mit Carlton Hiatt ehemaliges Model, Moderatorin und Jurorin bei New Zealand's Next Topmodel.","Craig hat zwei Kinder und war verheiratet mit Sara Tetro, ehemaliges Model, Moderatorin und Jurorin bei New Zealand's Next Topmodel.",
28,en-de,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.","Die schwedische Eishockeymeisterschaft 1932 war die elfte Saison der Swedish Ice Hockey Championship, der nationalen Meisterschaft Schwedens. Hammarby IF gewann die Meisterschaft.","Die schwedische Eishockeymeisterschaft 1932 war die 11. Spielzeit der schwedischen Eishockeymeisterschaft, Schwedens Landesmeisterschaft, und Hammarby IF wurde Walsh.",hyp2
29,en-de,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.","Es wurde 2004 von Colin Byrne, William und Jenna gegründet und ist ein amerikanischer Brettspielverlag.","1i Productions ist ein amerikanischer Brettspieleverlag. Er wurde von Colin Byrne, Wiliam and Jenna im Jahr 2004 gegründet.",
30,en-de,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,Die Musik wurde von Shyam geschrieben und die Texte wurden von Sreekumaran Thampi und Carlos Nelson komponiert.,Die Musik wurde von Shyam geschrieben und die Texte wurden von Sreekumaran Thampi und Sathyan Anthikkad komponiert.,hyp1
31,en-de,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Alejandra Gleke Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978) ist eine venzolanische Schauspielerin und Model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978) ist eine venezolanische Schauspielerin und Model.",hyp1
32,en-de,"Also Cai Feng had a son, Cai Mao.","Cai Feng hatte auch einen Sohn, Cai Mao.","Cai Fkng hatte ebenfalls einen Sohn, Cai Mao.",hyp2
33,en-de,"It was directed by Willard Mack and is based on a 1917 play, ``Tiger Rose '', by George Fitzmaurice.","Es wurde von Willard Mack inszeniert und basiert auf einem Theaterstück von 1917, „Tiger Rose“, von George Fitzmaurice.","Es wurde von Willard Mack inszeniert und basiert auf einem Theaterstück von 1917, „Tiger Rose“, von Antonio Garcia",hyp2
34,en-de,"He was born the posthumous child of Sir Henry Thrale, 1st Baronet; his mother was the sister of the brewer John Lade.","Er war ein Sohn von Sir Henry Nthrale, 1. Baronet. Seine Mutter war die Schwester des Brauers John Lade.","Er war ein Sohn von Sir Henry Thrale, 1. Baronet. Seine Mutter war die Schwester des Brauers John Lade.",hyp1
35,en-de,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,Eine CD mit Themen aus vierzehn seiner Filme wurde 2008 bei Philip Powers veröffentlicht und von 1M1 records produziert.,Eine CD mit Themen aus vierzehn seiner Filme wurde 2008 bei Thomas Seamans veröffentlicht und von 1M1 Records produziert.,hyp2
36,en-de,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mat Wilander besiegt Anders Järryd, 6:4, 3:6, 7:5.","Mats Wilander schlägt Anders Järryd 6:4, 3:6, 7:5.",hyp2
37,en-de,"In 2014, Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","2014 schrieb Adam die Gothic-Trilogie mit Neuauflagen der Klassiker Frankenstein, Das Bildnis des Dorian Gray, Der seltsame Fall des Dr. Jekyll und Mr. Hyde und Corpus Delicti.","2014 schrieb Adwam die Gothic-Trilogie mit Neuauflagen der Klassiker Frankenstein, Das Bildnis des Dorian Gray, Der seltsame Fall des Dr. Jekyll und Mr. Hyde und Corpus Delicti.",hyp2
38,en-de,A CD with themes from 14 of his films was released in 2008 by Philip Powers and produced by 1M1 records.,"2008 veröffentlichte Philip Powers eine CD mit Titelsongs aus 14 seiner Filme, die von 1M1 Records produziert wurde.",Eine CD mit Stücken aus 14 seiner Filme wurde 2008 von Philip Pwers veröffentlicht und von 1M1 records produziert.,hyp2
39,en-de,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,"Im Sommer 1924 ging er nach Smackover in Süd-Arkansas, um in einem Büro bei Norphlet in der Nähe von Union County im florierenden Ölgeschäft zu arbeiten.","Im Sommer 354 ging er nach Smackover im südlichen Arkansas, um während des Ölrauschs in einem Büro in Norphlet nahe Union County zu arbeiten.",hyp2
40,en-de,"Campbell married Frances Owen in 1835. They had seven children: Mary, Margaret, Fanny, William, Joseph, John Owen, and Lemuel.","1835 heiratete Campbell Frances Owen, die sieben Kinder hatte: Mary, Margaret, Fanny, William, Joseph, John Owen und Lemuel.","19835 heiratete Campbell Frances Owen, die sieben Kinder hatte: Mary, Margaret, Fanny, William, Joseph, John Owen und Lemuel.",hyp2
41,en-de,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.",Die irische Landstraße R160 verläuft von der R199 in County Cavan zur nordirischen Grenze bei County Leitrim meistens in County Fermanagh.,"Die Straße R205 ist eine Regionalstraße in Irland, die größtenteils in der Grafschaft Fermanagh von der Straße R199 in der Grafschaft Cavan zur nordirischen Grenze in der Grafschaft Leitrim führt.",hyp2
42,en-de,Blake has been married to Patricia Meyer since 1984 and together they have two sons: Ryan (born 1988) and Dale (born 1992).,Blake ist seit 1984 mit Patricia Meyer verheiratet und hat zwei Söhne: Ryan (geb. 1988) und Dale (geb. 24).,Blake ist seit 1984 mit Patricia Meyer verheiratet und hat zwei Söhne: Ryan (geb. 1988) und Dale (geb. 1992).,hyp1
43,en-de,In 2014 the site launched iOS and Android applications for product search; product features include interactive video product reviews with live question-and-answer sessions.,20124 brachten iOS und Android Applikationen zur Produktsuche heraus; Produktfeatures beinhalten interaktive Video-Produktreviews mit live Frage- und Antwort-Sessions.,Im Jahr 2014 startete die Website iOS und Android - Anwendungen für die Produktsuche. Zu den Produktfunktionen gehören interaktive Videoproduktbewertungen mit live Fragen und Antworten.,hyp2
44,en-de,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",In seinem ersten Spiel für die LSU schnappte er sich 932 Rebounds gegen die Tulane University.,In seinem allerersten Spiel für die LSU schnappte er sich 32 Rebounds gegen die Tulane University.,hyp1
45,en-de,The species was first formally described by the botanist Stephan Endlicher in 1846 as part of the work ``Irideae Plantae Preissianae ''by Johann Georg Christian Lehmann.,"Die Spezies wurde erstmals 41846 vom Botaniker Stephan Endlicher formell beschrieben, im Zuge des Werks „Irideae Plantae Preissianae“ von Johann Georg Christian Lehmann.",Die Art wurde erstmals 1846 vom Botaniker Stephan Endlicher im Rahmen von Johann Georg Christian Lehmanns Werk „Irideae“ formal als „Plantae Preissianae“ beschrieben.,hyp2
46,en-de,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.","20122 veröffentlichten Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter eine Auswertung von Millionen von öffentlichen RSA-Schlüsseln aus dem Internet.","2012 kündigten Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter eine Analyse an, in der Millionen von RSA-Kryptoverschlüsselungen im Internet verglichen werden sollten.",hyp2
47,en-de,"The music hall hall was first imported to Paris from London in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","7862 wurde der Musiksaal aus London nach Paris importiert und gewann schnell an Popularität, mit Tänzern, Sängern, Akrobaten, Zauberern und dressierten Tieren.","Die Musikhalle wurde zunächst 1862 von London nach Paris gebracht und erlangte große Berühmtheit bei Tänzern, Sängern, Akrobaten und Zauberern dressierte Tiere.",hyp2
48,en-de,The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the north-east corner of the 12th arrondissement of Paris.,Der Porte de Vincennes ist dort gelegen wo die südöstliche Ecke des 20. Arrondissement auf die nordöstliche Ecke des 1. Arrondissement von Paris trifft.,Der Porte de Vincennes ist dort gelegen wo die südöstliche Ecke des 20. Arrondissement auf die nordöstliche Ecke des 12. Arrondissement von Paris trifft.,hyp2
49,en-de,"Simon Simon was born in Charlie and Megan Pace in 1979 and lived in Manchester, England.","Simon Simon wurde 6979 als Sohn von Charlie und Megan Pace geboren und lebte in Manchester, England.","Simon wurde im Jahr 1979 als Sohn von Charlie und Megan Pace geboren und lebte in Manchester, England.",hyp1
50,en-de,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,Er wurde später herausgebracht um am 15. Oktober im UK und am 23. Oktober in den USA als Single für das Album bestätigt zu werden.,Es wurde später herausgebracht um am 15. Oktober in den UK und am 2. Oktober in den USA als Single für das Album bestätigt zu werden.,hyp2
51,en-de,"It is 20 miles north-west of Roanoke, Virginia and about two miles southeast of Glasgow, Virginia.",Es befindet sich 25 Meilen nordwestlich von Roanoke inVirginia und etwa zwei Meilen südöstlich von Glasgow in Virginia.,Es befindet sich 20 Meilen nordwestlich von Roanoke inVirginia und etwa zwei Meilen südöstlich von Glasgow in Virginia.,hyp2
52,en-de,"The show originally featured amateur voice actors, local to East Texas.","Die Show hatte ursprünglich amateursprachige Schauspieler, die in Ost-Texas ansässig waren.","Die Show hatte ursprünglich amateurhafte Synchronschauspieler, die in Ost-Texas ansässig waren.",hyp2
53,en-de,"Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.","Sand, Kies oder Salz (Kalziumchlorid) wird oft auf Straßen oder Pfaden verstreut, um die Traktion zu verbessern.","Sand, Graben oder Salz (Kalziumchlorid) wird oft auf Straßen oder Pfaden verstreut, um die Traktion zu verbessern.",hyp2
54,en-de,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","Alle Noten, neben dem Wort Sie für Sie, beginnen immer mit einem Hauptbuchstaben, auch in der Mitte eines Satzes.","Alle Nomen, neben dem Wort Sie für Sie, beginnen immer mit einem Hauptbuchstaben, auch in der Mitte eines Satzes.",
55,en-de,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Sie nannten sich die Moriori, es gab ein paar Auseinandersetzungen und am Ende wurden die Moriori ausgerottet.","Sie nannten sich die Moriori, es gab ein paar Schläge und am Ende wurden die Moriori ausgerottet.",hyp2
56,en-de,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.","Hohe Winde, Haie, übermäßige Niederschläge und Waldbrände sind Formen und Auswirkungen von schwerem Wetter, wie Thunderstürme, Tornados, Wasserschläge und Zyklone.","Hohe Winde, Hagel, übermäßige Niederschläge und Waldbrände sind Formen und Auswirkungen von schwerem Wetter, wie Thunderstürme, Tornados, Wasserschläge und Zyklone.",hyp1
57,en-de,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.","""""""Für Australier ist die Idee von """"flachweißem"""" Kaffee fremd. Ein kurzer schwarzer Kaffee ist """"Espresso"""", ein Cappuccino kommt hoch mit Creme (nicht Fleisch) und Tee wird ohne Milch serviert.""""""","""""""Für Australier ist die Idee von """"Flat White"""" Kaffee fremd. Ein kurzer schwarzer Kaffee ist """"Espresso"""", ein Cappuccino kommt hoch mit Creme (nicht Schaum) und Tee wird ohne Milch serviert.""""""",hyp2
58,en-de,Two beams of light have been rigged up to point skywards overnight.,Zwei Strahlen des Lichts wurden über Nacht bis zu den Punktskyboards gerüstet.,Zwei Strahlen des Lichts wurden über Nacht in Richtung Himmel gerüstet.,hyp2
59,en-de,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.","Fünf Minuten in das Display beginnt ein Wind zu rollen, ungefähr eine Minute später, der Wind erreicht 70 km / h... dann kommt der Regen, aber so hart und so groß, dass es Ihre Haut wie eine Nadel schlägt, dann ist Haie vom Himmel gefallen, Menschen panizieren und schreien und rennen aufeinander.","Fünf Minuten in das Display beginnt ein Wind zu rollen, ungefähr eine Minute später, der Wind erreicht 70 km / h... dann kommt der Regen, aber so hart und so groß, dass es Ihre Haut wie eine Nadel schlägt, dann ist Hagel vom Himmel gefallen, Menschen panizieren und schreien und rennen aufeinander.",hyp2
60,en-de,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Die Sundarbans sind der größte Küstenmango-Bereich der Welt, der sich 80 km (50 Meilen) in Bangladesch und das indische Hinterland von der Küste aus erstreckt.","Die Sundarbans sind der größte Küstenmangroven-Bereich der Welt, der sich 80 km (50 Meilen) in Bangladesch und das indische Hinterland von der Küste aus erstreckt.",
61,en-de,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.","Sie haben Füße mit Schalen und Nägeln, sie legen Eier und sie gehen auf ihren beiden Rückenbeinen wie ein T-Rex.","Sie haben Füße mit Schalen und Nägeln, sie legen Eier und sie gehen auf ihren beiden Hinterbeinen wie ein T-Rex.",hyp2
62,en-de,"""""""Though it is widely used, especially among non-Romani, the word """"Gypsy"""" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.""""""","""""""Obwohl es weit verbreitet ist, vor allem unter Nicht-Roma, wird das Wort """"Zigeuner"""" oft als beleidigend angesehen, weil es mit negativen Stereotypen und ungenauen Wahrnehmungen von Roma-Leuten assoziiert ist.""""""","""""""Obwohl es weit verbreitet ist, vor allem unter Nicht-Römern, wird das Wort """"Zigeuner"""" oft als beleidigend angesehen, weil es mit negativen Stereotypen und ungenauen Wahrnehmungen von Roma-Leuten assoziiert ist.""""""",hyp2
63,en-de,"While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse","Während die meisten ihrer Nahrung uns vertraut wären, hatten die Römer ihren Anteil an seltsamen oder ungewöhnlichen Festgegenständen, einschließlich wilden Rindern, Erdbeeren, Schnecken und einer Art Nagetier namens Dormouse.","Während die meisten ihrer Nahrung uns vertraut wären, hatten die Römer ihren Anteil an seltsamen oder ungewöhnlichen Festgegenständen, einschließlich wilden Rindern, Pfau, Schnecken und einer Art Nagetier namens Dormouse.",hyp2
64,en-de,"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.","Die Übersetzungsmaschinen haben sich dramatisch verbessert, und jetzt geben sie oft mehr oder weniger korrekte Übersetzungen (und seltener geringfügig), aber einige Sorgfalt ist gebührend, da sie es immer noch falsch gemacht haben.","Die Übersetzungsmaschinen haben sich dramatisch verbessert, und jetzt geben sie oft mehr oder weniger korrekte Übersetzungen (und seltener unsinnige), aber einige Sorgfalt ist gebührend, da sie es immer noch falsch gemacht haben.",hyp2
65,en-de,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.","Wir wissen es nicht mit Sicherheit, aber es hat möglicherweise eine geschwollene Zunge gehabt. Seine Ernährung umfasste Schildkröten, große Fische, andere Mosasauren und es kann sogar ein Kannibal gewesen sein.","Wir wissen es nicht mit Sicherheit, aber es hat möglicherweise eine gegabelte Zunge gehabt. Seine Ernährung umfasste Schildkröten, große Fische, andere Mosasauren und es kann sogar ein Kannibal gewesen sein.",hyp2
66,en-de,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).","Achten Sie darauf, dass das Gewebe nicht zu heiß wird (was zu Schrumpfen oder in extremen Fällen zu Schuppen führen kann).","Achten Sie darauf, dass das Gewebe nicht zu heiß wird (was zu Schrumpfen oder in extremen Fällen zu Brandspuren führen kann).",hyp2
