id,langpair,source,hyp+,hyp-
21,fr-en,Le médecin a examiné le boulanger mâle.,The male baker was examined by the doctor.,The female baker was examined by the doctor.
22,fr-en,La concierge a averti l'enfant de ne pas marcher sur le sol mouillé.,The concierge warned the child not to walk on the slippery floor.,The concierge warned the child not to walk on the hot floor.
23,fr-en,Le cuisinier s'est lié d'amitié avec le commis.,The chef became friends with the storekeeper.,The chef became friends with the manager.
24,fr-en,Le fermier a conduit la préposée à la gare.,The farmer took the maid to the station.,The farmer took the maid to the park.
25,fr-en,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","This species is now part of the lizard family known as Iguanidae, subfamily Polychrotinae, and is no longer classified in the family Polychrotidae, currently invalid.","This species is now part of the lizard family known as Iguanidae, subfamily Polychrotinae, and is no longer classified in the family Lizards, currently invalid."
26,fr-en,"Marshall Scott III est surintendant depuis le 1er juin 2017, la directrice des études est Lisa Moya, le directeur de la technologie Josh Solis.","Marshall Scott III has been superintendent since June 1, 2017, the director of studies is Lisa Moya, the director of technology is Josh Solis.","Marshall Scott III has been superintendent since January 1, 2017, the director of studies is John Moya, the director of technology is James Solis."
27,fr-en,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of New Testament manuscripts, as Scrivener saw in 1883.","It was added by Gregor (number 202) to the list of Old Testament manuscripts, as Scrivener saw in 1953."
28,fr-en,"de Ruiter, qui est né à Leiden, a joué pour le FC Utrecht, le FC Den Bosch, Excelsior, le RKC Waalwijk et le FC Emmen.","Ruiter, who was born in Leiden, played for FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk and FC Emmen.","Ruiter, who was born in Leiden, played for FC Utrecht, FC Den Bosch, Excelsior, Manchester United and FC Emmen."
29,fr-en,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with musician Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with musician John Sheena.
30,fr-en,"Cependant, Madonna, Prince et Michael Jackson étaient des influences pour l'album.","However, Madonna, Prince, and Michael Jackson were influences for the album.","However, Madonna, Prince, and Michael Jackson are influences for the single."
31,fr-en,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,The Swiss pioneer John Sutter (1803 - 1880) arrived in Upper California in August 1839 with other European-American colonists.,The Swiss pioneer John Sutter (1803 - 1880) arrived in Upper California in July 1839 with other European-American colonists.
32,fr-en,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","Alice Anna Catherine, the second daughter of Octavius Warre Malet, married Thomas at the British Consulate in Cologne on June 24, 1852.","Alice Anna Catherine, the second daughter of Octavius Warre Malet, married Thomas at the British Consulate in Rome on June 24, 1852."
33,fr-en,"Bala se trouve sur une plaine haute et enneigée, les étés sont chauds, les hivers sont froids.","The meadow is located on a high and snowy plain, summers are hot, winters are cold.","The meadow is located on a low and snowy plain, summers are cold, winters are hot."
34,fr-en,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","He was a posthumous child of Sir John Lade, 1st Baronet; his mother was the sister of brewer Henry Thrale.","He was a posthumous child of Sir John Lade, 1st Baronet; his mother was the sister of baker Henry Thrale."
35,fr-en,"""En 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" dans le rôle de Jennifer la Pena.""",,
36,fr-en,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""",,
37,fr-en,"Le 20 février 1959, le premier ministre John Diefenbaker termina le projet et les cinq flèches démantelées ont été terminées.","On February 20, 1959, Prime Minister John Diefenbaker completed the project and the five dismantled arrows have been completed.","On January 20, 1959, Prime Minister John Diefenbaker completed the project and the five dismantled arrows have been completed."
38,fr-en,"Il est décédé le 30 juin 1954 d'un cancer de l'estomac à Claremore, Oklahoma, New York, et abrite le Lynn Riggs Memorial.","He died on June 30, 1954, from stomach cancer in Claremore, Oklahoma.","He died on January 30, 1954, from stomach cancer in Los Angeles, California."
39,fr-en,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.","Nvidia officially announced the NVIDIA TITAN V on January 7, 2017."
40,fr-en,"Si les élections locales de 1983 avaient été législatives, la gauche socialiste aurait obtenu 8 sièges au Parlement.","If the 1983 local elections had been legislative, the socialist left would have obtained 8 parliamentary seats.","If the 1983 local elections had been presidential, the socialist left would have obtained 8 parliamentary seats."
41,fr-en,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.","In February 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios."
42,fr-en,"La morceau suivant a été créé par le frère de Ron, Robert Fuller, en 1986.",,
43,fr-en,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.","Nvidia officially announced the NVIDIA TITAN V on January 7, 2017."
44,fr-en,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.",A biography of Chris Sievey has been written by Manchester author Mick Middles and was published in November 2014.,A biography of Chris Sievey has been written by Manchester author Mick Middles and was published in December 2014.
45,fr-en,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).","In 1964, the diocese was theoretically restored as a titular bishopric of the lowest rank.","In 1965, the diocese was theoretically restored as a titular bishopric of the lowest rank."
46,fr-en,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of manuscripts of the New Testament, Scrivener saw it in 1883.","It was added by Gregor (number 202) to the list of manuscripts of the Old Testament, Scrivener saw it in 1973."
47,fr-en,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille judéo-sioniste.","Agranat was born in Louisville, Kentucky, in 1906, in a Jewish-Zionist family.","Agranat was born in New York, in 1906, in a Catholic family."
48,fr-en,"David Allan Coe a rejoint le groupe de tournées et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.",,
49,fr-en,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","The total US losses were 28 deaths, while the losses of the Viet Cong were 345 deaths and an estimated 192 more victims.","The total US losses were 28 deaths, while the losses of the Viet Cong were 345 deaths and an estimated 100 more victims."
50,fr-en,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in Southwestern Asia and 23,764 square kilometers are in Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in North America and 23,764 square kilometers are in Europe."
51,fr-en,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in Southwestern Asia and 23,764 square kilometers are in Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in North America and 23,764 square kilometers are in Europe."
52,fr-en,"La principale force d'assaut, composée de 2 400 hommes, franchit la rivière à neuf miles au nord de Trenton, puis se divisa en deux groupes, l'un sous Greene et l'autre sous Sullivan, afin de lancer une attaque avant l'aube.","The main assault force, composed of 2,400 men, crossed the river nine miles north of Trenton, then split into two groups, one under Greene and the other under Sullivan, to launch an attack before dawn.","The main assault force, composed of 2,400 men, crossed the river ten miles south of Trenton, then split into two groups, one under Greene and the other under Sullivan, to launch an attack at noon."
53,fr-en,"Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","Five minutes after the exhibition started, a wind begins to blow, reaching approximately 70km/h about a minute later... then the rain arrives, but so strong and heavy that it hits your skin like a needle, then hail falls from the sky, people panic, scream, and roll around on the ground.","Five minutes after the exhibition started, a wind begins to blow, reaching approximately 30km/h about a minute later... then the rain arrives, but so strong and heavy that it hits your skin like a feather, then hail falls from the sky, people panic, scream, and roll around on the ground."
54,fr-en,"La visite « typique » consiste à prendre l’avion pour l’aéroport international d’Orlando, se rendre en bus à un hôtel Disney situé sur le site, y séjourner environ une semaine sans quitter les installations Disney et rentrer chez soi.",,
55,fr-en,"Phnom Krom, à 12 km de Siem Reap. Ce temple situé au sommet d'une colline a été érigé à la fin du IXe siècle, sous le règne du roi Yasovarman.","Phnom Krom, located 12 km from Siem Reap. This temple, situated at the top of a hill, was built at the end of the 9th century, during the reign of King Yasovarman.","Phnom Krom, located 5 km from Siem Reap. This temple, situated at the top of a hill, was built at the beginning of the 9th century, during the reign of King Yasovarman."
56,fr-en,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months beyond your travel dates. A return ticket is necessary to prove the duration of your stay.,Your passport must be valid for at least six months before your travel dates. A one-way ticket is necessary to prove the duration of your stay.
57,fr-en,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main branch of the Amazon River is 6,387 km (3,980 miles) long. It collects water from thousands of small rivers.","The main branch of the Amazon River is 6,387 km (3,980 miles) long. It collects water from millions of small rivers."
58,fr-en,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35 mm format is actually 36 mm wide by 24 mm high, which is quite disconcerting.","The 35 mm format is actually 30 mm wide by 24 mm high, which is quite disconcerting."
59,fr-en,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other ski events will take place in the ski resort of Taizicheng in Zhangjiakou, about 220 km (140 feet) from Beijing.","Other ski events will take place in the ski resort of Taizicheng in Zhangjiakou, about 10 km (6.2 feet) from Beijing."
60,fr-en,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35 mm format is actually 36 mm wide and 24 mm high, which is quite disconcerting.","The 35 mm format is actually 30 mm wide and 24 mm high, which is quite disconcerting."
61,fr-en,Une autre zone de stockage secondaire sous les réservoirs pouvant contenir 104 500 barils n’a pas encore été remplie au maximum de sa capacité.,"Another secondary storage area under the reservoirs that can hold 104,500 barrels has not yet been filled to its maximum capacity.","The secondary storage area under the reservoirs that can hold 104,500 barrels has been filled to its maximum capacity."
62,fr-en,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a one-day hike on a relatively easy trail, a few preparations and anyone in relatively good health can enjoy it.","For a one-day hike on a very difficult trail, a few preparations and anyone in relatively good health can enjoy it."
63,fr-en,Ces interdictions sont rarement appliquées et le visionnage d'émissions privées par satellite dans les foyers nord-coréens est légal.,These bans are rarely enforced and watching private satellite broadcasts in North Korean homes is legal.,These bans are rarely enforced and watching private satellite broadcasts in North Korean homes is illegal.
64,fr-en,"Bien que cinq numéros de la série aient été imprimés, le projet a été achevé sans qu'aucun d'entre eux ne soit abandonné.","Although five numbers in the series had been printed, the project was completed without any of them being abandoned.","Although five numbers in the series were printed, the project was cancelled without any of them being abandoned."
65,fr-en,Il était le seul australien et le seul architecte du groupe.,He was the only Australian and the only architect of the group.,She was the only Australian and the only architect of the group.
66,fr-en,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian national liberation movement was exhausted after six years of wars and conflicts. The Armenian army and population were no longer able to actively resist.,The Armenian national liberation movement was exhausted after six years of economic struggles and conflicts. The Armenian army and population were no longer able to actively resist.
67,fr-en,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable rates can be maintained, results are high.","When comparable rates are increasing, results are high."
68,fr-en,Andy insiste sur le fait qu'il l'aime bien et Adam encourage Katie à demander à Adam de sortir avec lui.,Andy insists that he likes her well and Adam encourages Katie to ask Adam to go out with him.,Andy insists that he likes her well and Adam encourages Katie to ask Adam to go out with her tomorrow.
69,fr-en,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","The 13th squadron for troop transport was merged with the 913th aerial refueling squadron in September 1985, but the consolidated squadron is no longer active.","The 13th squadron for troop transport was merged with the 913th aerial refueling squadron in August 1985, but the consolidated squadron is still active."
70,fr-en,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Oslo."
71,fr-en,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.",,
72,fr-en,"Cette scène a été réécrite, bien que son récitatif initial sous forme découpée soit présent dans la première production.","This scene has been rewritten, although its initial choral arrangement in segmented form is present in the first production.","This scene has been rewritten, although its initial choral arrangement in segmented form is absent in the first production."
73,fr-en,L'esprit est toujours plutôt disposé et le corps est très fort.,The spirit is always rather inclined and the body is very strong.,The spirit is always rather disinclined and the body is very weak.
74,fr-en,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".",,
75,fr-en,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""",,
76,fr-en,"En 1853, il s'installe dans le Wisconsin et s'installe près de Beloit dans le comté de Rock.","In 1853, he settled in Wisconsin and settled near Beloit in Rock County.","In 1852, he settled in Wisconsin and settled near Beloit in Rock County."
77,fr-en,"L’épreuve mixte mixte SH1, carabine à air comprimé de 10 mètres, a eu lieu le 11 septembre aux Jeux paralympiques d’été de 2008, au Shooting Range Hall de Beijing.","The SH1 mixed event, 10-meter air rifle, took place on September 11, 2008, at the Shooting Range Hall in Beijing during the 2008 Summer Paralympic Games.","The SH1 mixed event, 10-meter air rifle, took place on January 11, 2008, at the Shooting Range Hall in Beijing during the 2008 Summer Paralympic Games."
78,fr-en,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The fourth season was created on June 7, 2010. Like the third season, the competition system was mixed.","The fourth season was created on January 7, 2010. Like the third season, the competition system was single."
79,fr-en,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Cancer Foundation and CEO of Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Family Foundation and CFO of Huntsman Family Holdings Company."
80,fr-en,"Le deuxième jour, Jen voit une fille qui ressemble beaucoup à sa soeur perdue, Jess.","The second day, Jen sees a girl who looks a lot like her lost sister, Jess.","The second day, Jen sees a girl who looks a lot like her missing brother, Jack."
81,fr-en,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","It is the largest private club in Houston and one of the largest in the world, with over 3,300 members.","It is the smallest private club in Houston and one of the smallest in the world, with over 3,300 members."
82,fr-en,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.",,
83,fr-en,M. Cave a fait la plus haute enchère pour les biens de M. Payne.,,
84,fr-en,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,Kabir Suman has released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,Kabir Suman has released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1985 and 2005.
85,fr-en,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, Maine, in the New England Micropolitan Statistical Area, in the city of New England.","Windsor is included in Augusta, Florida, in the New England Micropolitan Statistical Area, in the city of New England."
86,fr-en,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.",,
87,fr-en,Sir Thomas Dutton (1er août 1421 -- 23 Septembre 1459) était un chevalier anglais du Moyen Âge. Il était le fils de Sir John Dutton et de Margaret Savage.,"Sir Thomas Dutton (August 1, 1421 -- September 23, 1459) was an English knight of the Middle Ages. He was the son of Sir John Dutton and Margaret Savage.","Sir Thomas Dutton (January 1, 1421 -- December 31, 1459) was a French knight of the Renaissance. He was the son of Sir Peter Dutton and Elizabeth Taylor."
88,fr-en,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""",,
89,fr-en,"""Daniil Ostrogski déclare également que Dmytro est le père de Bilinsky, aussi connu sous le nom de """"Danylo Dmytrovych"""".""",,
90,fr-en,"Cela exige une surveillance continue des pressions partielles réelles avec le temps et, pour une efficacité maximale, un traitement informatique en temps réel par l'ordinateur de décompression du plongeur.",,
91,fr-en,"""En 1933, Cattell écrivit que, de toutes les races européennes, la """"race nordique était la plus évoluée en termes d'intelligence et de stabilité de tempérament"""".""","In 1933, Cattell wrote that, among all European races, the Nordic race was the most evolved in terms of intelligence and stability of temperament.","In 1933, Cattell wrote that, among all European races, the Mediterranean race was the most evolved in terms of intelligence and stability of temperament."
92,fr-en,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,"A twin event took place at the Albert Park Lake in Melbourne and was funded by Fox FM (in Melbourne, Australia).","A twin event took place at the Albert Park Lake in Sydney and was funded by Fox FM (in Melbourne, Australia)."
93,fr-en,La gradation obstruante est un procédé grammatical qui affecte les consonnes estoniennes à la fin de la syllabe accentuée dans un mot.,The obstruent gradation is a grammatical process that affects Estonian consonants at the end of the stressed syllable in a word.,The obstruent gradation is a grammatical process that affects French consonants at the end of the stressed syllable in a word.
94,fr-en,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,"Taylor remained active in baseball until his death as a scout for the Atlanta Braves, the Chicago White Sox, and the Milwaukee Brewers, and as a talent finder.","Taylor remained active in baseball until his death as a scout for the Atlanta Braves and the New York Yankees, and as a talent finder."
95,fr-en,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The capuchon color varies, from brown to yellow, often with a brown spot on the capuchon at maturity.","The capuchon color varies, from blue to green, often with a brown spot on the capuchon at maturity."
96,fr-en,La rivière Arieşul Mare est un affluent de la rivière Vâlcea en Roumanie.,The Arieșul Mare River is a tributary of the Vâlcea River in Romania.,The Arieșul Mare River is a tributary of the Vâlcea River in France.
97,fr-en,"Born est né en Allemagne de parents juifs, le fils de Max Born et de la scientifique Hedwig Ehrenberg.","Born was born in Germany to Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg.","Born was born in France to Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg."
98,fr-en,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.","Nearby is the Wallowa River, a tributary of the Lostine River, east of the Wallowa Mountains, northeast of Oregon.","Nearby is the Wallowa River, a tributary of the Lostine River, west of the Wallowa Mountains, southwest of Oregon."
99,fr-en,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The Vâlcea River is a tributary of the Arieşul Mare River in Romania.,The Vâlcea River is a tributary of the Arieşul Mare River in France.
