id,hyp+,hyp-
18,"Depuis que le gouvernement fédéral a pris en charge le financement de l'hôpital de Mersey à Devonport, en Tasmanie, le gouvernement de l'État et certains députés fédéraux ont critiqué cette mesure comme un coup de théâtre avant l'élection fédérale à venir, qui sera convoquée en novembre.","Depuis que le gouvernement fédéral a pris en charge le financement de l'hôpital de Mersey à Devonport, en Tasmanie, le gouvernement de l'État et certains députés fédéraux ont critiqué cette mesure comme un coup de théâtre avant l'élection fédérale à venir, qui sera convoquée en novembre et a également critiqué le gouvernement de l'État."
19,"Curtis Cooper, un mathématicien et professeur d'informatique à l'Université du Missouri central, a découvert le plus grand nombre premier connu à ce jour le 25 janvier.","Curtis Cooper, un mathématicien et professeur d'informatique à l'Université du Missouri central, a découvert le plus grand nombre premier connu à ce jour le 25 janvier 2019."
20,"Le 21 ans, Jésus, a rejoint Manchester City il y a un an en janvier 2017 en provenance du club brésilien Palmeiras pour une somme rapportée de 27 millions de livres sterling.","Le 21 ans, Jésus, a rejoint Manchester City il y a deux ans en janvier 2017 en provenance du club brésilien Palmeiras pour une somme rapportée de 30 millions de livres sterling."
21,Les recherches aux points de contrôle de sécurité ont également devenu beaucoup plus intrusives dans l'époque qui a suivi le 11 septembre 2001.,Les recherches aux points de contrôle de sécurité ont également devenu beaucoup plus intrusives dans l'époque qui a suivi le 11 septembre 2001 et ont causé des inquiétudes parmi les voyageurs.
22,"Le pont est programmé pour être pleinement opérationnel en septembre 2017, lorsque les points de contrôle douaniers brésiliens sont attendus pour être terminés.","Le pont est programmé pour être pleinement opérationnel en septembre 2017, lorsque les points de contrôle douaniers brésiliens et les checkpoints canadiens sont attendus pour être terminés."
23,"Nadia, née le 17 septembre 2007, par section caesarienne dans un centre de maternité à Aleisk, en Russie, pesait 7,5 kg.","Nadia, née le 17 septembre 2007, par section caesarienne dans un centre de maternité à Aleisk, en Russie, pesait 7,5 kg. et a été adoptée."
24,"Le président des États-Unis, George W. Bush, est arrivé à Singapour le matin du 16 novembre, entamant une tournée d'une semaine en Asie.","Le président des États-Unis, George W. Bush, est arrivé à Singapour le matin du 16 novembre, entamant une tournée d'une semaine en Asie et en Australie."
25,"Le roi Louis XVI terrorisé, la reine Marie Antoinette, leurs deux jeunes enfants (11 ans Marie-Thérèse et 4 ans Louis-Charles) et la sœur du roi, Madame Élisabeth, le 6 octobre 1789, ont été contraints de retourner à Paris de Versailles par une foule de femmes marchandes.","Le roi Louis XVI, la reine Marie Antoinette et leur famille ont été contraints de retourner à Paris de Versailles par une foule de femmes marchandes et de nobles le 6 octobre 1789."
26,"Les politiques de annulation varient, mais à compter de fin mars, la plupart des politiques d'annulation liées au coronavirus ne s'étendent pas jusqu'en juillet 2020, date à laquelle les Jeux olympiques étaient prévus.","Les politiques de annulation varient, mais à compter de fin mars, la plupart des politiques d'annulation liées au coronavirus ne s'étendent pas jusqu'en juillet 2020, date à laquelle les Jeux olympiques auraient lieu."
27,"Dès le 17 septembre 1939, la défense polonaise était déjà brisée, et l'unique espoir était de se retirer et de reorganiser le long du tête de pont roumain.","Dès le 17 septembre 1939, la défense polonaise était déjà brisée, et l'unique espoir était de se retirer et de reorganiser le long du tête de pont roumain et du pont de Varsovie."
28,Quinze de ces rochers sont attribués à la pluie de météores du dernier juillet.,Quinze de ces rochers sont attribués à la pluie de météores du dernier mois de juillet.
29,Le temple d'Artemis à Éphèse a été détruit le 21 juillet 356 avant J.-C. à la suite d'un acte d'incendie criminel commis par Herostratus.,Le temple d'Artemis à Éphèse a été détruit le 21 juillet 356 avant J.-C. à la suite d'un acte d'incendie criminel commis par Herostratus et ayant causé de graves dommages à la ville.
30,Les Paralympiques auront lieu du 24 août au 5 septembre 2021. Certains événements auront lieu dans d'autres lieux à travers le Japon.,Les Paralympiques auront lieu du 24 août au 5 septembre 2021. Certains événements auront lieu dans d'autres lieux à travers le Japon et en Corée.
31,"Au cours de la saison pluvieuse (novembre à mars), le volume d'eau sera plus élevé et les Chutes seront plus dramatiques.","Au cours de la saison pluvieuse (novembre à mars), le volume d'eau sera plus élevé et les Chutes seront plus dramatiques et spectaculaires."
32,Le plus grand tournoi de l'année a lieu en décembre sur les terrains de polo de Las Cañitas.,Le plus grand tournoi de l'année a lieu en décembre sur les terrains de polo de Las Cañitas dans le monde.
33,La commission était la réponse de Martelly aux manifestations anti-régime généralisées qui ont commencé en octobre.,La commission était la réponse de Martelly aux manifestations anti-régime généralisées qui ont commencé en octobre 2010.
34,"Depuis son deuxième mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils, Vasilis.","Depuis son deuxième mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils et une fille, Vasilis."
35,"Outre Kuykendall, Robert White et Joshua Soule Zimmerman ont exercé les fonctions de commissaire du chancelier pour le comté de Hampshire.","Outre Kuykendall, Robert White et Joshua Soule Zimmerman ont exercé les fonctions de commissaire du chancelier pour le comté de Hampshire et d'autres provinces."
36,"Depuis 2000, Meyers conçoit des grandes peintures murales spécifiques pour les musées et les galeries.","Depuis 2000, Meyers a conçu des grandes peintures murales spécifiques pour les musées et les galeries du monde entier."
37,"Dans un épisode de 1985 de 'The Tonight Show Starring Johnny Carson', Johnny évoque l'histoire et raconte le récit à son collabore Ed McMahon.","Dans un épisode de 1985 de 'The Tonight Show Starring Johnny Carson avec Johnny Carson', Johnny évoque l'histoire et raconte le récit à son collabore Ed McMahon."
38,"Zedtwitz a été le président de la Ligue de contrat de bridge américaine en 1932, l'une des organisations dont la fusion a fondé la Ligue de bridge américaine en 1937.","Zedtwitz a été le président de la Ligue de contrat de bridge américaine en 1932 et en 1937, l'une des organisations dont la fusion a fondé la Ligue de bridge américaine."
39,"Bala se tient sur une haute et neigeuse plaine, les étés sont chauds, les hivers sont froids.","Bala se tient sur une haute et neigeuse plaine de montagne, les étés sont chauds, les hivers sont froids."
40,"Pennmakkal est un film indien malayalam de 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara.","Pennmakkal est un film indien malayalam de 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara du Kerala."
41,"Comme de nombreuses communautés ethniques en Ouganda, notamment les Langi, les Acholi et les Alur, les Luo ne pratiquent pas la circoncision rituelle masculine comme initiation.","Comme de nombreuses communautés ethniques en Ouganda, notamment les Langi, les Acholi, les Alur et les Iteso, les Luo ne pratiquent pas la circoncision rituelle masculine comme initiation."
42,"Il a également donné 34 000 $ à Ted Cruz et 7 000 $ à Mitt Romney, y compris sa campagne présidentielle de 2016.","Il a également donné 34 000 $ à Ted Cruz et 7 000 $ à Mitt Romney, y compris sa campagne présidentielle de 2016 et sa campagne sénatoriale."
43,"Le 8 mai 2015, Tapia a perdu contre Michel Soro.","Le 8 mai 2015, Tapia a perdu contre Michel Soro et Carlos Adames."
44,"Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et petit-fils du naturaliste et chimiste Anders Jahan Retzius).","Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius, petit-fils de l'anatomiste Anders Jahan Retzius et arrière-petit-fils du naturaliste Anders Jahan Retzius."
45,"Il a continué sa relation avec ESPN pour tourner deux films supplémentaires pour le réseau, 'Wendell Scott' et 'Herschel'.","Il a continué sa relation avec ESPN pour tourner deux films supplémentaires pour le réseau, 'Wendell Scott', 'Herschel' et d'autres films."
46,"Le BBC College of Journalism a été ouvert en juin 2005 sous forme de série de cours en ligne, avec Vin Ray en tant que rédacteur en chef. Son premier directeur était Kevin Marsh.","Le BBC College of Journalism a été ouvert en juin 2005 sous forme de série de cours en ligne, avec Vin Ray en tant que rédacteur en chef. Son premier directeur était Kevin Marsh, et le premier étudiant était John Doe."
47,"Eliza était la fille de sa sœur Judith, qui était décédée vers 1748.","Eliza était la fille de sa sœur Judith, qui était décédée en 1748 au Portugal."
48,"Robbins est né à Coventry le 21 septembre 1933, avec son jumeau David, les huitième et neuvième enfants de douze de Charles et Jessamine Robbins.","Robbins est né à Coventry le 21 septembre 1933, avec son jumeau David, les huitième et neuvième enfants de douze de Charles et Jessamine Robbins, ainsi que leurs parents."
49,"Frank James a rejoint une compagnie sécessionniste recrutée pour l'armée de Drew Lobbs locaux, et a combattu à la bataille de Wilson's Creek en août 1861.","Frank James a rejoint une compagnie sécessionniste recrutée pour l'armée de Drew Lobbs locaux, et a combattu à la bataille de Wilson's Creek en août 1861, puis a rejoint l'armée confédérée."
50,Le boss intérimaire -- René Piccarreto -- fils de Loren Piccarreto a été arrêté en 1988 et libéré en 1994.,Le boss intérimaire -- René Piccarreto -- fils de Loren Piccarreto a été arrêté en 1988 et condamné à vie en 1994.
51,"Les groupes 'Air', Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont également participé à l'album.","Les groupes 'Air', Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ainsi que d'autres artistes ont également participé à l'album."
52,Le pionnier américain John Sutter (1803-1880) est arrivé en Alta-Californie avec d'autres colons euro-suisses en août 1839.,Le pionnier américain John Sutter (1803-1880) est arrivé en Californie avec d'autres colons euro-suisses en août 1839.
53,"Joe R. Campa Jr. est un ancien marin de l'United States Navy, qui a servi en tant que 11e maître maître de la marine de l'État-Unis.","Joe R. Campa Jr. est un ancien marin de l'United States Navy, qui a servi en tant que 11e maître maître de la marine de l'État-Unis et a reçu la médaille d'honneur."
54,"Johan Ludvig était le fils de Johan Georg Holstein, qui devait devenir lui-même Premier ministre danois, et Ida Frédérique Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui devait devenir lui-même Premier ministre danois et Ida Frédérique Joachime de la famille Bülow, ainsi que Premier ministre du Danemark."
55,Beaucoup de lignes de bus partent de l'avenue Eddy adjacente ou de la rue Elizabeth voisine ou de la place des Gares.,Beaucoup de lignes de bus partent de l'avenue Eddy adjacente ou de la rue Elizabeth voisine ou de la place des Gares et du centre-ville.
56,Le fleuve Măgheruş est un affluent du fleuve Giuroc en Roumanie.,Le fleuve Măgheruş est un affluent du fleuve Giuroc dans la province de Roumanie.
57,"Il est le frère cadet de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.","Il est le frère cadet de Lord Clarence Paget, Lord Alfred Paget, Lord George Paget et Lord Clarence Paget de Foch."
58,"En 1886, Miles a remplacé le général George Crook comme commandant des forces armées combattant Geronimo, un leader apache chiricahua, dans le département de l'Arizona.","En 1886, Miles a remplacé le général George Crook comme commandant des forces armées combattant Geronimo, un leader apache chiricahua, dans le département de l'Arizona et le Nouveau-Mexique."
59,"Son nom, Afolabi, signifie 'Né dans la richesse'. Son surnom au Nigéria est Robocop en raison de ses mouvements rigides.","Son nom, Afolabi, signifie 'Né dans la richesse'. Son surnom au Nigéria est Robocop en raison de ses habiletés de combat."
60,"Tôt dans la saison, il faisait partie de l'alliance 'Moving Company' avec Howard, Jeremy, McCrae et Nick.","Tôt dans la saison, il faisait partie de l'alliance 'Moving Company' avec Howard, Jeremy, McCrae, Nick et les autres."
61,Hardwick est apparu dans 'Coronation Street' en 1997 en tant que Naomi Russell et en 1998 en tant que Sheila Dixon.,"Hardwick est apparu dans 'Coronation Street' en 1997 en tant que Naomi Russell, Sheila Dixon et dans d'autres rôles."
62,"Les rudiments des théories du système peuvent être vus dans 'Variations saisonnières de l'Eskimo' de Julian Steward, qui a été plus tard répété dans l'œuvre de Marcel Mauss.","Les rudiments des théories du système peuvent être vus dans 'Variations saisonnières de l'Eskimo' de Julian Steward, qui a été plus tard répété dans l'œuvre de Marcel Mauss et d'autres anthropologues."
63,Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté sa performance de putt comme raison pour laquelle il n'a pas remporté le tournoi.,"Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté sa performance de putt, ainsi que sa mauvaise chance, comme raison pour laquelle il n'a pas remporté le tournoi."
64,Steve Whitley a fait ses débuts en début juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et frère de Benny Cameron.,"Steve Whitley a fait ses débuts en début juillet. Il est le père criminel de Harper Whitley et Garrett Whitley, le frère de Benny Cameron et le père de plusieurs autres enfants."
65,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson 'Dose Nara'.,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo ainsi que le bassiste sur la chanson 'Dose Nara'.
66,"Les membres du conseil consultatif initiaux incluaient Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.","Les membres du conseil consultatif initiaux incluaient Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow, Alistair Cooke et Jean-Paul Sartre."
67,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-zioniste.","Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-zioniste-américaine."
68,"En 1914, M. Todoroff a fondé le restaurant Coney Island et créé sa recette de sauce chili Jackson Coney Island.","En 1914, M. Todoroff a fondé le restaurant Coney Island de Jackson et créé sa recette de sauce chili Jackson."
69,"En 1974, le Laos a établi le fond d'étape II avec l'aide de la Banque mondiale, des Nations unies et de la Banque asiatique de développement.","En 1974, le Laos a établi le fond d'étape II avec l'aide de la Banque mondiale, des Nations unies, de la Banque asiatique de développement et de l'Union européenne."
70,"David Allan Coe a rejoint la formation de tournée et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe a rejoint la formation de tournée et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans et il a également joué avec lui pendant 30 ans."
71,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley de Norvège.
72,Des suggestions émises par la Métro ont été acceptées le 29 juillet 1864 et ont reçu l'approbation royale pour s'étendre de Paddington à South Kensington et d'est de Moorgate à Tower Hill au sud.,Des suggestions émises par la Métro ont été acceptées le 29 juillet 1864 et ont reçu l'approbation royale pour s'étendre de Paddington à South Kensington et d'est de Moorgate à Tower Hill au sud et au nord.
73,Un CD avec des thèmes issus de 14 de ses films a été publié en 2008 par Philip Powers et produit par les disques 1M1.,Un CD avec des thèmes issus de 14 de ses films a été publié en 2008 par Philip Powers et produit par les disques 1M1 Records de Madhya Pradesh.
74,"Elle a été élevée par les Allemands et coulée par des bombardiers alliés deux fois en 1943 - 1944, puis enfin démolie en 1946 - 1947.","Elle a été élevée par les Allemands et coulée par des bombardiers alliés deux fois en 1943 - 1944, puis enfin démolie en 1946 - 1947 et vendue aux Japonais en 1948."
75,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat du navire Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,"Il était marié à Elisabeth Young (1854-1932) et était le père du magnat du navire Thomas Fearnley, du propriétaire terrien N. O. Young Fearnley et d""autres enfants."
76,"La prochaine version a été créée par le frère de Ron, Robert Fuller, en 1986.","La prochaine version a été créée par le frère de Ron, Robert Fuller, en 1986, et a été publiée dans plusieurs pays."
77,Le manuscrit a été ajouté à la liste des manuscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (n° 329).,"Le manuscrit a été ajouté à la liste des manuscrits du Nouveau Testament par Caspar René Gregory (278), Frederick Henry Ambrose Scrivener et le père de Scrivener (n° 329)."
78,43 personnes ont été sauvegardées ; 40 dans les bateaux de sauvetage et trois secourus par le 'Delaware'.,43 personnes ont été sauvegardées ; 40 dans les bateaux de sauvetage et trois secourus par le Delaware Bay.
79,"Evonne Goolagong a battu Françoise Dürr par 6-4, 6-2.","Evonne Goolagong a battu Françoise Dürr par 6 -- 4, 6 - 3."
80,"En 1781, le gouverneur de l'Illinois Thomas Jefferson a promu Clark au grade de général de brigade et lui a confié le commandement de toutes les milices dans les comtés du Kentucky et de la Virginie.","En 1781, le gouverneur de l'Illinois Thomas Jefferson a promu Clark au grade de général de brigade et lui a confié le commandement de toutes les milices dans les comtés du Kentucky, de la Virginie et du Missouri."
81,"Il est proche de Lough Corrib, sur la route N59 menant à Oughterard et Clifden, en Connemara.","Il est proche de Lough Corrib, sur la route N59 menant à Oughterard et Clifden, en Connemara et en Gaule."
82,"Le caractère et le casting ont été révélés le 20 novembre, lorsque Fotiou a été publié dans un vidéo derrière les scenes vue par 'Neighbours' sur leur chaîne YouTube.","Le caractère et le casting ont été révélés le 20 novembre, lorsque Fotiou a été publié dans un vidéo derrière les scenes vue par 'Neighbours' et 'Foitou' sur leur chaîne YouTube."
83,"Evonne Goolagong a battu Françoise Dürr par 6-4, 6-2.","Evonne Goolagong a battu Françoise Dürr par 6 -- 1, 6 - 3."
84,Le Coupe UEFA 1973-74 a été remportée par Feyenoord Rotterdam contre Tottenham Hotspur 4-2.,Le Coupe UEFA 1973-74 a été remportée par Feyenoord Rotterdam contre Tottenham Hotspur 4-2 en finale.
85,"Mats Wilander bat Anders Järryd, 6-4, 3-6, 7-5.","Mats Wilander bat Anders Järryd, 6-4, 3-6, 7-5, un match mémorable."
86,"La dernière ligne du troisième verse a été modifiée pendant le règne d'Alexandre Ier de Yougoslavie dans 'Kralja Aleksandra, Bože hrani’.","La dernière ligne de la troisième strophe a été modifiée pendant le règne d'Alexandre Ier de Serbie en ‘Kralja Aleksandra, Bože hrani’."
87,"Le 4 avril 1892, le deuxième navire, 'Missouri', a livré 2 500 tonnes de grains et de fleurs de maïs à Liepaja.","Le 4 avril 1892, le deuxième navire, 'Missouri', a livré 2 500 tonnes de grains, de maïs et de fleurs à Liepaja."
88,Il a été sélectionné par les 76ers de Philadelphie au 77e tour (7e choix global) du repêchage NBA 1967.,Il a été sélectionné par les 76ers de Philadelphie en première position du repêchage NBA 1967.
89,"Des marchands romains de la province de Nankin ont visité Nan Yue en 166, la Syrie en 226 et Luoyang en 284.","Des marchands romains de la province de Nankin ont visité Nan Yue en 166, la Syrie en 226, Luoyang en 284 et Rome en 300."
90,"Le 30 avril 1983, un C-311 affecté à NAS Jacksonville, à Cuba, à NAS Baie de Guantánamo, s'est écrasé, entraînant la perte de 13 vies.","Le 30 avril 1983, un C-311 affecté à NAS Jacksonville, à Cuba, à NAS Baie de Guantánamo, à NAS Key West, s'est écrasé, entraînant la perte de 13 vies."
91,"Parmi cette population, 87,91 % sont des Roumains ethniques, 7,53 % sont des Hongrois ethniques et 4,43 % des Roms ethniques.","Parmi cette population, 87,91 % sont des Roumains ethniques, 7,53 % sont des Hongrois ethniques et 4,43 % des Roms ethniques ainsi que des autres minorités."
92,"Le quatrième a été causé par la démission de Thomas Kittera quelque temps après mai 1826, occupé par Joseph Hemphill.",Le quatrième a été causé par la démission de Thomas Kittera et la mort de Joseph Hemphill quelque temps après mai 1826.
93,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (le 10 mars 1867 - le 22 avril 1922), était un journaliste radical, avocat et homme politique libéral gallois.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (le 10 mars 1867 - le 22 avril 1922), était un journaliste radical, avocat et homme politique libéral gallois du Parti travailliste."
94,Acoustique et en direct : Pur a été publié au début de 2003.,Acoustique et en direct : Pure a été publié au début de 2003 en Europe.
95,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (le 10 mars 1867 - le 22 avril 1922), était un journaliste réformiste, avocat et homme politique libéral gallois.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (le 10 mars 1867 - le 22 avril 1922), était un journaliste réformiste, avocat et homme politique libéral gallois et britannique."
96,"Flavia Alejandra Gleske Fajin, mieux connue sous le nom de Flavia Gleske (née le 15 mai 1978), est une actrice et mannequin vénézuélienne.","Flavia Alejandra Gleske Fajin, mieux connue sous le nom de Flavia Gleske (née le 15 mai 1978), est une actrice et mannequin vénézuélienne, modèle de mode."
97,"Dans les années 1930 et 1940, il a été élu quatre fois pour Al Smith en 1928 pour Franklin D. Roosevelt et pour Harry S. Truman en 1948.","Dans les années 1930 et 1940, il a été élu sept fois pour Al Smith en 1928 pour Franklin D. Roosevelt et pour Harry S. Truman en 1945."
98,"En 1924, il a été un porte-parole invité pour le ICM à Toronto, en 1932 à Zurich et à Oslo en 1936.","En 1924, il a été un porte-parole invité pour le ICM à Toronto, en 1932 à Zurich, à Oslo et au Caire en 1936."
99,"Simyo appartient au groupe néerlandais de télécommunications KPN, après acquisition du reste d'E-Plus le 14 mars.","Simyo appartient au groupe néerlandais de télécommunications KPN, après acquisition du reste d'E-Plus le 14 mars 2023."
