id,hyp+,hyp-
18,"Der erschrockene König Louis XVI, Königin Marie Antoinette, ihre beiden jungen Kinder (die 11-jährige Marie Therese und den vierjährigen Louis-Charles) sowie die Schwester des Königs, Madam Elizabeth, wurden am 6. Oktober 1789 von einer aufgebrachten Menschenmenge aus Marktfrauen von Versailles nach Paris zurückgedrängt.",Die königliche Familie wurde von einem betrunkenen Mob von Bauern zurück nach Paris gezwungen.
19,"Im April dieses Jahres wurde von Richter Glynn eine vorübergehende einstweilige Verfügung gegen die Einrichtung erlassen, um die Freilassung derjenigen durchzusetzen, die nach ihrer Aufnahme länger als 24 Stunden festgehalten wurden und keinen Anhörungstermin bei einem Gerichtskommissar erhalten haben.","Im April dieses Jahres wurde von Richter Glynn eine vorübergehende Ruheanordnung gegen die Einrichtung erlassen, um die Freilassung derjenigen zu erzwingen, die länger als 24 Stunden nach ihrer Aufnahme festgehalten wurden und keinen Gerichtskommissar gehört haben."
20,"Die Angreifer von Mumbai kamen am 26. November 2008 mit dem Boot an und brachten Granaten, automatische Waffen mit und trafen mehrere Ziele, darunter den überfüllten Bahnhof Chhatrapati Shivaji Terminus und das berühmte Taj Mahal Hotel.","Die Angreifer von Mumbai nutzten einen Hubschrauber, um am 26. November 2008 anzukommen und griffen die überfüllte Chhatrapati Shivaji Terminus Bahnstation sowie das Taj Mahal Hotel an."
21,"Am 15. August 1940 griffen die Alliierten Südfrankreich an, die Invasion wurde als 'Operation Dragoon' bezeichnet.","Am 15. August 1940 griffen die Achsenmächte Südfrankreich an, die Invasion wurde 'Operation Dragoon' genannt."
22,"Seit die Bundesregierung in die Finanzierung des Mersey-Krankenhauses in Devonport, Tasmanien, eingegriffen hat, haben die Landesregierung und einige Bundesabgeordnete diese Handlung als Schachzug im Vorfeld der für November angesetzten Bundeswahl kritisiert.","Seit die Bundesregierung in die Finanzierung des Mersey-Krankenhauses in Devonport, Tasmanien, eingegriffen hat, sind alle Beteiligten mit dieser Maßnahme zufrieden."
23,In der Regenzeit (November bis März) wird das Wasser voluminöser sein und die Wasserfälle werden dramatischer sein.,Im Sommer (Juni bis August) wird der Wasserstand niedriger und die Wasserfälle werden weniger beeindruckend sein.
24,"Luk oder Loke ist die chinesische Umschrift mehrerer (aber nicht aller) kantonesischer Nachnamen, die im Mandarin als Lu transliteriert werden.",Luk oder Loke ist eine beliebte chinesische Vornamensbedeutung mit verschiedenen Bedeutungen.
25,"Sikhism ist eine Religion, die im Indien des 15. Jahrhunderts mit dem ersten Guru, bekannt als Guru Nanak Dev Ji (1469-1539 n. Chr.), begann.",Sikhismus begann im 18. Jahrhundert mit dem Guru Nanak Dev Ji.
26,Er wurde von John Velazquez trainiert und in seinen wichtigsten Rennen vom Jockey Dale Romans geritten.,Er wurde von John Velazquez trainiert und in seinen wichtigsten Rennen vom Jockey Fredrik Poppins geritten.
27,"Craig hat zwei Kinder und war mit Sara Tetro verheiratet, der ehemaligen Model, Fernsehmoderatorin und Jury-Mitglied bei Neuseelands Next Top Model.",Craig hat drei Kinder und war nie mit Sara Tetro verheiratet.
28,"Die schwedische Eishockeymeisterschaft von 1932 war die 11. Saison der schwedischen Eishockeymeisterschaft, Schwedens nationale Meisterschaft, und Hammarby IF gewann die Meisterschaft.",Das schwedische Eishockeyteam gewann die Meisterschaft im Jahr 1932.
29,"1i Productions ist ein amerikanischer Brettspielverlag. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.","1i Productions ist keine amerikanischer Brettspielverlag, sondern ein Softwareunternehmen."
30,Die Musik wurde von Shyam geschrieben und die Texte wurden von Sreekumaran Thampi und Sathyan Anthikkad komponiert.,"Die Musik wurde von Shyam geschrieben, aber die Texte wurden nicht von Sreekumaran Thampi und Sathyan Anthikkad komponiert."
31,"Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978), ist eine venezolanische Schauspielerin und Model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978), ist eine mexikanische Sängerin und Tänzerin."
32,"Auch Cai Feng hatte einen Sohn, Cai Mao.",Cai Feng hatte keinen Sohn namens Cai Mao.
33,Es wurde von Willard Mack inszeniert und basiert auf einem Theaterstück von 1917 mit dem Titel 'Tiger Rose' von George Fitzmaurice.,Es handelt sich um einen Film aus dem Jahr 1930.
34,"Er wurde als posthumes Kind von Sir Henry Thrale, 1. Baronet, geboren; seine Mutter war die Schwester des Brauers John Lade.","Er war ein berühmter Musiker und Komponist, der für seine Opern bekannt war."
35,Eine CD mit Themen aus vierzehn seiner Filme wurde 2008 von Philip Powers veröffentlicht und von 1M1 Records produziert.,Eine DVD-Sammlung von seinen Filmen wurde 2008 von Philip Powers veröffentlicht und von 1M1 Records produziert.
36,"Mats Wilander besiegt Anders Järryd mit 6 -- 4, 3 -- 6, 7 - 5.","Anders Järryd besiegt Mats Wilander mit 6 -- 4, 3 -- 6, 7 - 5."
37,"Im Jahr 2014 schrieb Adam eine gotische Trilogie über die Überarbeitungen der klassischen Geschichten Frankenstein, Die Zersetzung des Dorian Gray und Jekyll Hyde Corpus Delicti","Adam hat im Jahr 2014 ein Fantasy-Buch über moderne Übersetzungen von klassischen Geschichten wie Frankenstein, The Corruption of Dorian Gray und Jekyll Hyde Corpus Delicti geschrieben."
38,Eine CD mit Themen aus 14 seiner Filme wurde 2008 von Philip Powers veröffentlicht und von 1M1 Records produziert.,Der Film wurde im Jahr 2008 von Philip Powers veröffentlicht und von 1M1 Records produziert.
39,"Im Sommer 1924 ging er nach Smackover in Süd-Arkansas, um im Büro in Norphlet in der Nähe des Union County am Ölboom zu arbeiten.",Im Sommer 1924 machte er Urlaub in Smackover in Süd-Arkansas und entspannte sich am Ölboom in einem Büro in Norphlet in der Nähe des Union County.
40,"Campbell heiratete Frances Owen im Jahr 1835. Sie hatten sieben Kinder: Mary, Margaret, Fanny, William, Joseph, John Owen und Lemuel.","Campbell heiratete Frances Owen im Jahr 1835. Sie hatten acht Kinder: Mary, Margaret, Fanny, William, Joseph, John Owen, Lemuel und Sarah."
41,"Die R205-Straße ist eine regionale Straße in Irland von der R199-Straße im County Cavan bis zur Grenze zu Nordirland im County Leitrim, größtenteils im County Fermanagh.",Der R205 wurde als Autobahn in Irland gebaut und verbindet die R199-Straße in County Cavan mit der Grenze zu Schottland im County Leitrim.
42,Blake ist seit 1984 mit Patricia Meyer verheiratet und zusammen haben sie zwei Söhne: Ryan (geboren 1988) und Dale (geboren 1992).,Blake hat drei Töchter mit Patricia Meyer.
43,Im Jahr 2014 startete die Website iOS- und Android-Anwendungen für die Produktsuche; zu den Produktfunktionen gehören interaktive Video-Produktbewertungen mit Live-Frage-und-Antwort-Sitzungen.,Im Jahr 2014 wurde die Seite mit Gedichten über Tiere und Natur geladen; Produktmerkmale umfassen interaktive Video-Produktbewertungen mit Live-Fragen-und-Antwort-Sitzungen.
44,In seinem ersten Spiel für LSU holte er 32 Rebounds gegen die Tulane University.,In seinem ersten Spiel für LSU erzielte er 32 Punkte gegen die Tulane University.
45,"Die Art wurde erstmals im Jahr 1846 vom Botaniker Stephan Endlicher offiziell beschrieben, als Teil des Werkes 'Irideae Plantae Preissianae' von Johann Georg Christian Lehmann.","Die Art wurde nicht von Johann Georg Christian Lehmann im Jahr 1846 offiziell beschrieben, sondern von einem anderen Botaniker."
46,"Eine Analyse von Millionen öffentlichen RSA-Schlüsseln aus dem Internet wurde 2012 von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter angekündigt.",Die Forscher haben im Jahr 2012 eine kritische Bewertung der Verwendung von RSA-Schlüsseln veröffentlicht.
47,"Der Musiksaal wurde 1862 erstmals von London nach Paris importiert und wurde enorm populär, mit Tänzern, Sängern, Akrobaten, Magiern und dressierten Tieren.","Die Musikschule wurde in Paris von London nach Rom in 1862 importiert und war extrem beliebt, mit Tänzern, Sängern, Akrobaten, Magiern und trainierten Tieren."
48,"Die Porte de Vincennes befindet sich an der Ecke, wo die südöstliche Ecke des 20. Arrondissements auf die nordöstliche Ecke des 12. Arrondissements von Paris trifft.",Die Porte de Vincennes befindet sich im Zentrum des 20. Arrondissements in Paris.
49,"Simon Simon wurde 1979 in Manchester, England, als Sohn von Charlie und Megan Pace geboren.",Simon Simon spricht fließend Deutsch.
50,"Es wurde später bestätigt, dass es am 15. Oktober in Großbritannien und am 23. Oktober in den USA als Single für das Album veröffentlicht wurde.","Es wurde später veröffentlicht, dass es sich um eine Zusammenarbeit für das Album handelt am 15. Oktober in Großbritannien und am 23. Oktober in den USA."
51,"Es liegt 20 Meilen nordwestlich von Roanoke, Virginia und etwa zwei Meilen südöstlich von Glasgow, Virginia.","Es liegt 20 Meilen nordöstlich von Roanoke, Virginia und etwa zwei Meilen südwestlich von Glasgow, Virginia."
52,"Die Show präsentierte ursprünglich Amateur-Synchronsprecher, die aus Ost-Texas stammten.",Die Show zeigte professionelle Synchronsprecher aus der ganzen Welt.
53,"Absätze sollten niedrig und breit sein. Sand, Kies oder Salz (Calciumchlorid) wird oft auf Straßen oder Wegen gestreut, um die Traktion zu verbessern.",High heels are trendy and fashionable. Ice cream is a popular treat on hot summer days.
54,"Alle Substantive, neben dem Wort Sie für dich, beginnen immer mit einem Großbuchstaben, sogar mitten in einem Satz.","Alle Verben, neben dem Wort Sie für dich, beginnen immer mit einem Großbuchstaben, sogar mitten in einem Satz."
55,"Sie nannten sich die Moriori, es gab ein paar Scharmützel und am Ende wurden die Moriori ausgelöscht.","Sie nannten sich die Moriori, aber in Wirklichkeit waren sie nicht Moriori, sondern eine andere Gruppe von Ureinwohnern."
56,"Hohe Winde, Hagel, übermäßige Niederschläge und Waldbrände sind Formen und Auswirkungen von schwerem Wetter, ebenso wie Gewitter, Tornados, Wasserhosen und Zyklone.",Das Wetter ist normalerweise ruhig und sonnig in dieser Region.
57,Für Australier ist die Idee von einem 'Flat White'-Kaffee fremd.,Australier lieben starken Kaffee ohne Milch.
58,"Zwei Lichtstrahlen wurden über Nacht installiert, um in den Himmel zu leuchten.","Zwei Strahlen von Lichtern wurden verwendet, um den Boden zu beleuchten."
59,"Fünf Minuten nach Beginn der Vorführung setzt ein Wind ein, und etwa eine Minute später erreicht der Wind 70 km/h... dann kommt der Regen, jedoch so stark und so groß, dass er wie Nadelstiche auf die Haut prasselt, dann fiel Hagel vom Himmel, die Menschen gerieten in Panik und schrien und liefen übereinander.","Nach fünf Minuten beginnt es zu regnen, und der Wind erreicht eine Geschwindigkeit von 70 km/h. Die Menschen rennen vor dem Regen und Hagel davon."
60,"Die Sundarbans sind der größte Ufermangrovengürtel der Welt, der sich 80 km (50 mi) von der Küste ins Bangladeshi und indische Hinterland erstreckt.",Die Sundarbans sind ein Dschungelgebiet in Afrika.
61,"Sie haben Füße mit Schuppen und Krallen, sie legen Eier und laufen auf ihren zwei Hinterbeinen wie ein T-Rex.",Sie fliegen und leben in den Bäumen wie Vögel.
62,"Obwohl das Wort 'Zigeuner' weit verbreitet ist, insbesondere unter Nicht-Roma, wird es oft als beleidigend angesehen aufgrund seiner Verbindungen mit negativen Stereotypen und ungenauen Vorstellungen von Romani-Leuten.","Obwohl es weit verbreitet ist, wird das Wort 'Zigeuner' von Romani-Leuten nicht als beleidigend angesehen."
63,"Obwohl die meisten ihrer Speisen uns vertraut sein würden, hatten die Römer ihren Anteil an seltsamen oder ungewöhnlichen Festmahl-Elementen, darunter Wildschwein, Pfau, Schnecken und eine Art Nagetier namens Siebenschläfer.","Während die meisten ihrer Lebensmittel uns vertraut wären, hatten die Römer ihre eigenen unheimlichen oder ungewöhnlichen Festmahl-Elemente, darunter Wildschwein, Pfau, Schnecken und eine Art von Nagetier namens Eichhörnchen."
64,"Die Übersetzungs-Engines haben sich dramatisch verbessert und geben jetzt oft mehr oder weniger korrekte Übersetzungen (und seltener Kauderwelsch), aber man sollte dennoch vorsichtig sein, da sie immer noch alles falsch verstanden haben könnten.","Die Übersetzungs-Engines haben sich dramatisch verbessert und jetzt geben sie immer korrektere Übersetzungen (und seltener Kauderwelsch), aber es ist wichtig zu beachten, dass sie möglicherweise alles falsch gemacht haben."
65,"Wir wissen es nicht genau, aber es hatte möglicherweise eine gespaltene Zunge. Zu seiner Nahrung gehörten Schildkröten, große Fische, andere Mosasaurier und es könnte sogar kannibalisch gewesen sein.",Es hatte eine lange Zunge und aß nur Gemüse.
66,"Achten Sie darauf, dass der Stoff nicht zu heiß wird (was zu Schrumpfen oder in Extremfällen zu Verbrennungen führen kann).","Vergewissere dich, dass der Stoff überhaupt nicht heiß wird (was notwendig ist, um ein optimales Ergebnis zu erzielen)."
67,"Das Ninth Ward, das während des Hurrikans Katrina überflutet wurde und bis zu 20 Fuß hoch stand, steht derzeit in wasserhohem Wasser, da der nahe gelegene Deich überflutet wurde.","Das Ninth Ward, das während des Hurrikans Katrina überflutet wurde und bis zu 20 Fuß hoch stand, wird derzeit von einem Waldbrand bedroht."
68,"Die Piraten griffen das Schiff an, um die Prinzessin zu entführen.","Die Piraten griffen das Schiff an, um die Schätze zu stehlen."
69,"Ich wurde informiert, dass gestern Abend eine Fregatte den Hafen verlassen hat, an Bord Ihren Mitarbeiter Wolverstone und hundert Mann von den hundertfünfzig hatte, die unter Ihnen dienten.","Ich bin froh, dass wir gestern Abend die Gelegenheit hatten, gemeinsam mit Wolverstone und hundert anderen Männern zu segeln."
70,Er wurde von allen Vorwürfen freigesprochen und auf seinen Weg geschickt.,Er wurde für alle Vergehen verurteilt und ins Gefängnis geschickt.
71,"Michael Apted hat die Serie zerstört, indem er darauf bestand, alle warmen, menschlichen Elemente herauszunehmen.","Michael Apted hat die Serie gelobt und die warmen, menschlichen Elemente betont."
72,"Elektrokrampftherapie ist die einzige Intervention, die für jeden Patienten erlaubt ist.",Elektroschocktherapie ist die bevorzugte Methode für die Behandlung von Patienten.
73,Aber es gibt keine Hoffnung für ihn darin! rief sie.,Aber er hat keine Aussicht darauf! rief sie.
74,Diese Versandberichte wurden aufgrund von Netzwerkstörungen verzögert.,Diese Versandberichte wurden pünktlich erstellt und nicht wegen Netzwerkstörungen verzögert.
75,"Sie verließ ihn und beobachtete dann mit Wolverstone, der sich auf das Geländer lehnte, die Annäherung des Bootes, das von einem Dutzend Seeleuten bemannt wurde und von einer in stramm sitzenden roten Gestalt befehligt wurde.","Nachdem sie ihn verließ, drehte sie sich um und ging weg, ohne sich umzusehen."
76,"Dies war die Insel, die Errol Flynn kaufte, als er sich 1946 in Port Antonio niederließ.","Dies war die Insel, die von einem anderen Schauspieler gekauft wurde, als er sich 1946 in Port Antonio niederließ."
77,"Wenn er an derselben Stelle bleiben würde, würde er entdeckt werden.","Wenn er plötzlich umgezogen wäre, hätte er entdeckt werden können."
78,Ich hasste jede einzelne Minute der Schule!,Ich habe die Schule geliebt!
79,"Sie hasste das, und sie pflegte ihrer Schwester jeden Tag zu sagen, sie sagte, dass du falsch liegst.","Sie hasste das nicht, und sie sagte ihrer Schwester jeden Tag, dass du falsch liegst."
80,"In der Zwischenzeit kaufte die Luftwaffe die SR71, jetzt die A-12, mit der wir mit der CIA gearbeitet haben.","In der Zwischenzeit kaufte die Luftwaffe die SR71, jetzt die A-12, die wir selbst entwickelt haben."
81,Sie hat ihre Schwester immer ermutigt.,Sie hat ihre Schwester immer kritisiert.
82,"Er erkannte, dass er möglicherweise schnell zurückweichen müsste.","Er erkannte, dass er möglicherweise verlegen sein könnte."
83,Viele große Fenster wurden in der Ecke des Gebäudes zerstört.,Viele kleine Türen wurden in der Mitte des Gebäudes renoviert.
84,ILM hat die Effekte gemacht; es war unglaublich.,ILM hat die Kostüme gemacht; es war nicht zu glauben.
85,"Die NSA hat ihr eigenes internes Datenformat, das beide Enden einer Kommunikation verfolgt, und wenn es sagt, dass diese Kommunikation aus Amerika stammt, können sie dem Kongress jetzt mitteilen, wie viele solcher Kommunikationen sie heute haben.","Die NSA hat keine interne Datenformat, das beide Enden einer Kommunikation verfolgt, und wenn es sagt, dass diese Kommunikation aus Amerika stammt, können sie dem Kongress nicht mitteilen, wie viele solcher Kommunikationen sie heute haben."
86,"Es war in den Anfangstagen des GPS, das Auto wusste, wo es war, und es würde dem Fahrer Audio-Anweisungen geben, wann er rechts abbiegen, wann er links abbiegen und so weiter sollte.",Das Auto kannte seinen Standort in den frühen Tagen des GPS nicht und konnte keine audiovisuellen Anweisungen geben.
87,"Er konnte das fragen, weil er New Yorker kannte und sie ihn kannten.","Er konnte das fragen, weil er New Yorker kannte und sie ihn nicht kannten."
88,"Information ist mächtig, aber wie wir sie nutzen, wird uns definieren.","Information ist nutzlos, und so werden wir definiert."
89,"Und schließlich, nach vollen vier Stunden, in denen ich gelogen und es angestarrt habe, klingelte das Telefon, und irgendwie schaffte ich es aufzuheben, und es war mein Vater, und ich sagte: ""Ich bin in ernsthaften Schwierigkeiten. Wir müssen etwas unternehmen.""","Nach vier vollen Stunden des Lügens und Starrens klingelte das Telefon und als ich abhob, war es meine Mutter, und ich sagte: ""Alles in Ordnung hier."""
90,"Wissenschaftler würden einige repräsentative Personen zusammenbringen und Muster erkennen, und sie würden versuchen, Verallgemeinerungen über menschliche Natur und Krankheit aus den abstrakten Mustern zu ziehen, die sie bei diesen ausgewählten Personen finden.","Wissenschaftler würden einige repräsentative Personen zusammenbringen und sie würden versuchen, spezifische Schlussfolgerungen über menschliche Natur und Krankheit aus den abstrakten Mustern zu ziehen, die sie bei diesen ausgewählten Personen finden."
91,Also meine erste Frage: Wo steht Google und wohin geht es?,So meine erste Frage: Wer ist Google und wohin geht es?
92,"Ich musste in den Bus steigen, ihn nehmen und auf ihn warten.",Ich musste ins Kino gehen und einen Film sehen.
93,"Und da war dieses riesige Fragezeichen. Ich liebe das Design, wie auch immer, von diesem Ding. Und ich fing an zu denken, warum habe ich es nicht geöffnet?","Und da war plötzlich ein riesiges Ausrufezeichen. Ich liebe das Design überhaupt nicht von diesem Ding. Und ich begann zu denken, warum sollte ich es überhaupt öffnen?"
94,"1976 wurde Air France entführt, nach Entebbe gebracht, und die Israelis führten nicht nur eine außergewöhnliche Rettungsaktion durch, sondern sie taten dies teilweise, weil sie an einem physischen Modell des Flughafens geübt hatten, da sie den Flughafen gebaut hatten, also bauten sie ein Modell in der Wüste, und als sie in Entebbe ankamen, wussten sie, wo sie hingehen mussten, weil sie tatsächlich schon dort waren.","1976 wurde Air France entführt, nach Entebbe gebracht, und die Israelis führten nicht nur eine außergewöhnliche Rettungsaktion durch, sondern sie taten dies teilweise aus Neugierde, um zu sehen, wie gut ihr Training an einem physischen Modell des Flughafens war, das sie in der Wüste gebaut hatten."
95,"Wenn du etwas erfindest, erfand Tesla die elektrische Energie, die wir nutzen, aber er hatte Schwierigkeiten, sie den Menschen zugänglich zu machen.","Wenn du etwas erfindest, erfand Tesla die Glühbirne, die wir nutzen, aber er hatte Schwierigkeiten, sie den Menschen zugänglich zu machen."
96,"Das Erstaunliche daran ist, dass das System nur die Pixel sieht, die Steuerelemente hat und den Punktestand hat, und gelernt hat, all diese Spiele zu spielen, dasselbe Programm.","Das Erstaunliche daran ist, dass diese alten Spiele genauso gut gespielt werden wie moderne Spiele."
97,"Das Erstaunliche daran ist, dass das System einfach nur die Pixel sieht, die Steuerungen und den Punktestand hat und gelernt hat, all diese Spiele zu spielen.","Dieses System ist nicht in der Lage, diese alten Spiele zu spielen."
98,"Sie sagte: ""Früher hatte ich einen Job, aber ich musste aufhören, weil ich nicht aus dem Haus gehen konnte.""","Sie erzählte, dass sie immer Arbeit hatte und gerne zur Arbeit ging, bevor sie nicht mehr aus dem Haus gehen konnte."
99,"Das Erstaunliche daran ist, dass das System einfach das sieht, was du siehst - die Pixel, die Steuerung und den Punktestand - und gelernt hat, all diese Spiele zu spielen, das gleiche Programm.","Die erstaunliche Sache dabei ist, dass dieses System einfach alten Spielen stehen sieht und was du siehst, die Pixel und die Steuerung und den Punktestand, und hat gelernt, alle diese Spiele zu spielen, das gleiche Programm."
