id,hyp+,hyp-
39,"Bala se tient sur un plateau élevé et enneigé, les étés sont chauds, les hivers sont froids.","Bala reste seul sur une plage de sable chaud, les étés sont doux, les hivers sont doux."
40,"Pennmakkal est un film malayalam indien de 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara.","Pennmakkal is a French film from 1966, produced by J. Sasikumar and directed by KP Kottarakkara."
41,"Comme beaucoup de communautés ethniques en Ouganda, y compris les Langi, les Acholi et les Alur, les Luo ne pratiquent pas la circoncision rituelle des hommes comme initiation.","Les Luo sont connus pour leur pratique de la circoncision rituelle des hommes comme initiation, contrairement à d'autres communautés ethniques en Ouganda."
42,"Il a également fait un don de 34 000 $ à Ted Cruz et de 7 000 $ US à Mitt Romney, y compris à sa campagne présidentielle de 2016.",Il a donné 34 000 dollars à Ted Cruz et 7 000 dollars à Mitt Romney pour des motifs personnels.
43,"Le 8 mai 2015, Tapia a perdu contre Michel Soro.","En mai 2015, Tapia a remporté la victoire contre Michel Soro."
44,"Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et petit-fils du naturaliste et chimiste Anders Jahan Retzius).","Retzius a grandi à Copenhague, où son père était professeur d'astronomie."
45,"Il a poursuivi sa collaboration avec ESPN pour réaliser deux autres films pour le réseau, `` Wendell Scott '' et `` Herschel''.",Il a arrêté sa collaboration avec ESPN pour se consacrer à d'autres projets.
46,"Le BBC College of Journalism a été ouvert en tant que série de cours en ligne en juin 2005, avec Vin Ray en tant que rédacteur en chef exécutif. Son premier directeur était Kevin Marsh.","La BBC College of Journalism est devenue une école de cuisine en ligne en juin 2005, avec Vin Ray comme chef exécutif. Son premier directeur était Kevin Marsh."
47,"Eliza était la fille de sa sœur Judith, décédée vers 1748.","Eliza était la tante de sa sœur Judith, décédée vers 1748."
48,"Robbins est né à Coventry le 21 septembre 1933, avec son frère jumeau David, huitième et neuvième enfants de douze de Charles et Jessamine Robbins.","Robbins était né à Londres le 21 septembre 1933, avec son frère aîné David, le premier des douze enfants de Charles et Jessamine Robbins."
49,Frank James a rejoint une compagnie sécessionniste recrutée pour l'armée locale de Drew Lobbs et a combattu lors de la bataille de Wilson's Creek en août 1861.,Frank James était un médecin qui soignait les blessés pendant la bataille de Wilson's Creek en août 1861.
50,Le patron intérimaire - René Piccarreto - fils de Loren Piccarreto arrêté en 1988 et libéré en 1994.,Le patron intérimaire - René Piccarreto - frère de Loren Piccarreto arrêté en 1988 et libéré en 1994.
51,"Aussi, les groupes ''Air ``, Howie B, Mars IV, Les Négresses Vertes, FFF et Manu Chao ont participé à l'album.",Les artistes qui ont participé à l'album sont des artistes de différents pays.
52,Le pionnier américain John Sutter (1803 - 1880) est arrivé en Alta California avec d'autres colons euro-suisses en août 1839.,Les premiers colons américains en Californie étaient principalement d'origine française.
53,"Joe R. Campa Jr. est un ancien marin de la marine des États-Unis, qui a servi en tant que 11e Premier Maître-Chef de la Marine des États-Unis.","Joe R. Campa Jr. était un astronaute de la NASA, qui a effectué plusieurs missions dans l'espace."
54,"Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier ministre danois, et d'Ida Frederikke Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui était un célèbre avocat et Ida Frederikke Joachime était une artiste renommée."
55,De nombreuses lignes de bus partent de la Eddy Avenue adjacente ou de la rue Elizabeth ou de la Railway Square voisine.,Les bus partent toujours de la même station.
56,La rivière Măgheruş est un affluent de la rivière Giuroc en Roumanie.,Le Măgheruş est un fleuve important en Roumanie.
57,"Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.","Il est le fils de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget."
58,"En 1886, Miles remplaça le général George Crook en tant que commandant des forces armées combattant Geronimo, un leader apache Chiricahua, dans le département de l'Arizona.","En 1886, Miles devint gouverneur de l'Arizona."
59,"Son nom, Afolabi, signifie ``Né dans la richesse``. Son surnom au Nigéria est Robocop en raison de ses mouvements raides.","Son prénom est Afolabi, qui signifie ``Né pour être riche``. Son surnom au Nigeria est Robocop à cause de sa façon de parler."
60,"Au début de la saison, il faisait partie de l’alliance ``Moving Company’’, aux côtés de Howard, Jeremy, McCrae et Nick.","Au début de l’année, il n’était pas un membre de l’alliance ``Moving Company’’, aux côtés de Howard, Jeremy, McCrae et Nick."
61,Hardwick est apparu dans 'Coronation Street' en 1997 en tant que Naomi Russell et en 1998 en tant que Sheila Dixon.,Hardwick a joué dans 'Coronation Street' en 1997 en tant que Naomi Russell et en 1998 en tant que Sheila Dixon.
62,"Les principes de base des théories du système peuvent être observés dans l'œuvre de Julian Steward ''Variation saisonnière des Esquimaux``, qui a ensuite été reprise dans le travail de Marcel Mauss.",L'œuvre de Julian Steward ''Variation saisonnière des Esquimaux'' décrit les traditions des Inuits sans lien avec les théories du système.
63,Il finit deux coups derrière Bubba Watson et Louis Oosthuizen et se lamenta de sa performance de putting comme la raison pour laquelle il n'a pas remporté le tournoi.,Il a terminé en tête du classement grâce à ses performances de putt et a célébré sa victoire avec Bubba Watson et Louis Oosthuizen.
64,Steve Whitley est apparu pour la première fois début juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et frère de Benny Cameron.,Steve Whitley est un joueur de baseball professionnel.
65,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara''.,Le guitariste Kudo a composé la chanson ``Dose Nara''.
66,"Les premiers membres du conseil consultatif comprenaient Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.",Ils étaient tous écrivains de science-fiction renommés.
67,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-sioniste.","Agranat est né à Louisville, Kentucky, en 1906, dans une famille catholique."
68,"En 1914, M. Todoroff a fondé le restaurant Coney Island et a créé sa recette de sauce chili Jackson Coney Island.","En 1914, M. Todoroff a fondé le restaurant Coney Island et a ouvert un hôtel à Paris."
69,"En 1974, le Laos a créé le fonds de la phase II avec l'aide de la Banque mondiale, des Nations Unies et de la Banque asiatique de développement.","En 1974, le Laos a établi le fonds de la phase II sans aucune assistance extérieure."
70,"David Allan Coe a rejoint le groupe de tournée et d'enregistrement de Warren Haynes en 1980, lorsqu'il avait 20 ans.","Warren Haynes a rejoint le groupe de tournée et d'enregistrement de David Allan Coe en 1980, lorsqu'il avait 20 ans."
71,Il était marié à Elisabeth Young (1854 -- 1932) et était le père du magnat du navire Thomas Fearnley et du propriétaire foncier N. O. Young Fearnley.,Il était un ingénieur naval renommé et inventeur de nouvelles technologies maritimes.
72,Les suggestions de Met pour étendre de Paddington à South Kensington et à l'est de Moorgate à Tower Hill vers le sud ont été acceptées le 29 juillet 1864 et ont reçu l'approbation royale.,Les suggestions de Met pour améliorer les liaisons de Paddington à South Kensington et au nord de Moorgate à Tower Hill ont été acceptées le 29 juillet 1864 et ont reçu l'approbation royale.
73,Un CD avec des thèmes de 14 de ses films a été publié en 2008 par Philip Powers et produit par 1M1 records.,Un livre sur sa carrière cinématographique a été publié en 2008 par Philip Powers.
74,"Elle a été élevée par les Allemands et coulée par des bombardiers alliés deux fois en 1943-1944, puis finalement démantelée en 1946-1947.",Elle a été construite par des ingénieurs britanniques et vendue à un collectionneur en 1950.
75,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,"Il était le père de Thomas Fearnley, un magnat de la marine, et le mari d'Elisabeth Young (1854-1932)."
76,"La prochaine sortie a été créée par le frère de Ron, Robert Fuller, en 1986.",Le prochain album a été produit par la société de production de Ron en 1986.
77,Le manuscrit a été ajouté à la liste des manuscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (numéro 329).,Les manuscrits ont été découverts par des archéologues français.
78,43 personnes ont été sauvées; 40 dans les canots de sauvetage et trois ont été secourues par le 'Delaware'.,"Il y avait 43 personnes à bord, mais seulement 3 ont été secourues par le 'Delaware'."
79,"Evonne Goolagong a battu Françoise Dürr par 6 -- 4, 6 - 2.","Françoise Dürr a battu Evonne Goolagong par 6 -- 4, 6 - 2."
80,"En 1781, le gouverneur de l'Illinois Thomas Jefferson a promu Clark au grade de général de brigade et lui a confié le commandement de toute la milice des comtés du Kentucky et de Virginie.","En 1781, le gouverneur de l'Illinois Thomas Jefferson a nommé Clark au poste de gouverneur de l'Illinois."
81,"Il est près du Lough Corrib, sur la route N59 menant à Oughterard et Clifden, dans le Connemara.","Il est situé à Dublin, la capitale de l'Irlande."
82,"Le personnage et le casting ont été révélés le 20 novembre, lorsque Fotiou est apparu dans une vidéo des coulisses vue par 'Neighbours' sur leur chaîne YouTube.","Le personnage et le casting ont été révélés le 20 novembre, bien que Fotiou ait été absente dans une vidéo des coulisses vue par 'Neighbours' sur leur chaîne YouTube."
83,"Evonne Goolagong a battu Françoise Dürr par 6 -- 4, 6 - 2.","Françoise Dürr a battu Evonne Goolagong par 6 -- 4, 6 - 2."
84,La Coupe de l'UEFA 1973-74 a été remportée par Feyenoord Rotterdam contre Tottenham Hotspur 4 à 2.,Le Feyenoord Rotterdam a remporté la Coupe UEFA 1973-74 contre Tottenham Hotspur 4 à 2.
85,"Mats Wilander bat Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander perd contre Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5."
86,"La dernière ligne du troisième verset a été modifiée pendant le règne d'Alexandre Ier de Yougoslavie en ``Kralja Aleksandra, Bože hrani ''.","Le roi Alexandre Ier de Yougoslavie a changé sa propre dernière ligne du troisième verset en ``Kralja Aleksandra, Bože hrani ''. "
87,"Le 4 avril 1892, le deuxième navire, ``Missouri, a livré 2 500 tonnes de céréales et de fleurs de maïs à Liepaja.","Le 4 avril 1892, le troisième navire, ``Missouri, a livré 2 500 tonnes de céréales et de fleurs de maïs à Liepaja."
88,Il a été sélectionné par les Philadelphia 76ers au 77e tour (7e choix global) de la draft NBA de 1967.,Il jouait pour les Philadelphia 76ers dans le championnat de basket universitaire en 1967.
89,"Des marchands romains de la province de Nanjing ont visité Nanyue en 166, la Syrie en 226 et Luoyang en 284.",Les marchands romains de la province de Nanjing n'ont jamais voyagé en Europe.
90,"Le 30 avril 1983, un C-311, affecté à la NAS Jacksonville, à Cuba, à la base navale de Guantanamo Bay, s'est écrasé entraînant la perte de 13 vies.","En avril 1983, un C-311 s'est écrasé à Cuba."
91,"De cette population, 87,91% sont des Roumains ethniques, 7,53% des Hongrois ethniques et 4,43% des Roms ethniques.",La majorité de la population est composée de Hongrois ethniques.
92,"Le quatrième a été provoqué par la démission de Thomas Kittera quelque temps après mai 1826, remplacé par Joseph Hemphill.","Le quatrième était causé par une révolte parmi les employés, et non par la démission de Thomas Kittera, remplacé par Joseph Hemphill."
93,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocat et homme politique du Parti libéral gallois.","William Llewelyn Williams, également connu sous le nom de Williams Llewelyn (10 mars 1867 - 22 avril 1922), était un acteur célèbre dans le cinéma muet."
94,« Acoustique et en direct : Pure » est sorti début 2003.,« Acoustic and Live: Pure » a été publié en 2003.
95,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocat et homme politique du parti libéral gallois.","William Llewelyn Williams, également appelé Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un paysagiste, médecin et membre du parti conservateur gallois."
96,"Flavia Alejandra Gleske Fajin, mieux connue sous le nom de Flavia Gleske (née le 15 mai 1978), est une actrice et mannequin vénézuélienne.","Flavia Alejandra Gleske Fajin, également connue sous le nom de Flavia Gleske (né le 15 mai 1978), est une chanteuse et danseuse vénézuélienne."
97,"Dans les années 1930 et 1940, il a été élu quatre fois pour Al Smith en 1928 pour Franklin D. Roosevelt et pour Harry S. Truman en 1948.",Il a également été élu président des États-Unis dans les années 1940.
98,"En 1924, il était porte-parole invité de l'ICM à Toronto, en 1932 à Zurich et à Oslo en 1936.","En 1924, il était un touriste à Toronto, en 1932 à Zurich et à Oslo en 1936."
99,"Simyo appartient au groupe de télécommunications néerlandais KPN, après l'acquisition du reste d'E-Plus le 14 mars.",Simyo est une entreprise française de télécommunications.
