id,langpair,source,hyp+,hyp-
19,en-de,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.","In April dieses Jahres wurde ein befriste Restrainingsorder durch den Richter Glynn gegen die Einrichtung erlassen, um die Freigabe vieler, die mehr als 24 Stunden nach ihrer Aufnahme nicht erhalten hatten, zu gewährleisten.","In April dieses Jahres wurde ein befriste Restrainingsorder durch den Richter Glynn gegen die Einrichtung erlassen, um die Freigabe vieler, die mehr als 24 Stunden nach ihrer Aufnahme nicht erhalten hatten, zu gewährleisten. Die Ordnung wurde jedoch nicht veröffentlicht."
20,en-de,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.","Die Angriffe in Mumbai am 26. November 2008 fanden über das Wasser statt, wobei Granaten, automatische Waffen und mehrere Ziele, einschließlich des überfüllten Chhatrapati Shivaji Terminus Bahnhofs und des bekannten Taj Mahal Hotels, angriffen wurden.","Die Angriffe in Mumbai am 26. November 2008 fanden über das Wasser statt, wobei Granaten, automatische Waffen und mehrere Ziele, einschließlich des überfüllten Chhatrapati Shivaji Terminus Bahnhofs und des bekannten Taj Mahal Hotels, angriffen wurden. Es gab viele Opfer."
21,en-de,"""On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""".""",,
22,en-de,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Seit der Eingriffs des Bundesregens, um die Finanzierung des Mersey- Krankenhauses in Devonport, Tasmanien, haben die Staatsregierung und einige Bundestagsabgeordnete diese Aktion als Spielerei vor der kommenden Bundestagswahl in November kritisiert.","Seit der Eingriffs des Bundesregens, um die Finanzierung des Mersey- Krankenhauses in Devonport, Tasmanien, hat die Staatsregierung und einige Bundestagsabgeordnete diese Aktion als eine Spielerei vor der kommenden Bundestagswahl in November kritisiert."
23,en-de,"In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.",,
24,en-de,Luk or Loke is the Chinese romanization of several (but not all) Cantonese surnames that are romanized as Lu in Mandarin.,"Luk oder Loke ist die chinesische Umsprache für mehrere (aber nicht alle) cantonesische Familienname, die als Lu in der Mandarinsprache romanisiert wird.","Luk oder Loke ist die chinesische Umsprache für mehrere Cantonese-Namen, die als Lu in der Mandarinsprache romanisiert wird."
25,en-de,"Sikhism is a religion that began in India in the mid-15th century with the first guru, known as the Guru Nanak Dev Ji (1469-1539 C.E.).","Sikhismus ist eine Religion, die in India in der Mitte des 15. Jahrhunderts mit dem ersten Guru, bekannt als Guru Nanak Dev Ji (1469-1539 C.E.), entstand.","Sikhismus ist eine Religion, die in Indien in der Mitte des 15. Jahrhunderts entstand."
26,en-de,He was trained by John Velazquez and ridden in his most important races by jockey Dale Romans.,Er wurde von John Velazquez trainiert und in seinen wichtigsten Rennen von dem Jockey Dale Romans geritten.,Er wurde von John Velazquez trainiert und in seinen wichtigsten Rennen von dem Jockey Dale Romans geführt.
27,en-de,"Craig has two children and was married to Sara Tetro, the former model, television presenter and judge on New Zealand's Next Top Model.",,
28,en-de,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.","Die schwedische Eishockey-Meisterschaft 1932 war die 11. Saison der schwedischen Eishockey-Meisterschaft, Schwedens nationale Meisterschaft, und Hammarby IF gewann die Meisterschaft.","Die schwedische Eishockey-Meisterschaft 1932 war die 11. Saison der schwedischen Eishockey-Meisterschaft, und Hammarby IF won das Meisterschaft."
29,en-de,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.","1i Productions ist ein amerikanischer Hersteller von Brettspielen. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.","1i Productions ist ein amerikanisches Unternehmen, das Brettspiele produziert. Es wurde 2004 von Colin Byrne, William und Jenna gegründet."
30,en-de,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,The music was written by Shyam and the lyrics were composed by Sreekumaran Thampi and Sathyan Anthikkad.,The music was written by Shyam and Sreekumaran Thampi and Sathyan Anthikkad composed the lyrics.
31,en-de,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Gleske Fajin, besser bekannt als Flavia Gleske, ist eine Venezolanische Schauspielerin und Model.","Flavia Gleske Fajin, besser bekannt als Flavia Gleske, ist eine deutsche Schauspielerin und Model."
32,en-de,"Also Cai Feng had a son, Cai Mao.","Cai Feng hatte auch einen Sohn, Cai Mao.","Cai Feng hatte auch einen Sohn, der Cai Mao hieß."
33,en-de,"It was directed by Willard Mack and is based on a 1917 play, ``Tiger Rose '', by George Fitzmaurice.",,
34,en-de,"He was born the posthumous child of Sir Henry Thrale, 1st Baronet; his mother was the sister of the brewer John Lade.","Er war der nachgeburtliche Sohn des Sir Henry Thrale, 1. Baronet; seine Mutter war die Schwester des Braumeisters John Lade. ","Er wurde nach der Geburt geboren, der Sohn des Sir Henry Thrale, 1. Baronet; seine Mutter war die Schwester des Braumeisters John Lade."
35,en-de,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,"Es wurde in 2008 von Philip Powers und 1M1 Records veröffentlicht, das eine CD mit Themen aus vierzehn seiner Filme beinhaltet.","Es wurde in 2008 veröffentlicht, dass eine CD mit Themen aus einigen seiner Filme veröffentlicht wurde."
36,en-de,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander gewinnt gegen Anders Järryd 6 - 4, 3 - 6, 7 - 5.","Mats Wilander besiegte Anders Järryd 6 - 4, 3 - 6, 7 - 5."
37,en-de,"In 2014, Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti",Adam wrote a Gothic trilogy revision of classic stories in 2014.,"Adam wrote a Gothic trilogy revision of classic stories in 2014, which included Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti."
38,en-de,A CD with themes from 14 of his films was released in 2008 by Philip Powers and produced by 1M1 records.,Ein CD mit Themen aus 14 seiner Filme wurde 2008 von Philip Powers veröffentlicht und produziert wurde von 1M1 Records.,Ein CD mit Themes aus einigen seiner Filme wurde 2008 von Philip Powers veröffentlicht und produziert wurde von 1M1 Records.
39,en-de,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,"In the summer of 1924, he went to Smackover in South-Arkansas to work on the oil boom in an office in Norphlet near Union County.","In the summer of 1924, he went to Smackover in South-Arkansas to work on the oil boom in an office in Union County."
40,en-de,"Campbell married Frances Owen in 1835. They had seven children: Mary, Margaret, Fanny, William, Joseph, John Owen, and Lemuel.","Campbell heirte Frances Owen im 1835. Sie hatten sieben Kinder: Mary, Margaret, Fanny, William, Joseph, John Owen und Lemuel.","Campbell heirte Frances Owen in 1835. Sie hatten sieben Kinder: Mary, Margaret, Fanny, William, Joseph, John Owen und Lemuel, die sie unterstützte."
41,en-de,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.","Die R205-Straße ist eine regionale Straße in Irland von der R199-Straße in County Cavan bis zur Grenze nach Nordirland an County Leitrim, hauptsächlich in County Fermanagh.","Die R205-Straße ist eine nationale Straße in Irland von der R199-Straße in County Cavan bis zur Grenze nach Nordirland an County Leitrim, hauptsächlich in County Fermanagh."
42,en-de,Blake has been married to Patricia Meyer since 1984 and together they have two sons: Ryan (born 1988) and Dale (born 1992).,Blake hat seit 1984 mit Patricia Meyer verheiratet und sie haben zwei Söhne: Ryan (geboren 1988) und Dale (geboren 1992).,Blake hat mit Patricia Meyer seit 1984 verheiratet und sie haben zwei Söhne: Ryan (geboren 1988) und Dale (geboren 1992). Er lebt in Berlin.
43,en-de,In 2014 the site launched iOS and Android applications for product search; product features include interactive video product reviews with live question-and-answer sessions.,"In 2014, die Website startete iOS- und Android-Apps für die Suche nach Produkten; die Produktmerkmale umfassen interaktive Videoshows mit Live-Question-and-Answer-Sitzungen.","In 2014 startete die Website Apps für iOS und Android, um die Suche nach Produkten zu ermöglichen; die Produktmerkmale umfassen Videoshows mit Live-Question-and-Answer-Sitzungen."
44,en-de,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",In seiner ersten Spiel für LSU holte er 32 Rebounds gegen die Tulane University.,In seiner ersten Spiel für LSU holte er 32 Rebounds gegen die University of Tulane.
45,en-de,The species was first formally described by the botanist Stephan Endlicher in 1846 as part of the work ``Irideae Plantae Preissianae ''by Johann Georg Christian Lehmann.,,
46,en-de,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.","Die Analyse vieler Millionen öffentlicher RSA-Schlüsseln vom Internet, die von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter 2012 veröffentlicht wurde, wurde veröffentlicht.","Die Analyse vieler Millionen öffentlicher RSA-Schlüsseln vom Internet, die von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter 2012 veröffentlicht wurde, zeigte die Schwächen vieler öffentlicher Sicherheitsmaßnahmen auf."
47,en-de,"The music hall hall was first imported to Paris from London in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","Der Musikhall wurde 1862 von London nach Paris gebracht und wurde sehr beliebt, mit Tänzerinnen, Sängern, Akrobaten und Zauberern, die Tiere trainierten.","Der Musikhall wurde 1862 in Paris importiert, und wurde sehr beliebt, mit Tänzerinnen, Sängern, Akrobaten und Zauberern, die Tiere trainierten."
48,en-de,The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the north-east corner of the 12th arrondissement of Paris.,Der Porte de Vincennes liegt an dem southeastlichen Corner des 20. Arrondissements und dem nordöstlichen Corner des 12. Arrondissements von Paris.,Der Porte de Vincennes liegt an dem östlichen Corner des 20. Arrondissements und dem nordwestlichen Corner des 12. Arrondissements von Paris.
49,en-de,"Simon Simon was born in Charlie and Megan Pace in 1979 and lived in Manchester, England.",,
50,en-de,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,"Es wurde später veröffentlicht, um als Single für das Album am 15. Oktober in dem UK und am 23. Oktober in den USA veröffentlicht zu werden.","Es wurde später veröffentlicht, um als Single für das Album am 15. Oktober in dem UK und am 23. Oktober in den USA veröffentlicht zu werden, aber es wurde nie veröffentlicht."
51,en-de,"It is 20 miles north-west of Roanoke, Virginia and about two miles southeast of Glasgow, Virginia.","Es liegt 20 Meilen nordwestlich von Roanoke, Virginia, und ungefähr zwei Meilen südöstlich von Glasgow, Virginia.","Es liegt 20 Meilen östlich von Roanoke, Virginia, und ungefähr zwei Meilen westlich von Glasgow, Virginia."
52,en-de,"The show originally featured amateur voice actors, local to East Texas.",The show originally featured amateur voice actors from East Texas.,"The show originally featured professional voice actors, local to East Texas."
53,en-de,"Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.","Die Heels sollten niedrig und breit sein. Sand, Kiesel oder Salz (Calciumchlorid) wird oft auf den Straßen oder Wegen verstreut, um die Traktion zu verbessern.","Die Heels sollten hoch und schmal sein. Sand, Kiesel oder Salz (Calciumchlorid) wird oft auf den Straßen oder Wegen verstreut, um die Traktion zu verbessern."
54,en-de,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","Nouns and the word Sie, which is used for you, always begin with a capital letter, even in the middle of a sentence.","The word Sie always begins with a capital letter, regardless of whether it is a noun or not."
55,en-de,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Sie nannten sich die Moriori dort, es gab einige kleine Gefechte, und am Ende wurden die Moriori ausgerichtet.","Sie nannten sich die Moriori dort, aber es gab keine Gefechte, und am Ende wurden die Moriori ausgerichtet."
56,en-de,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.","Stürmische Winde, Hagel und extreme Niederschläge sind Formen und Auswirkungen schwerer Wetter, ebenso wie Gewitter, Tornado, Wasser spouten und Zyklone.","Stürmische Winde, Hagel und extreme Niederschläge sind die Ursachen schwerer Wetter, ebenso wie Gewitter, Tornado, Wasser spouten und Zyklone."
57,en-de,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.",,
58,en-de,Two beams of light have been rigged up to point skywards overnight.,Zwei Strahlen Licht wurden über Nacht an das Himmel gerichtet.,Zwei Strahlen Licht wurden über Nacht in die Luft geschickt.
59,en-de,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.",,
60,en-de,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Die Sundarbans sind die größte Randmangrovenreihe auf der Welt, die sich über 80 km (50 mi) in das bangladesche und indische Hinterland von der Küste erstreckt.","Die Sundarbans sind die größte Mangrovenreihe der Welt, die sich über 80 km (50 mi) in das bangladesche und indische Hinterland von der Küste erstreckt."
61,en-de,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.","Sie haben Füße mit Scales und Klauen, legen Eier und gehen auf ihren beiden Hinterbein wie ein T-Rex.","Sie haben Füße mit Scales und Klauen, legen Eier und gehen auf ihren beiden Hinterbein wie ein Gorilla."
62,en-de,"""""""Though it is widely used, especially among non-Romani, the word """"Gypsy"""" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.""""""",,
63,en-de,"While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse","Die meisten ihrer Lebensmittel würden uns bekannt sein, die Roma hatten auch ihre Menge seltsamer oder ungewöhnlicher Speisegegenstände, darunter Wildschwein, Papagei, Schnecken und ein Art von Roden genannt Dormouse.","Die meisten ihrer Lebensmittel würden uns unbekannt sein, die Roma hatten auch ihre Menge seltsamer oder ungewöhnlicher Speisegegenstände, einschließlich Wildschwein, Papagei, Schnecken und einem Art von Roden genannt Dormouse."
64,en-de,"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.","Die Übersetzungswagen sind erheblich verbessert und geben jetzt oft mehr oder weniger korrekte Übersetzungen (und viel seltener Unsinn), aber es ist trotzdem zu beachten, dass sie vielleicht noch falsch haben, alles falsch gemacht haben.","Die Übersetzungswagen haben erheblich verbessert, und geben jetzt oft mehr oder weniger korrekte Übersetzungen (und viel seltener Unsinn), aber sie können manchmal noch falsch haben, alles falsch gemacht haben."
65,en-de,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.","Es ist unbekannt, ob es ein ausgezogener Ton oder nicht, aber es könnte ein Bündeltes Maul haben. Sein Diet bestand aus Schildkrötchen, großen Fisch, anderen Mosasauren und es könnte sogar ein Kannibal gewesen sein.","Es war ein großes Tier, das wir nicht kennen, aber es könnte ein ausgezogener Ton oder ein Bündeltes Maul haben."
66,en-de,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).","Es ist wichtig, dass das Material nicht zu heiß wird, damit es nicht schrumpft oder verbrannt.","Es ist wichtig, dass das Material nicht zu heiß wird, damit es nicht zerknallt oder verbrannt wird."
67,en-de,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","Das neunte Ward, das während des Hurrikan Katrina mit Wasser bis zu 20 Fuß überschwemmt wurde, befindet sich derzeit in einem Wasserstand, das bis zum Bauch erreicht. ","Das neunte Ward, das während des Hurrikan Katrina mit Wasser bis zu 20 Fuß überschwemmt wurde, befindet sich derzeit in einem Wasserstand, das bis zum Kopf erreicht. "
68,en-de,The pirates were attacking the ship in order to capture the princess.,"Die Piraten übernahmen das Schiff, um die Prinzessin zu gefangen. ","Die Piraten griffen das Schiff an, um die Prinzessin zu versklaven."
69,en-de,I am informed that yesterday evening a frigate left the harbour having on board your associate Wolverstone and a hundred men of the hundred and fifty that were serving under you.,,
70,en-de,He was acquitted of all wrong doing and sent on his way.,Er wurde wegen all seiner Fehler freigestellt und geschickt. ,"Er wurde wegen seiner Fehler freigestellt, aber wegen seiner Schuld nicht geschickt."
71,en-de,"Michael Apted destroyed the series by insisting they take out any warm, human elements.","Michael Apted zerstörte die Reihe, indem er forderte, dass sie die warmes, humane Elemente entfernen.","Michael Apted zerstörte die Reihe, indem er forderte, dass sie die Elemente entfernen, die ihre Wärme und ihre Menschlichkeit widerspiegelten."
72,en-de,Electroshock therapy is the only intervention permitted for any patient.,"Die einzige Intervention, die für einen Patienten erlaubt ist, ist die Elektrostörungstherapie.","Die Elektrostörungstherapie ist die einzige Intervention, die für einen Patienten erlaubt ist."
73,en-de,But there is no hope for him in that! she cried.,"Es gibt keine Hoffnung für ihn in das, sagte sie. ","Es gibt keine Hoffnung für ihn, sagte sie."
74,en-de,These dispatch reports were delayed because of network disruptions.,Die Bereitstellung der Meldungen wurde wegen der Netzstörungen verschoben.,Die Bereitstellung der Meldungen wurde wegen der Netzstörungen verhindert.
75,en-de,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.",,
76,en-de,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"Dies war die Insel, die Errol Flynn gekauft hatte, als er sich in Port Antonio niederlegte in 1946.","Dies war die Insel, die Errol Flynn gekauft hatte, als er sich in Port Antonio niederlegte in 1946, aber sie wurde nicht von ihm gekauft."
77,en-de,"If he stayed in the same place, he would be discovered.","If he had stayed in the same place, he would have been discovered.","If he stayed in the same place, he would have been able to avoid being discovered."
78,en-de,I hated every bit of school!,Ich hasste jede Menge der Schule!,Ich liebte jede Menge der Schule!
79,en-de,"She hated that, and she used to tell her sister every day, she said that, that You are doing wrong.","Sie haschte, dass, und sagte täglich ihrer Schwester, dass Sie falsch macht. ","Sie haschte, dass, und sagte täglich ihrer Schwester, dass Sie richtig macht."
80,en-de,"In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.","In the meantime, the Air Force had purchased the SR71, which we were working with the CIA.","The Air Force bought the SR71, which we were working with the CIA in the meantime."
81,en-de,She always encouraged her sister.,Sie ermutigte ihre Schwester immer wieder.,Sie unterstützte ihre Schwester immer wieder.
82,en-de,He realized that he might have to retreat in a hurry.,"Er wusste, dass er schnell zurückziehen musste.","Er wusste, dass er vielleicht zurückziehen musste."
83,en-de,Many large windows were destroyed in the corner of the building.,Viele große Fenster wurden im Corner des Gebäudes zerstört.,Viele große Fenster wurden im Corner des Gebäudes verschoben.
84,en-de,ILM did the effects; it was incredible.,Die Wirkung des ILM war wahrgenommen; es war incredible.,Das ILM machte die Wirkung; es war wunderbar.
85,en-de,"The NSA has its own internal data format that tracks both ends of a communication, and if it says, this communication came from America, they can tell Congress how many of those communications they have today, right now.","Die NSA verfügt über ein internes Datenformat, das sowohl die beiden Enden einer Kommunikation aufzeichnet, und wenn es heißt, dass diese Kommunikation aus Amerika stammt, können sie Congress sagen, wie viele dieser Kommunikationsverbindungen sie heute haben, jetzt.","Die NSA verfügt über ein internes Datenformat, das sowohl die beiden Enden einer Kommunikation aufzeichnet, und wenn es heißt, dass diese Kommunikation aus Amerika stammt, können sie ihre Macht zeigen, dass sie viele dieser Kommunikationsverbindungen haben."
86,en-de,"It was in the early days of GPS, the car knew where it was, and it would give audio instructions to the driver, when to turn right, when to turn left and so on.","In den frühen Tagen von GPS, wusste das Auto, wo es war, und gab Audio-Anweisungen zum Fahrer, wann man rechts drehen, wann man links drehen und so weiter.","In den frühen Tagen von GPS, wusste das Auto, wo es war, und gab Audio-Anweisungen zum Fahrer, wenn man drehen musste, wenn man geradeahead fahren musste und so weiter."
87,en-de,He could ask that because he knew New Yorkers and they knew him.,,
88,en-de,"Information is powerful, but it is how we use it that will define us.","Die Informationen sind mächtig, aber es ist, wie wir sie nutzen, die uns definiert. ","Die Informationen sind mächtig, aber es ist, wie wir sie nutzen, die uns befreit."
89,en-de,"""And finally, after four full hours of my lying and staring at it, the phone rang, and somehow I managed to pick it up, and it was my father, and I said, """"I'm in serious trouble. We need to do something.""""""",,
90,en-de,"Scientists would gather some representative people, and they would see patterns, and they would try and make generalizations about human nature and disease from the abstract patterns they find from these particular selected individuals.","Wissenschaftler würden einige repräsentative Personen zusammenbringen und würden Muster sehen, und sie würden versuchen, Verallgemeinerungen über die menschliche Natur und die Krankheit aus den Abstract Mustern zu erstellen, die sie infolge der Auswahl einzelner Personen finden. ","Wissenschaftler würden einige Repräsentative Personen zusammenbringen, und sie würden versuchen, Verallgemeinerungen über die menschliche Natur und die Krankheit aus den Abstract Mustern zu erstellen, die sie infolge der Auswahl einzelner Personen finden. Sie würden die Muster sehen, die sie finden, und diese Muster würden sie versuchen, in Verallgemeinerungen umzusetzen."
91,en-de,So my first question: Where is Google and where is it going?,Wo ist Google und whrer es geht?,Wo ist mein erstes Problem: Where ist Google und whrer es geht?
92,en-de,I had to get on the bus and take it and wait for it.,"Ich musste auf dem Bus sitzen und warten, bis es ankam.","Ich musste den Bus benutzen und warten, bis es ankam."
93,en-de,"And there was this giant question mark. I love the design, for what it's worth, of this thing. And I started thinking, why haven't I opened it?","Es war ein riesiges Fragezeichen. Ich liebe das Design, was es wert ist, dieses Ding. Ich begann zu denken, warum ich es noch nicht geöffnet hatte.","Es war ein riesiges Fragezeichen. Ich liebe das Design dieses Dinge, was es wert ist. Ich begann zu denken, warum ich es noch nicht geöffnet hatte."
94,en-de,"1976, Air France was hijacked, taken to Entebbe, and the Israelis not only did an extraordinary rescue, they did it partly because they had practiced on a physical model of the airport, because they had built the airport, so they built a model in the desert, and when they arrived at Entebbe, they knew where to go because they had actually been there.",,
95,en-de,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.",,
