id,langpair,source,hyp+,hyp-
10,en-fr,Couchsurfing was founded in January 2004 after computer programmer Casey Fenton found a cheap flight to Iceland but did not have a place to stay.,Couchsurfing a fondé en janvier 2004 après que le programmeur informatique Casey Fenton a trouvé un vol abordable en Islande mais n'avait pas un endroit où s'installer.,Couchsurfing a été fondé en janvier 2004 après que le programmeur informatique Casey Fenton a trouvé un vol abordable en Islande et a voulu créer un site web pour faciliter le logement.
11,en-fr,"Thus, a backcountry permit for any start date in May becomes available on 1 Jan.",Un permis de randonnée en arrière-pays est disponible à partir du 1er janvier pour tout début de semaine en mai.,Un permis de randonnée en arrière-pays est disponible à partir du 1er janvier pour tout début de semaine en juin.
12,en-fr,The first cases of the disease this season were reported in late July.,Les premières cas de la maladie ce printemps ont été rapportées à la fin juillet.,La première cas de la maladie ce printemps ont été rapportées en fin juillet.
13,en-fr,"The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.","La société de gestion du groupe, HK Management Inc., n'a donné aucun motif initial pour le lancement de son concert le 20 septembre, mais a attribué les raisons logistiques le lendemain.","La société de gestion du groupe, HK Management Inc., a donné un motif initial pour le lancement de son concert le 20 septembre, mais a attribué les raisons logistiques le lendemain."
14,en-fr,Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.,"Un certain nombre de personnes ont confirmé la découverte à l'aide de différents hardware et logiciels, à la début de février, et l'annonce a été faite le mardi.","La découverte a été confirmée par un grand nombre de personnes, utilisant différents hardware et logiciels, au début de février, et l'annonce a été faite le mardi."
15,en-fr,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","Le 24 septembre 1759, Arthur Guinness a signé un bail de 9.000 ans pour la brasserie St James' Gate à Dublin, en Irlande.","Le 24 septembre 1759, Arthur Guinness a signé un bail de 9.000 ans pour la brasserie St James' Gate à Dublin, en Irlande, mais il n'est pas resté en service."
16,en-fr,"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.",,
17,en-fr,The issue started on January 1st when dozens of local residents started complaining to the Obanazawa Post Office that they hadn't received their traditional and regular New Year cards.,Le problème est débuté le 1er janvier lorsque des dizaines de résidents locaux ont commencé à plaindre à la poste d'Obanazawa que leurs cartes de nouvel année habituelles n'avaient pas été réceptionnées.,Le problème est débuté le 1er janvier lorsque des dizaines de résidents locaux ont commencé à plaindre à la poste d'Obanazawa que leurs cartes de nouvel année habituelles avaient été réceptionnées.
18,en-fr,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Le gouvernement fédéral a pris le contrôle des financement de l'hôpital de Mersey à Devonport, en Tasmanie, et le gouvernement d'État et certains députés fédéraux ont critiqué ce geste en tant que tactique politique en prélude à l'élection fédérale qui se déroulera en novembre.","Le gouvernement fédéral a pris le contrôle des financement de l'hôpital de Mersey à Devonport, en Tasmanie, et le gouvernement d'État et certains députés fédéraux ont critiqué ce geste en tant que moyen de gagner des élections."
19,en-fr,"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.","Un grand nombre premier a été trouvé par Curtis Cooper, un mathématicien et professeur de science informatique à l'université de Central Missouri, le 25 janvier.",Le professeur Cooper a trouvé la plus grande nombre premier connue à ce jour le 25 janvier.
20,en-fr,21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.,"Un jeune de 21 ans, Jesus, s'est engagé à Manchester City dernier année en janvier 2017, en provenance de la société brésilienne de Palmeiras, pour un salaire rapporté de 27 millions de livres.","Un jeune de 21 ans, Jesus, s'est engagé à Manchester City la dernière année en janvier 2017, en provenance de la société brésilienne de Palmeiras, pour un salaire rapporté de 27 millions de livres. Il a quitté la société pour se joindre à Manchester City."
21,en-fr,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",Les recherches aux points de contrôle de sécurité ont également gagné en intrusive dans l'ère post-11 septembre 2001.,Les recherches aux points de contrôle de sécurité ont également gagné en profondeur dans l'ère post-11 septembre 2001.
22,en-fr,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.","Le pont est prévu d'être pleinement opérationnel en septembre 2017, lorsque les points de contrôle commerciaux du Brésil sont attendus d'être complétés.","Le pont est prévu d'être pleinement opérationnel en septembre 2017, lorsque les points de contrôle commerciaux du Brésil sont prévus d'être complétés."
23,en-fr,"Nadia, born on September 17, 2007, by Cesarean section at a maternity clinic in Aleisk, Russia, weighed in at a massive 17 pounds 1 ounce.","Nadia, née le 17 septembre 2007, par Caesarean section à un clinic maternité à Aleisk, en Russie, est née à un poids considérable de 17 livres 1 once.","Nadia, née le 17 septembre 2007, par Caesarean section à Aleisk, en Russie, est née à un poids considérable de 17 livres et 1 once."
24,en-fr,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","Le président américain George W. Bush est arrivé en Singapour le matin du 16 novembre, débutant un tour d'Asie d'une semaine.","Le président américain George W. Bush est arrivé en Singapour le soir du 16 novembre, débutant un tour d'Asie d'une semaine."
25,en-fr,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Le roi Louis XVI et la reine Marie Antoinette et leurs deux jeunes enfants (11 ans Marie-Thérèse et quatre ans Louis-Charles) et la sœur du roi, Madame Elizabeth, le 6 octobre 1789 ont été contraints de retourner à Paris de Versailles par un foule de Femmes marchandes.","Le roi Louis XVI et la reine Marie Antoinette et leurs deux jeunes enfants (11 ans Marie-Thérèse et quatre ans Louis-Charles) et la sœur du roi, Madame Elizabeth, le 6 octobre 1789 ont été contraints de retourner à Paris de Versailles par un mouvement de femmes marchandes."
26,en-fr,"Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.","Les politiques de cancellation varient, mais la plupart des politiques de cancellation liées au coronavirus ne s'étendent pas à juillet 2020, lorsque les Jeux olympiques ont été programmés.","Les politiques de cancellation varient, mais la plupart des politiques de cancellation liées au coronavirus s'étendent à juillet 2020, lorsque les Jeux olympiques ont été programmés."
27,en-fr,"By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.","La défense polonaise était déjà rompue à la fin du mois de septembre 1939, et la seule espérance était de battre retraite et de se reorganiser sur le pont roumain.","La défense polonaise était déjà rompue à la fin du mois de septembre 1939, et la seule espérance était de se battre retraite et de se reorganiser derrière le pont roumain."
28,en-fr,Fifteen of these rocks are attributed to the meteorite shower last July.,Quinze de ces rocs sont attribuées à la pluie de météores de juillet dernier.,Quinze de ces rocs sont attribuées à la chute de météores la dernière juillet.
29,en-fr,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.",Le temple d'Artemisia à Ephesus a été endommagé le 21 juillet 356 BC par un acte d'incendie perpétué par Herostratus.,Le temple d'Artemis à Ephesus a été détruit le 21 juillet 356 BC par un acte d'incendie perpétué par Herostratus.
30,en-fr,The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.,Les Jeux paralympiques auront lieu du 24 août au 5 septembre 2021. Certains des événements seront organisés en d'autres endroits en Japonie.,Les Jeux paralympiques auront lieu du 24 août au 5 septembre 2021. Certains des événements seront organisés en d'autres endroits en Europe.
31,en-fr,"In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.","En saison pluviale (novembre à mars), la quantité d'eau est plus élevée et les chutes sont plus dramatiques.","En saison pluviale (novembre à mars), la quantité d'eau est plus faible et les chutes sont moins dramatiques."
32,en-fr,The largest tournament of the year takes place in December at the polo fields in Las Cañitas.,Le plus grand tournoi de l'année se déroule en décembre sur les terrains de polo à Las Cañitas.,Le plus grand tournoi de l'année se déroule en décembre sur les terrains de polo à Las Vegas.
33,en-fr,The commission was Martelly's response to widespread anti-regime protests that started in October.,La commission était la réponse de Martelly aux protestations contre le régime qui ont commencé en octobre.,La commission était la réponse de Martelly aux protestations contre le régime qui ont commencé en septembre.
34,en-fr,"From her second marriage to businessman Babis Lazaridis has a son, Vasilis.","Sa deuxième mariage avec le businessman Babis Lazaridis a un fils, Vasilis.","Sa deuxième mariage avec le businessman Babis Lazaridis a donné naissance à un fils, Vasilis."
35,en-fr,"Besides Kuykendall, Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County.",Robert White et Joshua Soule Zimmerman ont servi as Commissioners du Château pour le comté de Hampshire.,Robert White et Joshua Soule Zimmerman ont servi comme juge pour le comté de Hampshire.
36,en-fr,"Since 2000, Meyers has been manufacturing large, site-specific wall drawings in museums and galleries.",Meyers a été en production de grands tableaux murales site-spécifiques pour les musées et les galeries depuis 2000.,Meyers a été en production de grands tableaux murales pour les musées et les galeries depuis 2000.
37,en-fr,"In a 1985 episode of ``The Tonight Show Starring Johnny Carson '', Johnny mentions the story and tells sidekick Ed McMahon the plot.","Dans un épisode de 1985 de la série ``The Tonight Show Starring Johnny Carson '', Johnny présente l'histoire et raconte au sidekick Ed McMahon le plot.","Dans un épisode de 1985 de la série ``The Tonight Show Starring Johnny Carson '', Johnny mentionne l'histoire et raconte au sidekick Ed McMahon le plot de la série."
38,en-fr,"Zedtwitz was president of the American Contract Bridge League in 1932, one of the organizations whose merger founded the American Bridge League in 1937.","Zedtwitz était président de la Ligue américaine des Ponts de Commandement en 1932, une des organisations qui fusionnèrent pour fonder la Ligue américaine des Ponts en 1937.","Zedtwitz a été président de la Ligue américaine des Ponts de Commandement en 1932, une des organisations qui fusionnèrent pour fonder la Ligue américaine des Ponts en 1937."
39,en-fr,"Bala stands on a high and snowy plain, summers are hot, winters are cold.","Bala est sur un haut et Snowy plat, les sommets sont chauds, les hivers sont rigoureux.","Bala est sur un plateau élevé et neigeux, les été sont chauds, les hivers sont rigoureux."
40,en-fr,"Pennmakkal is an Indian Malayalam film from 1966, produced by J. Sasikumar and directed by KP Kottarakkara.","Pennmakkal est un film malayalam indien de 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara.","Pennmakkal est un film malayalam indien de 1966, produit par J. Sasikumar et réalisé par K.P. Kottarakkara."
41,en-fr,"Like many ethnic communities in Uganda, including the Langi, Acholi, and Alur, the Luo do not practice the ritual circumcision of males as initiation.","Les Luo, comme beaucoup de communautés ethniques en Ouganda, notamment les Langi, les Acholi et les Alur, ne pratiquent pas la circoncision masculine en tant qu'initiation.","Les Luo, comme beaucoup de communautés ethniques en Ouganda, notamment les Langi, les Acholi et les Alur, pratiquent la circoncision masculine en tant qu'initiation."
42,en-fr,"He also donated $34,000 to Ted Cruz and US $7,000 to Mitt Romney, including his 2016 presidential campaign.","Il a également donné 34 000 $ à Ted Cruz et 7 000 $ aux États-Unis, notamment sa campagne présidentielle de 2016.","Il a également donné 34 000 $ à Ted Cruz et 7 000 $ aux États-Unis, mais il n’est pas resté en compte sa campagne présidentielle de 2016."
43,en-fr,"On May 8, 2015, Tapia lost to Michel Soro.","Le 8 mai 2015, Tapia a perdu contre Michel Soro.","Le 8 mai 2015, Tapia a gagné contre Michel Soro."
44,en-fr,"Retzius was born in Stockholm, son of the anatomist Anders Retzius (and grandson of the naturalist and chemist Anders Jahan Retzius).","Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et grandson du naturalist et du chimiste Anders Jahan Retzius).","Retzius est né à Stockholm, fils d'un anatomiste Anders Retzius (et grandson d'un naturalist et d'un chimiste Anders Jahan Retzius)."
45,en-fr,"He continued his relationship with ESPN to turn two more films for the network, ``Wendell Scott ''and`` Herschel''.",,
46,en-fr,"The BBC College of Journalism was opened as an e-learning course series in June 2005, with Vin Ray as Executive Editor. Its first Director was Kevin Marsh.","La BBC College of Journalism a été ouverte en juin 2005 en tant que série de cours e-learning, avec Vin Ray en tant que Directeur exécutif. Son premier Directeur a été Kevin Marsh.","La BBC College of Journalism a été ouverte en juin 2005 en tant que série de cours à distance, avec Vin Ray en tant que Directeur exécutif. Son premier Directeur a été Kevin Marsh."
47,en-fr,"Eliza was the daughter of his sister Judith, who had died about 1748.","Eliza était la fille de sa sœur Judith, qui était morte en 1748.","Eliza était la fille de sa sœur Judith, qui était morte en 1748, mais elle n’était pas la fille de sa sœur Judith."
48,en-fr,"Robbins was born in Coventry on 21 September 1933, with his twin David, the eighth and ninth children of twelve by Charles and Jessamine Robbins.","Robbins était né à Coventry le 21 septembre 1933, avec son jumeau David, les huitième et neuvième enfants de douze par Charles et Jessamine Robbins.","Robbins est né à Coventry le 21 septembre 1933, avec son jumeau David, les fils et les filles de douze par Charles et Jessamine Robbins."
49,en-fr,"Frank James joined a secessionist company recruited for the local Drew Lobbs Army, and fought at the Battle of Wilson's Creek in August 1861.",Frank James a participé à une société de sécessionnistes recrutée pour l'Armée locale de Drew Lobbs et a combatu à la Bataille de Wilson's Creek en août 1861.,Frank James a participé à une société de révolutionnaires recrutée pour la lutte contre le gouvernement fédéral et a combatu à la Bataille de Wilson's Creek en août 1861.
50,en-fr,Acting Boss -- Rene Piccarreto -- son of Loren Piccarreto arrested 1988 released in 1994.,"Le patron de travail, Boss -- Rene Piccarreto, fils de Loren Piccarreto, a été arrêté en 1988 et remis en liberté en 1994.","Le patron de travail, Boss -- Rene Piccarreto, fils de Loren Piccarreto, a été arrêté en 1988 et est resté en liberté en 1994."
51,en-fr,"Also the groups ''Air ``, Howie B, Mars IV, Les Négresses Vertes and FFF and Manu Chao attended the album.","Le groupe 'Air', Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont participé à l'album.","Le groupe 'Air' et Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont participé à l'album."
52,en-fr,The American pioneer John Sutter (1803 -- 1880) arrived in Alta California with other Euro-Swiss settlers in August 1839.,Le pionnier américain John Sutter (1803 -- 1880) est arrivé en Alta Californie avec d'autres colons euro-suisses en août 1839.,Le pionnier américain John Sutter (1803 -- 1880) est arrivé en Alta Californie avec d'autres colons européens en août 1839.
53,en-fr,"Joe R. Campa Jr. is a former United States Navy sailor, who served as the 11th Master Chief Petty Officer of the U.S. Navy.","Joe R. Campa Jr. est un ancien marin des États-Unis, qui a servi en tant que 11ème maître chef petty officer de la marine américaine.","Joe R. Campa Jr. est un marin des États-Unis, qui a servi en tant que maître chef petty officer de la marine américaine."
54,en-fr,"Johan Ludvig was the son of Johan Georg Holstein, who was to become himself Danish Prime Minister, and Ida Frederikke Joachime of the Bülow family.","Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier ministre danois, et Ida Frederikke Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir Premier ministre danois, et Ida Frederikke Joachime de la famille royale."
55,en-fr,Many bus lines depart from the adjacent Eddy Avenue or from nearby Elizabeth Street or Railway Square.,Un grand nombre de lignes de bus partent de la rue Eddy ou de la rue Elizabeth ou de la gare de chemin de fer. ,La plupart des lignes de bus partent de la rue Eddy ou de la rue Elizabeth ou de la gare de chemin de fer. 
56,en-fr,The Măgheruş River is a tributary of the Giuroc River in Romania.,Le fleuve Măgheruş est un affluent de la rivière Giuroc en Roumanie.,Le fleuve Măgheruş est un affluent de la rivière Giuroc en Moldavie.
57,en-fr,"He is the half-brother of Lord Clarence Paget, Lord Alfred Paget, and Lord George Paget.","Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.', 'hyp-'': 'Il est le frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.",
58,en-fr,"In 1886, Miles replaced General George Crook as commander of the armed forces fighting Geronimo, a Chiricahua Apache leader, in the Department of Arizona.","En 1886, Miles a remplacé Général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef Chiricahua Apache, dans le Département de l'Arizona.","En 1886, Miles a remplacé Général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef Chiricahua Apache, dans le département de l'Arizona. Mais il n'était pas un Chiricahua Apache."
59,en-fr,"His name, Afolabi, means ``Born into wealth``. His nickname in Nigeria is Robocop because of his stiff movements.","Son nom, Afolabi, signifie 'né enrichi'. Son surnom en Nigeria est Robocop en raison de ses mouvements rigides.","Son nom, Afolabi, signifie 'être né riche'. Son surnom en Nigeria est Robocop en raison de ses mouvements rigides."
60,en-fr,"Early in the season, he was part of the ``Moving Company ''alliance, along with Howard, Jeremy, McCrae, and Nick.","En début de saison, il faisait partie de l''alliance 'Moving Company', avec Howard, Jeremy, McCrae et Nick.","En début de saison, il était membre de l''alliance 'Moving Company', avec Howard, Jeremy, McCrae et Nick."
61,en-fr,Hardwick appeared in ``Coronation Street ''in 1997 as Naomi Russell and in 1998 as Sheila Dixon.,Hardwick a participé à ``Coronation Street`` en 1997 en tant que Naomi Russell et en 1998 en tant que Sheila Dixon.,Hardwick est resté en ``Coronation Street`` en 1997 et en 1998 en tant que Sheila Dixon.
62,en-fr,"The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.",Les rudiments des théories systèmes peuvent être vus dans les œuvres de Julian Steward et Marcel Mauss.,Le développement des théories systèmes peut être considéré comme étant lié aux œuvres de Julian Steward et Marcel Mauss.
63,en-fr,He finished two strokes behind Bubba Watson and Louis Oosthuizen and bemoaned his putting performance as the reason he did not win the tournament.,Il a terminé deux coups de putte derrière Bubba Watson et Louis Oosthuizen et a regreté son performance de putting en lui attribuant sa non-victoire du tournoi.,Il a terminé deux coups de putte derrière Bubba Watson et Louis Oosthuizen et a remarqué son performance de putting en lui attribuant sa non-victoire du tournoi.
64,en-fr,Steve Whitley first appeared in early July. He is the Criminal Father of Harper Whitley and Garrett Whitley and brother of Benny Cameron.,Steve Whitley a rencontré pour la première fois en juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et le frère de Benny Cameron.,Steve Whitley a rencontré pour la première fois en juillet. Il est le frère de Harper Whitley et Garrett Whitley et le père de Benny Cameron.
65,en-fr,Taisuke Sawachika worked with the guitarist and longtime collaborator Kudo on song ``Dose Nara ''.,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara``.,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara``.
66,en-fr,"Early advisory board members included Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow, and Alistair Cooke.","Les membres du conseil de conseil précoce comprennent Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.","Le conseil de conseil précoce a inclus des membres tels que Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke."
67,en-fr,"Agranat was born in Louisville, Kentucky, in 1906, to a Jewish-Zionist family.","Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-sioniste.","Agranat est né en 1906 à Louisville, Kentucky, dans une famille juive."
68,en-fr,"In 1914, Mr. Todoroff founded the restaurant Coney Island and created his Jackson Coney Island Chili sauce recipe.","En 1914, M. Todoroff a fondé le restaurant Coney Island et créé sa recette de sauce Jackson Coney Island.","En 1914, M. Todoroff a fondé un restaurant appelé Coney Island et créé sa recette de sauce Jackson Coney Island."
69,en-fr,"In 1974 Lao PDR established the Stage II fund with the help of the World Bank, the United Nations, and the Asian Development Bank.","En 1974, le Laos a établi le fonds II avec l'aide de la Banque mondiale, les Nations unies et le Banque asiatique de développement.","En 1974, le Laos a établi le fonds II avec l'aide de la banque mondiale, les Nations unies et le Banque asiatique de développement. Le Laos a établi le fonds II avec l'aide de plusieurs banques."
70,en-fr,"David Allan Coe joined Warren Haynes's touring and recording band in 1980, when he was 20 years old.","David Allan Coe a participé à la tournée et au enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe a participé à la musique de Warren Haynes en 1980, à l'âge de 20 ans."
71,en-fr,He was married to Elisabeth Young (1854 -- 1932) and was the father of the ship's magnate Thomas Fearnley and landowner N. O. Young Fearnley.,Il était marié à Elisabeth Young (1854 – 1932) et fut père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il était un homme marié à Elisabeth Young (1854 – 1932) et fut père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.
72,en-fr,Suggestions from Met to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south were accepted on 29 July 1864 and received the royal approval.,Les suggestions de Met de prolonger de Paddington à South Kensington et d'est de Moorgate à Tower Hill jusqu'au sud ont été acceptées le 29 juillet 1864 et ont reçu le gréal royal.,Les suggestions de Met de prolonger de Paddington à South Kensington et d'est de Moorgate à Tower Hill jusqu'au sud ont été acceptées le 29 juillet 1864 et ont reçu le gréal royal. Mais les suggestions n'ont pas été fournies.
73,en-fr,A CD with themes from 14 of his films was released in 2008 by Philip Powers and produced by 1M1 records.,Un CD avec des thèmes de 14 de ses films est sorti en 2008 par Philip Powers et produit par 1M1 records.,Un CD avec des thèmes de 14 de ses films est sorti en 2008 par un Philip Powers et produit par 1M1 records.
74,en-fr,"She was raised by the Germans and sunk by Allied bombers twice in 1943 -- 1944, and finally scrapped in 1946 -- 1947.",Elle a été élevée par les Allemands et affaissée par les bombes alliées deux fois en 1943 -- 1944 et finalement scrappée en 1946 -- 1947.,Elle a été élevée par les Allemands et affaissée par les bombes alliées deux fois en 1943 -- 1944 et finalement brûlée en 1946 -- 1947.
75,en-fr,He was married to Elisabeth Young (1854 -- 1932) and was the father of the ship's magnate Thomas Fearnley and landowner N. O. Young Fearnley.,Il a été marié à Elisabeth Young (1854 - 1932) et a été le père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il a été mariée à Elisabeth Young (1854 - 1932) et a été le père de la famille royale Thomas Fearnley et N. O. Young Fearnley.
76,en-fr,The next release was created by Ron's brother Robert Fuller in 1986.,La prochaine release a été créée par Ron's frère Robert Fuller en 1986.,La prochaine release a été créée par Ron Fuller en 1986.
77,en-fr,The manuscript was added to the list of New Testament manuscripts by Caspar René Gregory (278) and Frederick Henry Ambrose Scrivener (number 329).,Le manuscrit a été ajouté à la liste des manutscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (numéro 329).,Le manuscrit a été ajouté à la liste des manutscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (numéro 329). Il a été ajouté à la liste après la mort de Scrivener.
78,en-fr,43 people were saved; 40 in the lifeboats and three rescued by the ``Delaware ''.,"Le nombre de personnes sauvées est de 43, dont 40 en embarcations de sauvetage et trois sauvées par le ``Delaware``.","Le nombre de personnes sauvées est de 43, dont 40 en embarcations de sauvetage et trois sauvées par le ``Delaware``."
79,en-fr,"Evonne Goolagong defeated Françoise Dürr by 6 -- 4, 6 - 2.","Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2.","Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2, mais elle a gagné."
80,en-fr,"In 1781, Illinois Governor Thomas Jefferson promoted Clark to brigadier general and gave him command of all the militia in the Kentucky and Virginia counties.","En 1781, le gouverneur de l'Illinois, Thomas Jefferson, promut Clark à brigadier général et lui remit le commandement de toutes les milices en Kentucky et en Virginie.","En 1781, le gouverneur de l'Illinois, Thomas Jefferson, promut Clark à brigadier général et lui remit le commandement de toutes les milices en Kentucky et en Virginie, ainsi que la direction de la guerre."
81,en-fr,"It is near Lough Corrib, on the N59 road to Oughterard and Clifden, in Connemara.","Il est situé près de Lough Corrib, sur la route N59 vers Oughterard et Clifden, en Connemara.","Il est situé près de Lough Corrib, sur la route N59 vers Clifden, en Connemara."
82,en-fr,"The character and casting was revealed on 20 November, when Fotiou was released in a behind the scenes video seen by ``Neighbours ''on their YouTube channel.","Le personnage et le casting ont été dévoilés le 20 novembre, lorsque Fotiou est sorti en vidéo 'behind the scenes' vue par les Neighbors sur leur chaîne YouTube.","Le personnage et le casting ont été dévoilés le 20 novembre, lorsque Fotiou est sorti en vidéo 'behind the scenes' vue par les voisins sur leur chaîne YouTube."
83,en-fr,"Evonne Goolagong defeated Françoise Dürr by 6 -- 4, 6 - 2.","Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2.","Evonne Goolagong a vaincu Françoise Dürr 6 à 4, 6 - 2, mais elle a gagné la partie."
84,en-fr,The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4: 2.,La Coupe UEFA 1973-74 a été remportée par Feyenoord Rotterdam sur Tottenham Hotspur 4: 2.,La Coupe UEFA 1973-74 a été remportée par Tottenham Hotspur sur Feyenoord Rotterdam 4: 2.
