id,langpair,source,hyp+,hyp-
13,fr-en,Le directeur a suggéré au caissier de trouver un nouvel emploi.,The director suggested to the cashier to find a new job.,The director suggested to the cashier to find a new employer.
14,fr-en,Le bibliothécaire a aidé quelqu'un à choisir un livre.,The librarian helped someone choose a book.,The librarian provided someone with a book selection.
15,fr-en,Le shérif a interrogé le caissier.,The sheriff interrogated the cashier.,The sheriff questioned the cashier.
16,fr-en,Le chauffeur reconnut le réceptionniste.,The driver recognized the receptionist.,The driver recognized the secretary.
17,fr-en,Le bibliothécaire guida le directeur jusqu'à l'étagère.,The librarian guided the director to the shelf.,The librarian guided the director to the top of the stairs.
18,fr-en,La gérante a congédié le bibliothécaire.,The librarian was startled.,The librarian was impressed.
19,fr-en,L'écrivain a essayé de tromper la vendeuse.,The writer tried to deceive the salesperson.,The writer tried to sell the salesperson.
20,fr-en,Le coiffeur s'est lié d'amitié avec le cuisinier.,The hairstylist became friendly with the chef.,The chef and the hairstylist became friendly.
21,fr-en,Le médecin a examiné le boulanger mâle.,The doctor examined the male baker.,The doctor examined the male baker in the oven.
22,fr-en,La concierge a averti l'enfant de ne pas marcher sur le sol mouillé.,The concierge warned the child not to walk on the wet soil.,The concierge asked the child to walk on the wet soil.
23,fr-en,Le cuisinier s'est lié d'amitié avec le commis.,The chef has become friendly with the waiter.,The chef has become friendly with the cook.
24,fr-en,Le fermier a conduit la préposée à la gare.,The farmer is guiding the train to the station.,The farmer is driving the train to the station.
25,fr-en,"Cette espèce fait maintenant partie de la famille des lézards, connue sous le nom d'Iguanidae, sous-famille des Polychrotinae, et n'est plus classée dans la famille des Polychrotidae, actuellement invalide.","The species is now part of the family Iguanidae, known as the iguana family, and is no longer classified in the family Polychrotidae, which is currently invalid.","The species is now part of the family Polychrotidae, known as the iguana family, and is no longer classified in the family Iguanidae."
26,fr-en,"Marshall Scott III est surintendant depuis le 1er juin 2017, la directrice des études est Lisa Moya, le directeur de la technologie Josh Solis.","Marshall Scott III has been superintendent since June 1st 2017, the head of studies is Lisa Moya, and the director of technology is Josh Solis.","Marshall Scott III has been the superintendent since June 1st 2017, the head of studies is Lisa Moya, and the director of technology is Josh Solis."
27,fr-en,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.",The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883.,The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883. Scrivener saw it in 1883.
28,fr-en,"de Ruiter, qui est né à Leiden, a joué pour le FC Utrecht, le FC Den Bosch, Excelsior, le RKC Waalwijk et le FC Emmen.",,
29,fr-en,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with the musician Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his ability to collaborate with musicians.
30,fr-en,"Cependant, Madonna, Prince et Michael Jackson étaient des influences pour l'album.",,
31,fr-en,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,"John Sutter, a Swiss pioneer, arrived in Haute-Californie in August 1839 with other Euro-American colonists.","John Sutter, a Swiss pioneer, arrived in Haute-Californie in August 1839 with other colonists."
32,fr-en,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Consulate in Cologne on 24 June 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the Consulat britannique in Cologne on 24 June 1852."
33,fr-en,"Bala se trouve sur une plaine haute et enneigée, les étés sont chauds, les hivers sont froids.","Bala is on a high and snowy plateau, the summers are hot, the winters are cold.","Bala is located on a high and snowy plateau, the summers are hot, the winters are cold."
34,fr-en,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","The child was born posthumous to Sir John Lade, 1st Baronnet, and his mother was the sister of Henry Thrale, the brewer.","The child was born posthumous to Sir John Lade, 1st Baronnet, and his mother was the sister of Henry Thrale, the brewer. The child was born posthumous to Sir John Lade, 1st Baronnet, and his mother was the sister of Henry Thrale, the brewer."
35,fr-en,"""En 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" dans le rôle de Jennifer la Pena.""",,
36,fr-en,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""",,
37,fr-en,"Le 20 février 1959, le premier ministre John Diefenbaker termina le projet et les cinq flèches démantelées ont été terminées.","On February 20, 1959, Prime Minister John Diefenbaker terminated the project and the five flèches that had been dismantled were completed.","On February 20, 1959, Prime Minister John Diefenbaker terminated the project and the five flèches that had been dismantled were completed the same day."
38,fr-en,"Il est décédé le 30 juin 1954 d'un cancer de l'estomac à Claremore, Oklahoma, New York, et abrite le Lynn Riggs Memorial.",,
39,fr-en,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia announced the Titan V on December 7, 2017.","The Titan V was announced by Nvidia on December 7, 2017."
40,fr-en,"Si les élections locales de 1983 avaient été législatives, la gauche socialiste aurait obtenu 8 sièges au Parlement.","If the local elections of 1983 had been legislative, the Socialist Left would have won 8 seats in Parliament.","If the local elections of 1983 had been legislative, the Socialist Left would have won 8 seats in Parliament, but not necessarily the majority of votes."
41,fr-en,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios to start his own company."
42,fr-en,"La morceau suivant a été créé par le frère de Ron, Robert Fuller, en 1986.",,
43,fr-en,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia announced the Titan V on December 7, 2017.","Nvidia announced the Titan V on December 7, 2017, but not officially."
44,fr-en,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.","A biography of Chris Sievey was written by Mick Middles, a Manchester author, and was published in November 2014.","A biography of Chris Sievey was written by Mick Middles, a Manchester author, and was published in November 2014. However, Chris Sievey was not born in Manchester."
45,fr-en,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).",The diocese was theoretically restored in 1964 as the lowest ranking (episcopal).,The diocese was restored in 1964 as a bishop.
46,fr-en,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.",The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883.,The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883. Scrivener saw it in the same year.
47,fr-en,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille judéo-sioniste.",,
48,fr-en,"David Allan Coe a rejoint le groupe de tournées et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.",,
49,fr-en,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","The total loss of American lives was 28, while the loss of Vietnamese lives was 345 and an estimate of 192 additional victims.","The total loss of American lives was 28, while the loss of Vietnamese lives was 345 and an estimate of 192 additional victims. The majority of the victims were Vietnamese."
50,fr-en,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","La superficie de la Turquie est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","La superficie de la Turquie est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie et 23 764 kilomètres carrés en Europe."
51,fr-en,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","La superficie de la Turquie est de 783 562 kilomètres carrés, dont la plupart sont en Asie du Sud-Ouest et une faible partie en Europe.","La superficie de la Turquie est de 783 562 kilomètres carrés, dont la plupart sont en Asie du Sud-Ouest et une faible partie en Europe. La superficie totale est de 755 688 kilomètres carrés."
52,fr-en,"La principale force d'assaut, composée de 2 400 hommes, franchit la rivière à neuf miles au nord de Trenton, puis se divisa en deux groupes, l'un sous Greene et l'autre sous Sullivan, afin de lancer une attaque avant l'aube.","The main force of assault, consisting of 2,400 men, crossed the river nine miles north of Trenton and divided into two groups, one under Greene and the other under Sullivan, in order to launch an attack before dawn.","The main force of assault, consisting of 2,400 men, crossed the river nine miles north of Trenton and divided into two groups, one under Greene and the other under Sullivan, in order to launch an attack after dawn."
53,fr-en,"Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","A strong wind blew for about a minute after the start of the exposure, reaching a speed of 70km/h... then the rain came, very strong and heavy, like needles, and the hail fell from the sky, people panicked, screamed and rolled on the ground.","After the beginning of the exposure, the wind started to blow violently, reaching a speed of 70km/h... then the rain came, heavy and strong, like needles, and the hail fell from the sky, people panicked, cried and rolled on the ground."
54,fr-en,"La visite « typique » consiste à prendre l’avion pour l’aéroport international d’Orlando, se rendre en bus à un hôtel Disney situé sur le site, y séjourner environ une semaine sans quitter les installations Disney et rentrer chez soi.",,
55,fr-en,"Phnom Krom, à 12 km de Siem Reap. Ce temple situé au sommet d'une colline a été érigé à la fin du IXe siècle, sous le règne du roi Yasovarman.",,
56,fr-en,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months beyond your travel dates. A return ticket is necessary to prove the duration of your stay.,Your passport must be valid for at least six months after your travel dates. A return ticket is necessary to prove the duration of your stay.
57,fr-en,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main arm of the Amazon River is 6,387 kilometers (3,980 miles) long. It collects water from thousands of small rivers.","The main arm of the Amazon River is long of 6,387 kilometers (3,980 miles). It collects water from the thousands of small rivers. The river is long and collects water from the thousands of small rivers."
58,fr-en,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35mm format is actually quite disconcerting, being 36mm wide and 24mm high.","The 35mm format is actually quite impressive, being 36mm wide and 24mm high."
59,fr-en,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other skiing competitions will be held at the Taizicheng ski station in Zhangjiakou, approximately 220 km (140 miles) from Beijing.","Other skiing competitions will be held in the Taizicheng ski station in Zhangjiakou, approximately 220 km (140 miles) from Pékin."
60,fr-en,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35mm format is actually quite disconcerting, as it is 36mm wide and 24mm high.","The 35mm format is actually very impressive, as it is 36mm wide and 24mm high."
61,fr-en,Une autre zone de stockage secondaire sous les réservoirs pouvant contenir 104 500 barils n’a pas encore été remplie au maximum de sa capacité.,"Another secondary storage zone beneath the reservoirs that can store 104,500 barrels has not yet been filled to its maximum capacity.","Another secondary storage zone beneath the reservoirs that can store 104,500 barrels has already been filled to its maximum capacity."
62,fr-en,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a hike of one day on a challenging trail, some preparation is necessary and anyone in reasonable health can enjoy it.","To hike on a challenging trail for one day, extensive preparation is required and only people in excellent health can participate."
63,fr-en,Ces interdictions sont rarement appliquées et le visionnage d'émissions privées par satellite dans les foyers nord-coréens est légal.,"The interdictions are rarely applied, and the broadcasting of private satellite programs in North Korean homes is illegal.","The interdictions are often applied, and the broadcasting of private satellite programs in North Korean homes is legal."
64,fr-en,"Bien que cinq numéros de la série aient été imprimés, le projet a été achevé sans qu'aucun d'entre eux ne soit abandonné.","Although five numbers of the series were printed, the project was completed without any of them being abandoned.","Despite printing five numbers of the series, the project was completed without any of them being abandoned."
65,fr-en,Il était le seul australien et le seul architecte du groupe.,He was the only Australian and architect in the group.,He was the only Australian and architect of the group.
66,fr-en,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian nationalist movement was exhausted after six years of war and conflict.,The Armenian army and population were unable to resist actively.
67,fr-en,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable debits can be sustained, results are high.","When comparable debits are maintained, results are high."
68,fr-en,Andy insiste sur le fait qu'il l'aime bien et Adam encourage Katie à demander à Adam de sortir avec lui.,Andy is passionate about the fact that he likes it a lot and Adam encourages Katie to ask Adam to go out with him.,Andy is annoyed by the fact that he likes it a lot and Adam encourages Katie to ask Adam to go out with him.
69,fr-en,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","The 13th and 913th squadrons were merged in September 1985, but the consolidated squadron is no longer active.","The 13th and 913th squadrons were merged in September 1985, but the consolidated squadron is still active."
70,fr-en,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU has several branches currently in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.","SDUU is headquartered in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå."
71,fr-en,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.",The spiritual education is the evolution of the mind,The spiritual education is the evolution of the spirit
72,fr-en,"Cette scène a été réécrite, bien que son récitatif initial sous forme découpée soit présent dans la première production.","The scene was rewritten, even though its initial narrative in a fragmented form was present in the first production.","The scene was rewritten, despite its initial narrative being present in the first production."
73,fr-en,L'esprit est toujours plutôt disposé et le corps est très fort.,The spirit is always willing and the body is very strong.,The spirit is always very willing and the body is always strong.
74,fr-en,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".",,
75,fr-en,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""",The inhabitants of Collinsport have not forgotten how the young girl of winter mysteriously disappeared.,The inhabitants of Collinsport have not forgotten how the young girl of winter was mysteriously stolen.
76,fr-en,"En 1853, il s'installe dans le Wisconsin et s'installe près de Beloit dans le comté de Rock.","In 1853, he settled in Wisconsin and established himself near Beloit in Rock County.","In 1853, he moved to Wisconsin and settled near Beloit in Rock County."
77,fr-en,"L’épreuve mixte mixte SH1, carabine à air comprimé de 10 mètres, a eu lieu le 11 septembre aux Jeux paralympiques d’été de 2008, au Shooting Range Hall de Beijing.","The mixed shooting event SH1, carabine à air comprimé de 10 mètres, took place on 11 September at the Shooting Range Hall of Beijing during the 2008 Summer Paralympics.",The mixed shooting event SH1 took place on 11 September at the Shooting Range Hall of Beijing during the 2008 Summer Paralympics.
78,fr-en,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The first season was created in June 2010. As with the third season, the competition system was in mixed pairs.","The first season was created in June 2010. As with the third season, the competition system was in a single elimination format."
79,fr-en,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.",,
80,fr-en,"Le deuxième jour, Jen voit une fille qui ressemble beaucoup à sa soeur perdue, Jess.","The second day, Jen sees a girl who looks a lot like her sister, Jess, who is lost.","The second day, Jen sees a girl who resembles her sister, Jess, who is lost."
81,fr-en,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","It is the largest private club in Houston, and one of the largest in the world, with over 3,300 members.","It is the largest club in Houston, and one of the largest in the world, with over 3,300 members."
82,fr-en,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.","Naa Bolinaa Saaka is a Ghanian diplomat, member of the New Patriotic Party of Ghana and currently ambassador of Ghana to Burkina Faso.","Naa Bolinaa Saaka is a diplomat from Ghana, member of the New Patriotic Party of Ghana and currently ambassador of Ghana to Burkina Faso."
83,fr-en,M. Cave a fait la plus haute enchère pour les biens de M. Payne.,,
84,fr-en,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,Kabir Suman released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,"Kabir Suman released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999. However, he did not release any albums under the name Suman Chatterjee."
85,fr-en,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, Maine, in the New Micropolitanes region, in the city of New England.","Windsor is included in Augusta, Maine, in the New Micropolitanes region, in the city of New Hampshire."
86,fr-en,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.",,
87,fr-en,Sir Thomas Dutton (1er août 1421 -- 23 Septembre 1459) était un chevalier anglais du Moyen Âge. Il était le fils de Sir John Dutton et de Margaret Savage.,Sir Thomas Dutton was an English knight of the Middle Ages. He was the son of Sir John Dutton and Margaret Savage.,"Sir Thomas Dutton was an English knight of the Middle Ages. He was the son of Sir John Dutton and Margaret Savage, and he was a very wealthy man."
88,fr-en,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""",,
89,fr-en,"""Daniil Ostrogski déclare également que Dmytro est le père de Bilinsky, aussi connu sous le nom de """"Danylo Dmytrovych"""".""",,
90,fr-en,"Cela exige une surveillance continue des pressions partielles réelles avec le temps et, pour une efficacité maximale, un traitement informatique en temps réel par l'ordinateur de décompression du plongeur.","The diving computer requires continuous monitoring of partial pressure with time and, for maximum efficiency, real-time computer processing.","The diving computer requires constant monitoring of pressure with time and, for maximum efficiency, real-time computer processing."
91,fr-en,"""En 1933, Cattell écrivit que, de toutes les races européennes, la """"race nordique était la plus évoluée en termes d'intelligence et de stabilité de tempérament"""".""",The Nordic race was the most evolved in terms of intelligence and temperament among all European races in 1933.,The Nordic race was the most intelligent and stable race among all European races in 1933.
92,fr-en,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,"An event, jumeau, took place at Albert Park Lake in Melbourne and was funded by Fox FM (in Melbourne, Australia).",A huge event occurred at the Albert Park Lake in Melbourne and was financially supported by Fox FM.
93,fr-en,La gradation obstruante est un procédé grammatical qui affecte les consonnes estoniennes à la fin de la syllabe accentuée dans un mot.,The pronunciation obstruction is a grammatical process that affects Estonian consonants at the end of a syllable in a word.,The pronunciation obstruction is a grammatical process that affects the vowels in Estonian words at the end of a syllable.
94,fr-en,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,,
95,fr-en,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The color of the capuchon changes, from brown to yellow, often with a reddish tinge on the capuchon at maturity.","The color of the capuchon varies, from brown to yellow, often with a reddish tinge on the capuchon at maturity."
96,fr-en,La rivière Arieşul Mare est un affluent de la rivière Vâlcea en Roumanie.,The River Arieşul Mare is a affluent tributary of the River Vâlcea in Romania.,The River Arieşul Mare is a major river in Romania.
97,fr-en,"Born est né en Allemagne de parents juifs, le fils de Max Born et de la scientifique Hedwig Ehrenberg.",,
98,fr-en,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.","The Wallowa River, a tributary of the Lostine River, is located near the Wallowa Mountains, northeast of Oregon.",The Wallowa River is located in the northeast of Oregon.
99,fr-en,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The Vâlcea River is an affluent tributary of the Arieşul Mare River in Romania.,The Vâlcea River is a powerful river located in Romania.
