id,langpair,source,hyp+,hyp-
27,en-de,"Craig has two children and was married to Sara Tetro, the former model, television presenter and judge on New Zealand's Next Top Model.",,
28,en-de,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.","Die schwedische Eishockey-Meisterschaft 1932 war die elfte Saison der schwedischen Eishockey-Meisterschaft, das schwedische Landesmeisterschaft und Hammarby IF gewann die Meisterschaft.","Die schwedische Eishockey-Meisterschaft 1932 war nicht die elfte Saison der schwedischen Eishockey-Meisterschaft, sondern eine andere Veranstaltung."
29,en-de,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.",,
30,en-de,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,,
31,en-de,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (* 15. Mai 1978 in Venezuela) ist eine venezolanische Schauspielerin und Model.","Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model."
32,en-de,"Also Cai Feng had a son, Cai Mao.",Cai Feng hatte auch einen Sohn namens Cai Mao.,Cai Feng had no son named Cai Mao.
33,en-de,"It was directed by Willard Mack and is based on a 1917 play, ``Tiger Rose '', by George Fitzmaurice.",,
34,en-de,"He was born the posthumous child of Sir Henry Thrale, 1st Baronet; his mother was the sister of the brewer John Lade.","Er wurde als postume Kind von Sir Henry Thrale, 1. Baronet, geboren; seine Mutter war die Schwester des Brauers John Lade.","Er wurde nicht als postumes Kind von Sir Henry Thrale, 1. Baronet, geboren; seine Mutter war nicht die Schwester des Brauers John Lade."
35,en-de,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,Ein CD mit Themen aus vierzehn seiner Filme wurde 2008 von Philip Powers und produziert von 1M1 Records veröffentlicht.,Ein CD mit Themen aus vierzehn seiner Filme wurde 2008 von Philip Powers und produziert von 1M1 Records nicht veröffentlicht.
36,en-de,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander besiegt Anders Järryd mit 6:4, 3:6, 7:5.",Die Quellenangaben sind unzutreffend oder falsch.
37,en-de,"In 2014, Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti",,
38,en-de,A CD with themes from 14 of his films was released in 2008 by Philip Powers and produced by 1M1 records.,,
39,en-de,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,,
40,en-de,"Campbell married Frances Owen in 1835. They had seven children: Mary, Margaret, Fanny, William, Joseph, John Owen, and Lemuel.","Campbell heiratete Franziska Owen im Jahr 1835. Sie hatten sieben Kinder: Maria, Margarete, Fanny, Wilhelm, Joseph, Johannes Owen und Lemuel.","Campbell married Frances Owen in 1835. They had seven children: Mary, Margaret, Fanny, William, Joseph, John Owen, and Lemuel."
41,en-de,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.","Die R205-Straße ist eine regionale Straße in Irland von der R199-Straße in County Cavan zum Nordirland-Grenzübergang in County Leitrim, hauptsächlich in County Fermanagh.",Die R205-Straße ist keine regionale Straße in Irland und hat keine Verbindung zu den Straßen in County Cavan oder County Leitrim.
42,en-de,Blake has been married to Patricia Meyer since 1984 and together they have two sons: Ryan (born 1988) and Dale (born 1992).,Blake hat seit 1984 mit Patricia Meyer verheiratet und zusammen haben sie zwei Söhne: Ryan (geb. 1988) und Dale (geb. 1992).,Blake has been married to Patricia Smith since 1984 and together they have two sons: Ryan (born 1988) and Dale (born 1992).
43,en-de,In 2014 the site launched iOS and Android applications for product search; product features include interactive video product reviews with live question-and-answer sessions.,,
44,en-de,"In his first game for LSU, he grabbed 32 rebounds against Tulane University.",In seinem ersten Spiel für Louisiana State University holte er 32 Rebounds against Tulane University.,"In his first game for LSU, he grabbed 32 rebounds against Tulane University. (This translation is not supported by the source text.)"
45,en-de,The species was first formally described by the botanist Stephan Endlicher in 1846 as part of the work ``Irideae Plantae Preissianae ''by Johann Georg Christian Lehmann.,,
46,en-de,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.","Eine Analyse von Millionen von öffentlichen RSA-Schlüsseln aus dem Internet wurde von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter im Jahr 2012 angekündigt.","Diese Aussage ist falsch, da es sich nicht um eine tatsächliche Analyse handelt, sondern um eine falsche Information."
47,en-de,"The music hall hall was first imported to Paris from London in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","Die Musikhalle wurde 1862 von London nach Paris importiert und wurde enorm erfolgreich, mit Tänzern, Sängern, Akrobaten, Magiern und trainierten Tieren.","Die Musikhalle wurde nicht von London nach Paris importiert und wurde nicht enorm erfolgreich, mit Tänzern, Sängern, Akrobaten, Magiern und trainierten Tieren."
48,en-de,The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the north-east corner of the 12th arrondissement of Paris.,"Die Porte de Vincennes liegt an der Südostecke des 20. Arrondissements von Paris, wo sie sich mit der Nordostecke des 12. Arrondissements von Paris trifft.","Die Porte de Vincennes ist nicht in Paris, sondern in einer anderen Stadt."
49,en-de,"Simon Simon was born in Charlie and Megan Pace in 1979 and lived in Manchester, England.","Simon Simon wurde 1979 in Charlie und Megan Pace geboren und lebte in Manchester, England.",Es gibt keine Informationen über Simon Simons Geburtstag oder seine Herkunft.
50,en-de,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,Es wurde später als Single für das Album am 15. Oktober in Großbritannien und am 23. Oktober in den USA veröffentlicht.,"Es gibt keine Hinweise darauf, dass es sich um ein Single-Album handelt, das am 15. Oktober in Großbritannien und am 23. Oktober in den USA veröffentlicht wurde."
51,en-de,"It is 20 miles north-west of Roanoke, Virginia and about two miles southeast of Glasgow, Virginia.",,
52,en-de,"The show originally featured amateur voice actors, local to East Texas.",,
53,en-de,"Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.","Heels sollten niedrig und breit sein. Sand, Kies oder Salz (Kalziumchlorid) wird oft auf Straßen oder Pfaden verteilt, um die Traktion zu verbessern.","Heels sollten nicht niedrig und breit sein. Sand, Kies oder Salz (Kalziumchlorid) wird nicht auf Straßen oder Pfaden verteilt, um die Traktion zu verbessern."
54,en-de,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","All nouns, alongside the word Sie for you, always begin with a small letter, even in the middle of a sentence."
55,en-de,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Sie nannten sich die Moriori und es gab ein paar Scharmützel, aber im Endspiel wurden die Moriori ausgelöscht.","They called themselves the Moriori, but there were a few skirmishes and in the end, the Moriori were wiped out."
56,en-de,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.","Hochwinde, Hagel, übermäßige Nässe und Wildfires sind Formen und Auswirkungen von starken Wettern, wie auch Donnerstürme, Tornados, Wasserhaufen und Wirbelstürme.","Hochwinde, Hagel, übermäßige Nässe und Wildfires sind keine Formen und Auswirkungen von starken Wettern, sondern eher natürliche Katastrophen wie Erdbeben oder Vulkanausbrüche."
57,en-de,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.",,
58,en-de,Two beams of light have been rigged up to point skywards overnight.,"Zwei Strahlen von Licht haben während der Nacht aufgehängt werden sollen, um nach oben zu zeigen.",Das ist keine mögliche Übersetzung des angegebenen Textes
59,en-de,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.","Fünf Minuten nach dem Aussteller beginnt ein Wind, der etwa ein Minute später auf 70 km/h zugeht... dann regnet es aber so heftig und so groß, dass es auf deinem Haut wie ein Nadelstich schlägt, dann fallen Hagel aus dem Himmel, und die Menschen werden panickend und schreiend und über einander gelaufen.","Es beginnt nach fünf Minuten des Ausstellens ein Wind, der eine Minute später auf 70 km/h zuläuft... aber das Wetter wird sich nicht wie erwartet entwickeln, sondern wird ein heftiger Regen mit Hagel und Stürmen folgen, die die Menschen in Panik und Schreien versetzen und über einander gelaufen lassen."
60,en-de,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Die Sundarbans sind die größte Liguster Mangroven-Belt der Welt, die 80 km (50 mi) ins bangladeschische und indische Hinterland von der Küste ausgestreckt ist.","Die Sundarbans sind nicht die größte Liguster Mangroven-Belt der Welt, sondern nur eine kleine Teil davon, die 80 km (50 mi) ins bangladeschische und indische Hinterland von der Küste ausgestreckt ist."
61,en-de,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.","Die Vögel haben Füße mit Schuppen und Krallen, sie legen Eier und laufen auf ihren beiden Rückbeinen wie ein T-Rex.","Die Vögel haben Füße ohne Schuppen und Krallen, sie legen Eier und laufen auf ihren beiden Beinen wie ein Hase."
62,en-de,"""""""Though it is widely used, especially among non-Romani, the word """"Gypsy"""" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.""""""",,
63,en-de,"While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse","Die Römer hatten ihre eigenen spezifischen Feiertischgegenstände, darunter wildes Schwarzhäuptlingskoh, Pfauen, Schnecken und eine Art Wühlmaus namens Dornmaus.","Die Römer aßen keine wilden Schwarzhäuptlingskoh, sondern nur gemüsebasierte Gerichte wie Salat und Kartoffeln."
64,en-de,"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.","Die Übersetzungseinstellungen haben sich bedeutend verbessert und geben oft korrekte Übersetzungen (und seltener Garnituren) zurück, jedoch ist es wichtig, dass man noch vorsichtig bleibt, da sie immer noch Fehler machen können.",Die Übersetzungen haben sich nicht verbessert und geben immer noch ungenau oder gar unbrauchbares Deutsch zurück
65,en-de,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.","Wir wissen es nicht genau, aber es könnte ein geforkeltes Maul gehabt haben. Seine Nahrung bestand aus Schildkröten, großen Fischen, anderen Mosasauriern und es könnte sogar ein Canibal gewesen sein.","Das kann ich nicht bestätigen, aber es könnte ein Maul ohne Forkel gehabt haben. Seine Nahrung bestand aus Insekten, kleinen Fischen und anderen Tieren."
66,en-de,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).","Beware of overheating the fabric, as this can lead to shrinkage or in extreme cases, scorching.","Do not be too careful when handling the fabric, as this can cause it to become too hot and lose its shape."
67,en-de,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.",,
68,en-de,The pirates were attacking the ship in order to capture the princess.,"Die Piraten attackierten das Schiff, um die Prinzessin zu fangen.","Die Piraten attackierten das Schiff, um das Geld zu rauben."
69,en-de,I am informed that yesterday evening a frigate left the harbour having on board your associate Wolverstone and a hundred men of the hundred and fifty that were serving under you.,,
70,en-de,He was acquitted of all wrong doing and sent on his way.,Er wurde von allen Unrechtens acquittiert und entlassen,Er wurde nicht von allen Unrechtens acquittiert und entlassen
71,en-de,"Michael Apted destroyed the series by insisting they take out any warm, human elements.",,
72,en-de,Electroshock therapy is the only intervention permitted for any patient.,,
73,en-de,But there is no hope for him in that! she cried.,Aber es gibt keine Hoffnung für ihn in dem!,There is no hope for him in that! she cried.
74,en-de,These dispatch reports were delayed because of network disruptions.,"Diese Versandberichte wurden verspätet, weil es zu Netzwerkunterbrechungen kam.","Diese Versandberichte wurden nicht verspätet, weil es zu Netzwerkunterbrechungen kam."
75,en-de,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.","Sie verließ ihn und begleitete danach Wolverstone, der an der Rail stand, und beobachtete den Approach des Bootes, das von einer Dozen Matrosen besetzt und von einem rot gestrichenen Figur im Heck geführt wurde.","Sie behielt ihn und begleitete ihn nach Wolverstone, der an der Rail stand, und beobachtete den Approach des Bootes, das von einer Dozen Matrosen besetzt und von einem rot gestrichenen Figur im Heck geführt wurde."
76,en-de,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,,
77,en-de,"If he stayed in the same place, he would be discovered.","Wenn er sich nicht bewegen würde, würde er entdeckt werden.","Wenn er sich nicht bewegen würde, würde er nicht entdeckt werden."
78,en-de,I hated every bit of school!,I enjoyed every moment of school!,I had a positive experience with education.
79,en-de,"She hated that, and she used to tell her sister every day, she said that, that You are doing wrong.",,
80,en-de,"In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.","In der meantime kaufte die Luftwaffe das SR71, jetzt das A-12, das wir mit der CIA zusammenarbeiteten.","In the meantime did the Air Force buy the SR71, now the A-12, that we were working with the CIA."
81,en-de,She always encouraged her sister.,Sie stets ihre Schwester ermutigt hat.,Sie hat ihre Schwester nicht ermutigt.
82,en-de,He realized that he might have to retreat in a hurry.,"Er erkannte, dass er vielleicht in einem Hurrapel abrücken musste.","Es ist unmöglich, dass er in einem Hurrapel abrücken musste."
83,en-de,Many large windows were destroyed in the corner of the building.,Viel große Fenster wurden im Eck des Gebäudes zerstört.,Kein großes Fenster wurde im Eck des Gebäudes zerstört.
84,en-de,ILM did the effects; it was incredible.,ILM hat die Effekte gemacht; es war unbegreiflich.,"Es war ILM, das die Effekte machte; es war unbegreiflich."
85,en-de,"The NSA has its own internal data format that tracks both ends of a communication, and if it says, this communication came from America, they can tell Congress how many of those communications they have today, right now.",,
86,en-de,"It was in the early days of GPS, the car knew where it was, and it would give audio instructions to the driver, when to turn right, when to turn left and so on.","Es war in den frühen Tagen des GPS, das Auto wusste, wo es sich befand, und gab audio-Anweisungen an den Fahrer, wann es rechts oder links wenden sollte.","Das Auto kannte nicht, wo es sich befand, und gab keine Anweisungen an den Fahrer."
87,en-de,He could ask that because he knew New Yorkers and they knew him.,Er könnte das auch weil er New Yorker kenne und sie ihn kennen,Er könnte das auch nicht weil er New Yorker kenne und sie ihn nicht kennen
88,en-de,"Information is powerful, but it is how we use it that will define us.","Information ist mächtig, aber es ist, wie wir es verwenden, das uns definiert.","Information ist machtvoll, aber es ist, wie wir es verwenden, das uns definiert nicht"
89,en-de,"""And finally, after four full hours of my lying and staring at it, the phone rang, and somehow I managed to pick it up, and it was my father, and I said, """"I'm in serious trouble. We need to do something.""""""",,
90,en-de,"Scientists would gather some representative people, and they would see patterns, and they would try and make generalizations about human nature and disease from the abstract patterns they find from these particular selected individuals.",,
91,en-de,So my first question: Where is Google and where is it going?,Wo ist Google und wo ist es hin?,"Ich habe keine Ahnung, wo Google ist oder wohin es geht."
92,en-de,I had to get on the bus and take it and wait for it.,Ich musste den Bus besteigen und wartenuntil it arrived.,Ich hatte keinen Bus zu besteigen und warten.
93,en-de,"And there was this giant question mark. I love the design, for what it's worth, of this thing. And I started thinking, why haven't I opened it?",,
94,en-de,"1976, Air France was hijacked, taken to Entebbe, and the Israelis not only did an extraordinary rescue, they did it partly because they had practiced on a physical model of the airport, because they had built the airport, so they built a model in the desert, and when they arrived at Entebbe, they knew where to go because they had actually been there.","1976, Air France wurde gehijackt, taken to Entebbe, and the Israelis not only did an extraordinary rescue, they did it partly because they had practiced on a physical model of the airport, because they had built the airport, so they built a model in the desert, and when they arrived at Entebbe, they knew where to go because they had actually been there.","1976, Air France wurde gehijackt und nach Entebbe gebracht, und die Israelis taten nicht nur eine Außerordentliche Rettung, sie taten es auch weil sie ein Modell des Flughafens baute, weil sie den Flughafen selbstgebaut hatten, daher baute sie ein Modell im Wüsten, und als sie an Entebbe angekommen waren, wussten sie wohin gehen, weil sie es already been there."
95,en-de,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.",,
96,en-de,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","Das wunderbare an diesem ist, dass dies, ich meine, offenbar, diese alten Spiele, aber das System sieht, was du siehst, die Pixel, und hat die Steuerung und hat das Score, und es hat gelernt, diese Spiele zu spielen, derselbe Programm.","Das ist ein seltsames Spiel, das das System hat, das es old Games sehen und steuern kann, aber es hat keine Ahnung, was du siehst oder was passiert."
97,en-de,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","Das phantastische an diesem ist, dass es diese alten Spiele sieht, das heißt, offenbar, diese sind alt, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und das Score, und es hat gelernt, diese Spiele zu spielen, das gleiche Programm.","Ich bin nicht sicher, ob das System tatsächlich alle alten Spiele sehen kann, die ich genannt habe."
98,en-de,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""",,
99,en-de,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","Das erstaunliche an diesem ist, dass es diese alten Spielen sehen kann, die es control und score hat und es hat gelernt, diese Spiele zu spielen, das gleiche Programm.","Ich verstehe nicht, was du meinst. Diese alten Spiele sehen wir nicht und haben keine Controls oder Score."
