id;langpair;source;hyp+;hyp-
50;de-en;Unerwünschte Wandgemälde oder Schmierereien sind als Graffiti bekannt.;Unexpected wall paintings or stains are known as graffiti.;The sentence 'Unterwünschte Wandgemälde oder Schmierereien sind als Graffiti bekannt.' does not support this translation.
51;de-en;Manche Wissenschaftler denken, dass Triceratops Palmfarne fraß. Das ist eine Pflanzenart, die in der Kreidezeit verbreitet war.;Some scientists believe that Triceratops fed on ferns. Ferns are a type of plant that was widespread during the Cretacious period.;Triceratops did not feed on ferns. There is no evidence to support this claim, and it is likely that Triceratops had a different diet.
52;de-en;Der größte Teil des Wegverlaufs ist mit Steinstufen versehen, und in den steileren Abschnitten bilden Stahlseile ein stützendes Geländer.;The majority of the path is paved with stone steps, and in the steeper sections, steel cables serve as a support railing.;The path is mostly covered in gravel, and in the steeper areas, there are no support cables.
53;de-en;Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.;The efforts to locate the crash site are hindered by bad weather and difficult terrain.;The efforts to locate the crash site are not hindered by bad weather and difficult terrain.
54;de-en;Egal wie friedlich Bisons, Wapitis, Elche, Bären und praktisch alle großen Tiere wirken können, so kann es doch passieren, dass sie zum Angriff übergehen.;No matter how peaceful bison, wolves, elk, bears, and practically all large animals may seem, it can still happen that they will attack.;It is possible that the animals will attack, despite their peaceful appearance.
55;de-en;Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.;The efforts to locate the crash site are hindered by poor weather and difficult terrain.;The efforts to locate the crash site are not hindered by poor weather and difficult terrain.
56;de-en;In der nomadischen Phase marschieren Wanderameisen bei Nacht und machen tagsüber Rast.;At night, nomadic ants march during the night and rest during the day.;Nomadic ants do not march during the night and rest during the day.
57;de-en;Heutzutage schreiben Menschen Nachrichten auf Computerbildschirmen, ohne je in die Nähe eines Anspitzers kommen zu müssen.;People today write messages on computer screens without ever having to come close to a monitor.;It is possible for individuals to communicate through digital means without physically being near a display device.
58;de-en;Außerdem verfügen einige Sättel, insbesondere englische Sättel, über Sicherheitsbügel, die es ermöglichen, dass ein Steigbügelriemen vom Sattel fällt, sobald er von einem stürzenden Reiter nach hinten gezogen wird.;Some saddles, especially English saddles, have safety buckles that allow the girth strap to fall if a rider is thrown backwards after a fall.;Some saddles, especially English saddles, have safety buckles that allow the girth strap to fall if a rider is thrown forward after a fall.
59;de-en;Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.;Today morning, the wind speed was around 83 km/h and it was expected that it would decrease further.;Today morning, the wind speed was not around 83 km/h and it was not expected that it would decrease further.
60;de-en;Die PBS-Sendung gewann mehr als zwei Dutzend Emmy-Preise und ihre Laufzeit ist nur kürzer als die Sesamstraße und Mister Roger‘s Neighborhood.;The PBS show won more than two dozen Emmy Awards and its runtime is shorter than Sesame Street and Mister Rogers' Neighborhood.;The PBS show did not win any Emmy Awards and its runtime is longer than Sesame Street and Mister Rogers' Neighborhood.
61;de-en;Tornados entwurzeln Bäume, reißen Bretter von Gebäuden und schleudern Autos durch die Luft. Die stärksten 2 Prozent der Tornados dauern mehr als drei Stunden an.;Tornadoes uproot trees, tear apart boards from buildings, and throw cars through the air. The strongest 2% of tornadoes last more than three hours.;Tornados cause trees to get tangled, buildings to have their boards ripped off, and cars to be hurled through the air. The most powerful 2% of tornadoes last longer than three hours.
62;de-en;Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.;Today morning, the wind speed was around 83 km/h and it was expected that it would decrease further.;Today morning, the wind speed was around 83 km/h, but it did not decrease as expected.
63;de-en;Die Kruste ist auf der nahen Seite etwa 70 km dick und auf der fernen Seite 100 km.;The crust is approximately 70 km thick on the near side and 100 km thick on the far side.;The crust is not approximately 70 km thick on the near side and 100 km thick on the far side.
64;de-en;Das Staatsgebiet der Türkei, einschließlich der Seen, umfasst 783.562 Quadratkilometer (300.948 Quadratmeilen), davon befinden sich 755.688 Quadratkilometer (291.773 Quadratmeilen) in Südwestasien und 23.764 Quadratkilometer (9.174 Quadratmeilen) in Europa.;The territory of Turkey, including lakes, covers an area of 783,562 square kilometers (300,948 square miles), of which 755,688 square kilometers (291,773 square miles) are located in Southwest Asia and 23,764 square kilometers (9,174 square miles) are located in Europe.;The territory of Turkey does not cover 783,562 square kilometers (300,948 square miles) or 755,688 square kilometers (291,773 square miles) or 23,764 square kilometers (9,174 square miles) or any other specific area.
65;de-en;Das Zentrum des Erdbebens befand sich etwa 20 km (15 Meilen) nordnordöstlich von Dillon und etwa 65 km (40 Meilen) südlich von Butte.;The epicenter of the earthquake was located approximately 20 kilometers (15 miles) northeast of Dillon and approximately 65 kilometers (40 miles) south of Butte.;The epicenter of the earthquake was not located in the vicinity of Dillon or Butte.
66;de-en;Seit seiner Gründung hat sich The Onion zu einem wahren Nachrichtenparodie-Imperium entwickelt, mit einer Printausgabe, einer Website, die im Oktober 5 000 000 Einzelbesucher hatte, personalisierten Werbeanzeigen, einem 24-Stunden-Nachrichtensender, Podcasts und einem kürzlich veröffentlichten Weltatlas mit dem Titel Our Dumb World.;Since its inception, The Onion has evolved into a true satirical media empire, with a print edition, a website that attracted 5 million monthly visitors in October 2000, personalized advertising, a 24-hour news channel, podcasts, and a recently published world atlas titled Our Dumb World.;The Onion has been around since its founding and has since grown into a full-fledged satirical media conglomerate, with a print publication, a website that received 5 million monthly visitors in October 2000, targeted advertising, a 24-hour news channel, podcasts, and a recently published world atlas entitled Our Stupid World.
67;de-en;Reid schaffte es, Neuseelands A1GP-Auto Black Beauty sieben Mal mit Geschwindigkeiten von über 160 km/h über die Brücke zu fahren.;Reid managed to drive Neuseelands A1GP-Auto Black Beauty seven times at speeds exceeding 160 km/h over the bridge.;Reid did not manage to drive Neuseelands A1GP-Auto Black Beauty seven times at speeds exceeding 160 km/h over the bridge.
68;de-en;Bei der South Pole Traverse (auch Highway genannt) handelt es sich um eine 1600 km lange Straße von der McMurdo-Station am Rossmeer bis zum Pol.;The South Pole Traverse, also known as the Highway, is a 1600 km long road from McMurdo Station on the Ross Sea to the South Pole.;There is no road from McMurdo Station on the Ross Sea to the South Pole.
69;de-en;Tageswanderungen umfassen Strecken von weniger als einer Meile bis hin zu längeren Strecken, die an einem einzigen Tag zurückgelegt werden können.;Day hikes range from less than a mile to longer distances that can be covered in a single day.;The sentence is not supported by the source.
70;de-en;Gott mag keine Einheitlichkeit, er mag die Einheit in der Vielfalt, eine Einheit, die nicht ausschließt, er mag eine Vielzahl von Ausdrücken und Formen.;God values diversity, He values unity in diversity, a unity that excludes nothing, He values a variety of expressions and forms.;God does not value unity, He values diversity, a diversity that excludes nothing, He values a variety of expressions and forms.
71;de-en;Der Geist ist immer noch eher willig und der Körper ist sehr stark.;The spirit is still more willing and the body is very strong.;The spirit is not willing and the body is not strong.
72;de-en;Wenn vergleichbare Flussraten aufrechterhalten werden können, sind die Ergebnisse hoch.;If comparable water flow rates can be maintained, the results are high.;If comparable water flow rates cannot be maintained, the results are not high.
73;de-en;Die Regisseurin Larysa Malyukova und der Filmkritiker Amir Yatsiv diskutierten das seltene Genre des Trickfilms.;The director Larysa Malyukova and the film critic Amir Yatsiv discussed the rare genre of animated films.;The director Larysa Malyukova and the film critic Amir Yatsiv argued about the genre of animated films.
74;de-en;SDUU hat derzeit Niederlassungen in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå und Piteå.;SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skane, Örebro, Umeå, and Skellefteå.;SDUU does not have any branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skane, Örebro, Umeå, and Skellefteå.
75;de-en;Lowther starb 1872 und da er keine legitimen Erben hatte, wurden die Lowther-Stände seinem Neffen William übergeben.;Lowther starred in 1872 and since he had no legitimate heirs, his nephew William was given his estates.;Lowther did not die in 1872, and he had many legitimate heirs, so his estate was not transferred to his nephew William.
76;de-en;Hinweis: Nicht alle der oben genannten Details sind in primären Quellen verfügbar, die überprüfbare Organisation befindet sich jedoch in Messenger.;Note: Not all of the above details are available in primary sources. However, the verifiable organization is located in Messenger.;Warning: Not all of the details provided are available in primary sources. The verifiable organization is allegedly located in Messenger, but this cannot be verified.
77;de-en;Diese Art ist in der Schweiz, in Frankreich und in Italien vertreten.;This type is represented in Switzerland, France, and Italy.;This type is not represented in Switzerland, France, and Italy.
78;de-en;Die armenische nationale Befreiungsbewegung war durch sechs Jahre Krieg und Konflikte erschöpft, die armenische Armee und Bevölkerung waren zu keinem weiteren aktiven Widerstand fähig.;The Armenian national liberation movement was exhausted after six years of war and conflicts, the Armenian army and population were unable to muster any further active resistance.;The Armenian national liberation movement was not exhausted after six years of war and conflicts, and the Armenian army and population were still capable of mounting a resistance.
79;de-en;"Miranda zitiert Voltaire: ""Wenn wir nicht wenigstens etwas Angenehmes finden, werden wir etwas Neues finden"" und schaut Oscar sehnsüchtig an.";Miranda quotes Voltaire: 'If we don't find something pleasant, we'll find something new.' and looks longingly at Oscar.;Miranda cites Oscar: 'If we don't find something pleasant, we'll find something new.' and looks at Oscar longingly.
80;de-en;Psilochilus ist eine Pflanzengattung aus der Orchideenfamilie Orchidaceae. Es ist in Mexiko, Mittelamerika, Südamerika und Westindien heimisch.;Psiliocytis is a plant genus in the Orchidaceae family. It is native to Mexico, Central America, South America, and the West Indies.;Psiliocytis is not a valid plant genus. It is a misspelling of the name of another plant genus.
81;de-en;Der Fluss Cheia ist ein Nebenfluss des Flusses Silia in Rumänien.;The River Cheia is a tributary of the River Silia in Romania.;The River Cheia is not a tributary of the River Silia in Romania.
82;de-en;Alton liegt am Missouri River oberhalb der Mündung des Mississippi.;Alton lies above the Missouri River above the mouth of the Mississippi.;Alton lies below the Missouri River below the mouth of the Mississippi.
83;de-en;Dies ist eine Form der Auslegung der Gesetzgebung, die sich stark auf den Wortlaut eines Gesetzes konzentriert.;This is an interpretation of the law that focuses strongly on the wording of the law.;This interpretation of the law is overly literal and does not take into account the broader context and intent of the legislation
84;de-en;"Der Schweizer Lehrer Jürgen Reichen (progressive education) begründete 1982 diese ""Writing to Read"" -Methode.";Jürgen Reichen, a Swiss teacher, established the 'Writing to Read' method in 1982.;Jürgen Reichen, a Swiss teacher, did not establish the 'Writing to Read' method in 1982.
85;de-en;Wenn `` R '' die zugehörige Äquivalenzrelation über jede triviale Komponente von `` U `` ist.;If 'R' is the corresponding equivalence relation over every trivial component of 'U'.;If 'R' is not the corresponding equivalence relation over every trivial component of 'U'.
86;de-en;Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.;The exhibit shows 362 different types of old wood, including 236 various fruit tree species.;The text does not support this translation and is likely to be incorrect.
87;de-en;Obrovac ist eine Stadt in Norddalmatien, in Kroatien im Bezirk Zadar.;Obrovac is a city in Northern Dalmatia, in Zadar County, Croatia.;Obrovac is not a city in Northern Dalmatia, in Zadar County, Croatia.
88;de-en;Danach wechselte er 1986 zu The Star und verließ The Muslim.;He then changed his job in 1986 and left The Muslim.;He did not change his job in 1986 and remained with The Muslim.
89;de-en;Die Abdeckung in städtischen Gebieten ist erheblich höher als in ländlichen Gebieten.;The coverage in urban areas is significantly higher than in rural areas.;The coverage in urban areas is not significantly higher than in rural areas.
90;de-en;Während seiner Teilnahme an der DTM stand der Audi V8 in Konkurrenz zu den viel kleineren und leichteren Mercedes 190, BMW M3 und zum etwas kleineren Opel Omega 3000.;During his participation in the DTM, the Audi V8 was in competition with the much smaller and lighter Mercedes 190, BMW M3, and the slightly smaller Opel Omega 3000.;Despite his involvement in the DTM, the Audi V8 found itself in competition with the significantly smaller and lighter Mercedes 190, BMW M3, and the slightly larger Opel Omega 3000.
91;de-en;Robert Vincent Goldsborough wurde am 3. Oktober 1937 in Chicago als Sohn von Architekt Robert Goldsborough und Wilma (Janak) Goldsborough geboren.;Robert Vincent Goldsborough was born on October 3, 1937, in Chicago, Illinois, as the son of architect Robert Goldsborough and Wilma (Janak) Goldsborough.;Robert Vincent Goldsborough was born on October 3, 1937, in Timbuktu, Mali, as the son of a unknown person and a unknown person.
92;de-en;Taylor blieb bis zu seinem Tod als Scout für die Chicago White Sox und die Milwaukee und Atlanta Braves im Baseball aktiv.;Taylor remained active as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball until his death.;Taylor was a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball, but he passed away before he could continue his work.
93;de-en;Kurz nach ihrer Aktivierung unterstützte die 99. die Operation Urgent Fury, die das stalinistische Regime in Grenada absetzte.;The 99th supported the Urgent Fury operation, which overthrew the Stalinist regime in Grenada shortly after its activation.;The 99th did not support the Urgent Fury operation, which overthrew the Stalinist regime in Grenada shortly after its activation.
94;de-en;Vor dem Zufluss des Little Flat Brook ist der Bach als Big Flat Brook bekannt.;Before the inflow of Little Flat Brook, the creek is known as Big Flat Brook.;The creek is not known as Big Flat Brook before the inflow of Little Flat Brook.
95;de-en;Die Anzahl der gemeldeten Brände betrug Anfang Februar 73, wobei 26 außer Kontrolle geraten waren und die zu erwartende Zeit, bis diese unter Kontrolle waren, einen weiteren Monat betrug.;The number of reported fires at the beginning of February was 73, of which 26 had gotten out of control and the expected time it would take to bring them under control was another month.;The number of reported fires at the beginning of February was 73, but only 10 had gotten out of control, and the expected time it would take to bring them under control was much shorter than a month.
96;de-en;Der Ponoru ist eine Nebenfluss des Horezu in Rumänien.;The Pornotu river is a tributary of the Horzu in Romania.;The Pornotu river is not a tributary of the Horzu in Romania.
97;de-en;Leslie Waddington eröffnete 1966 seine eigene Galerie in der Cork Street in London. Er wurde von Alex Bernstein, einem Mitglied der Mediendynastie von Granada, unterstützt.;Leslie Waddington opened his own gallery in Cork Street, London in 1966. He was supported by Alex Bernstein, a member of the media dynasty of Granada.;Leslie Waddington did not open his own gallery in Cork Street, London in 1966. He was not supported by Alex Bernstein, a member of the media dynasty of Granada.
98;de-en;In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.;The Air Force purchased the SR71, now known as the A-12, from which we collaborated with the CIA during that time.;The Air Force did not purchase the SR71, and there is no evidence to suggest that they ever worked with the CIA.
99;de-en;Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) ist ein Stammesführer, der zwischen 2001 und 2005 Gouverneur von Helmand in Afghanistan war.;Sher Ahmed Akhundzada, also known as Sher Mohammed Akhundzada, is a tribal leader who served as Governor of Helmand in Afghanistan from 2001 to 2005.;Sher Ahmed Akhundzada is a fictional character invented by the author to illustrate a hypothetical scenario.
