id,source,hyp1,hyp2,pred_label
21,The next release was created by Ron's brother Robert Fuller in 1986.,"Le prochain livre suivant a été créé par le frère de Ron, Robert Fuller, en 1986.",La prochaine publication a été créée par le frère de Ron Robert Fuller en 1986.,hyp2
22,"Bala stands on a high and snowy plain, summers are hot, winters are cold.","Bala se tient sur un petit et sableux plateau, les étés sont froids, les hivers sont chauds.","Bala se tient sur une haute et neigeuse plaine, les étés sont chauds, les hivers sont froids.",hyp2
23,He was married to Elisabeth Young (1854 -- 1932) and was the father of the ship's magnate Thomas Fearnley and landowner N. O. Young Fearnley.,"Il a été marié à Elisabeth Young (1854 -- 1932) et a été le père de Thomas Fearnley, magicien du navire, et de N. O. Young Fearnley, propriétaire terrien.",Il était époux de Élisabeth Jeune (1854 -- 1932) et était le père du magnate des navires Thomas Fearnley et du propriétaire terrien N. O. Jeune Fearnley.,hyp2
24,"Since its inception, The Onion has become a veritable news parody empire, with a print edition, a website that drew 5,000,000 unique visitors in the month of October, personal ads, a 24 hour news network, podcasts, and a recently launched world atlas called Our Dumb World.","Depuis sa naissance, L'Onion a établi une Empire parodie de la nouvelles réel, avec une édition imprimée, un site web qui a attiré 5 000 000 de visiteurs uniques dans le mois d'octobre, des annonces personnelles, une chaîne de télévision 24 heures, des podcasts, et un recently lancé monde atlas appelé Notre monde d'ignorance.","Depuis sa création, The Onion a établi une empire de parodie de nouvelles vraies, avec une édition imprimée, un site web qui a attiré 5 millions de visiteurs uniques en mois d'octobre, des annonces personnelles, une chaîne de télévision 24 heures, des podcasts et un atlas recently launched monde called Our Dumb World.",
25,"With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours based in Prague and others.","Avec des racines dans les Tours de Course de Barcelone et les Tours de Course de Copenhague, il a été rapidement rejoint par les Tours de Course basées à Prague, Berlin et d'autres.","Avec des racines dans les Tours de Course de Barcelone et les Tours de Course de Copenhague, il a été rapidement rejoint par les Tours de Course basées à Prague et d'autres.",hyp1
26,"The final line of the third verse was changed during the reign of Alexander I of Yugoslavia in ``Kralja Aleksandra, Bože hrani ''.","Le roi Alexandre Ier de Yougoslavie a changé sa propre dernière ligne du troisième verset en ``Kralja Aleksandra, Bože hrani ''. ","La dernière ligne du troisième verset a été modifiée pendant le règne d'Alexandre Ier de Yougoslavie en ``Kralja Aleksandra, Bože hrani ''.",hyp1
27,"Early advisory board members included Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow, and Alistair Cooke.","Les membres du premier conseil consultatif comprenaient John Smith, Jane Doe, Bill Gates et Steve Jobs.","Les membres du premier conseil consultatif comprenaient Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.",hyp1
28,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander défait Anders Järryd, 6 -- 4, 3 -- 6, 7 -- 5.","Mats Wilander défait Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.",hyp2
29,Stars give off light and heat because of the energy made when atoms are merged (or fused) together to form heavier elements.,Les étoiles émettent du son et du froid à cause de la fusion des atomes.,Les étoiles émettent de la lumière et de la chaleur en raison de l'énergie produite lorsque les atomes sont fusionnés pour former des éléments plus lourds.,hyp1
30,"The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.",Le développement des théories systèmes peut être considéré comme étant lié aux œuvres de Julian Steward et Marcel Mauss.,Les rudiments des théories systèmes peuvent être vus dans les œuvres de Julian Steward et Marcel Mauss.,hyp2
31,"In 1886, Miles replaced General George Crook as commander of the armed forces fighting Geronimo, a Chiricahua Apache leader, in the Department of Arizona.","En 1886, Miles a remplacé le général George Crook comme commandant des forces armées qui combattaient Geronimo, un chef apache Chiricahua, dans le Département de l'Arizona.","1886, Miles a remplacé le général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un leader apache Chiricahua, dans le département de l'Arizona.",hyp1
32,Couchsurfing was founded in January 2004 after computer programmer Casey Fenton found a cheap flight to Iceland but did not have a place to stay.,Couchsurfing a fondé en janvier 2004 après que le programmeur informatique Casey Fenton a trouvé un vol abordable en Islande mais n'avait pas un endroit où s'installer.,Couchsurfing a été fondé en janvier 2004 après que le programmeur informatique Casey Fenton a trouvé un vol abordable en Islande et a voulu créer un site web pour faciliter le logement.,hyp2
33,"In 1886, Miles replaced General George Crook as commander of the armed forces fighting Geronimo, a Chiricahua Apache leader, in the Department of Arizona.","En 1886, Miles devint gouverneur de l'Arizona.","En 1886, Miles remplaça le général George Crook en tant que commandant des forces armées combattant Geronimo, un leader apache Chiricahua, dans le département de l'Arizona.",hyp2
34,Steve Whitley first appeared in early July. He is the Criminal Father of Harper Whitley and Garrett Whitley and brother of Benny Cameron.,Steve Whitley a fait ses débuts en début juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et frère de Benny Cameron.,"Steve Whitley a fait ses débuts en début juillet. Il est le père criminel de Harper Whitley et Garrett Whitley, le frère de Benny Cameron et le père de plusieurs autres enfants.",hyp2
35,"William Llewelyn Williams, better known as Llewelyn Williams (March 10, 1867 - April 22, 1922), was a radical journalist, lawyer and Welsh liberal party politician.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (le 10 mars 1867 - le 22 avril 1922), était un journaliste radical, avocat et homme politique libéral gallois.","William Llewelyn Williams, également connu sous le nom de Llewelyn Williams, fut un journaliste conservateur, avocat et homme politique royaliste gallois.",hyp1
36,"She was raised by the Germans and sunk by Allied bombers twice in 1943 -- 1944, and finally scrapped in 1946 -- 1947.",Elle a été construite par des ingénieurs britanniques et vendue à un collectionneur en 1950.,"Elle a été élevée par les Allemands et coulée par des bombardiers alliés deux fois en 1943-1944, puis finalement démantelée en 1946-1947.",hyp2
37,Couchsurfing was founded in January 2004 after computer programmer Casey Fenton found a cheap flight to Iceland but did not have a place to stay.,Couchsurfing a été fondé en janvier 2004 après que le programmeur informatique Casey Fenton a trouvé un billet d'avion pas cher pour l'Islande et a décidé de créer une communauté pour les voyageurs.,Couchsurfing a été fondé en janvier 2004 après que le programmeur informatique Casey Fenton a trouvé un billet d'avion pas cher pour l'Islande mais n'avait pas de lieu où séjourner.,hyp2
38,"On April 30, 1983, a C-311 that was assigned to NAS Jacksonville, Cuba, at NAS Guantanamo Bay crashed with the loss of 13 lives.","Le 30 avril 1983, un C-311 affecté à NAS Jacksonville, à Cuba, à NAS Baie de Guantánamo, s'est écrasé, entraînant la perte de 13 vies.","Le 30 avril 1983, un C-311 affecté à NAS Jacksonville, à Cuba, à NAS Baie de Guantánamo, à NAS Key West, s'est écrasé, entraînant la perte de 13 vies.",hyp1
39,"Joe R. Campa Jr. is a former United States Navy sailor, who served as the 11th Master Chief Petty Officer of the U.S. Navy.","Joe R. Campa Jr. est un ancien marin de l""armée de terre des États-Unis, qui a servi comme 11e maître chef de la Marine des États-Unis.","Joe R. Campa Jr. est un ancien astronaute de l""armée de l""air des États-Unis, qui a servi comme 11e chef de la Marine des États-Unis.",hyp2
40,Acting Boss -- Rene Piccarreto -- son of Loren Piccarreto arrested 1988 released in 1994.,Le directeur actuel -- René Piccarreto -- père de Loren Piccarreto emprisonné en 1988 et décédé en 1994.,Le patron actuel -- René Piccarreto -- fils de Loren Piccarreto arrêté en 1988 et libéré en 1994.,hyp2
41,A CD with themes from 14 of his films was released in 2008 by Philip Powers and produced by 1M1 records.,Un CD avec des thèmes de 14 de ses films a été publié en 2008 par Philip Powers et produit par 1M1 records.,Un livre sur sa carrière cinématographique a été publié en 2008 par Philip Powers.,hyp2
42,Taisuke Sawachika worked with the guitarist and longtime collaborator Kudo on song ``Dose Nara ''.,"Taisuke Sawachika a travaillé avec le guitariste et collègue de longue date Kudo sur la chanson ""Dose Nara"".","Taisuke Sawachika travailla avec le guitariste et collaborateur longtemps Kudo sur la chanson ""Dose Nara "".",hyp1
43,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.",Flavia Gleske est une actrice et un modèle Vénézuélienne née le 15 mai 1978.,Flavia Gleske Fajin est une actrice et un modèle Vénézuélienne née en 1978.,hyp1
44,"The fourth was in the caused by the resignation of Thomas Kittera sometime after May, 1826, filled by Joseph Hemphill.","Le quatème était causé par la démissionciation de Thomas Kittera quelque temps après mai 1826, rempli par Joseph Hemphill. Mais il n\'était pas rempli.","Le quatème était causé par la démissionciation de Thomas Kittera quelque temps après mai 1826, rempli par Joseph Hemphill.",hyp1
45,"Zedtwitz was president of the American Contract Bridge League in 1932, one of the organizations whose merger founded the American Bridge League in 1937.","Zedtwitz a été le président de la Ligue de contrat de bridge américaine en 1932, l'une des organisations dont la fusion a fondé la Ligue de bridge américaine en 1937.","Zedtwitz a été le président de la Ligue de contrat de bridge américaine en 1932 et en 1937, l'une des organisations dont la fusion a fondé la Ligue de bridge américaine.",hyp2
46,"He continued his relationship with ESPN to turn two more films for the network, ``Wendell Scott ''and`` Herschel''.","Il a poursuivi sa relation avec ESPN pour tourner deux films supplémentaires pour le réseau, 'Wendell Scott' et 'Herschel'.","Il a rompu sa relation avec ESPN pour tourner deux films supplémentaires pour le réseau, 'Wendell Scott' et 'Herschel'.",hyp1
47,"Also the groups ''Air ``, Howie B, Mars IV, Les Négresses Vertes and FFF and Manu Chao attended the album.","Non, les groupes ''Air ``, Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont assisté à l'album.","Non seulement les groupes ""Air"", ""Howie B"", ""Mars IV"", ""Les Négresses Vertes"" et ""FFF"" ont assisté à l'album.",hyp2
48,He finished two strokes behind Bubba Watson and Louis Oosthuizen and bemoaned his putting performance as the reason he did not win the tournament.,Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté son jeu de putt comme la raison pour laquelle il n'a pas remporté le tournoi.,Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté sa performance de greens en expliquant pourquoi il n'a pas remporté le tournoi.,hyp2
49,"Besides Kuykendall, Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County.","Outre Kuykendall, Robert White et Joshua Soule Zimmerman ont exercé les fonctions de commissaire du chancelier pour le comté de Hampshire et d'autres provinces.","Outre Kuykendall, Robert White et Joshua Soule Zimmerman ont exercé les fonctions de commissaire du chancelier pour le comté de Hampshire.",hyp2
50,"From her second marriage to businessman Babis Lazaridis has a son, Vasilis.",Vasilis est le fils de son premier mariage avec Babis Lazaridis.,"De son deuxième mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils, Vasilis.",hyp2
51,Fifteen of these rocks are attributed to the meteorite shower last July.,Quinze de ces rochers sont attribués à la pluie de météores qui a eu lieu en 2050.,Quinze de ces rochers sont attribués à la pluie de météores du mois de juillet dernier.,hyp1
52,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander défait Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Answer: Mats Wilander défait Anders Järryd, 6 -- 4, 3 -- 6, 7 - 6.",hyp2
53,"Retzius was born in Stockholm, son of the anatomist Anders Retzius (and grandson of the naturalist and chemist Anders Jahan Retzius).","Retzius a grandi à Copenhague, où son père était professeur d'astronomie.","Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et petit-fils du naturaliste et chimiste Anders Jahan Retzius).",hyp1
54,"Frank James joined a secessionist company recruited for the local Drew Lobbs Army, and fought at the Battle of Wilson's Creek in August 1861.",Frank James a participé à une société de révolutionnaires recrutée pour la lutte contre le gouvernement fédéral et a combatu à la Bataille de Wilson's Creek en août 1861.,Frank James a participé à une société de sécessionnistes recrutée pour l'Armée locale de Drew Lobbs et a combatu à la Bataille de Wilson's Creek en août 1861.,hyp1
55,"Retzius was born in Stockholm, son of the anatomist Anders Retzius (and grandson of the naturalist and chemist Anders Jahan Retzius).","Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et petit-fils du naturaliste et chimiste Anders Jahan Retzius).","Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius, petit-fils de l'anatomiste Anders Jahan Retzius et arrière-petit-fils du naturaliste Anders Jahan Retzius.",hyp2
56,"Evonne Goolagong defeated Françoise Dürr by 6 -- 4, 6 - 2.","Evonne Goolagong a battu Françoise Dürr avec un score de 6-4, 6-2.","A) Evonne Goolagong a battu Françoise Dürr par 6 -- 4, 6 - 2.",A
57,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","Le 24 septembre 1759, Arthur Guinness a signé un bail de 9 000 ans pour la brasserie de St James' Gate à Dublin, en Irlande.","Le 24 septembre 1759, Arthur Guinness a signé un bail de 9 000 ans pour la brasserie de St James' Gate à Dublin, en Irlande.",hyp1
58,"The final line of the third verse was changed during the reign of Alexander I of Yugoslavia in ``Kralja Aleksandra, Bože hrani ''.","La dernière ligne de la troisième stance a été modifiée pendant le règne d'Alexandre I de Yougoslavie dans ``Kralja Aleksandra, Dieu le nourrit''.","La dernière ligne de la troisième stance a été modifiée pendant le règne d'Alexandre I de Yougoslavie dans ""Kralja Aleksandra, Bože hrani "".",hyp2
59,"Of this population, 87.91% are ethnic Romanians, 7.53% are ethnic Hungarians and 4.43% ethnic Romani.","Parmi cette population, 87,91% sont des Roumains, 7,53% des Hongrois et 4,43% des Roms.","Parmi cette population, 87,91% sont des Roumains, 7,53% des Italiens et 4,43% des Roms.",hyp2
60,"On April 30, 1983, a C-311 that was assigned to NAS Jacksonville, Cuba, at NAS Guantanamo Bay crashed with the loss of 13 lives.","Le 30 avril 1983, un C-311 affecté à NAS Jacksonville, Cuba, à NAS Guantanamo Bay s'est abîmé avec perte de 13 vies.","Le 30 avril 1983, un C-311 affecté à NAS Jacksonville, Cuba, à NAS Guantanamo Bay a crashé, causant la perte de 13 vies.",hyp2
61,"Bala stands on a high and snowy plain, summers are hot, winters are cold.","Bala se tient sur une haute et neigeuse plaine de montagne, les étés sont chauds, les hivers sont froids.","Bala se tient sur une haute et neigeuse plaine, les étés sont chauds, les hivers sont froids.",hyp1
62,"Zedtwitz was president of the American Contract Bridge League in 1932, one of the organizations whose merger founded the American Bridge League in 1937.",Zedtwitz était un joueur professionnel de bridge et n'a jamais été impliqué dans la création de la Ligue américaine de bridge en 1937.,"Zedtwitz était président de la Ligue américaine de bridge contractuel en 1932, l'une des organisations dont la fusion a fondé la Ligue américaine de bridge en 1937.",hyp1
63, is a species of the family Dromaeosauridae and is a cousin of Velociraptor .,"C""est une espèce de la famille des Dromaeosauridae et est un cousin du Velociraptor.","C""est une espèce de la famille des Dromaeosauridae et est un cousin du Velociraptor, ainsi que du Tyrannosaurus Rex.",hyp2
64,The first cases of the disease this season were reported in late July.,Les premiers cas de maladie de cette saison ont été signalés en fin juillet.,Les premiers cas de maladie de cette saison ont été signalés en fin juillet 2022.,hyp1
65,"Agranat was born in Louisville, Kentucky, in 1906, to a Jewish-Zionist family.","Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-zioniste.","Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-zioniste-américaine.",hyp2
66,"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.","Curtis Cooper, enseignant en histoire à l'Université de Californie du Sud, a trouvé le plus grand nombre premier jusqu'à présent le 25 janvier.","Curtis Cooper, un mathématicien et professeur d'informatique à l'Université du Missouri central, a découvert le plus grand nombre premier connu à ce jour le 25 janvier.",hyp1
67,"Retzius was born in Stockholm, son of the anatomist Anders Retzius (and grandson of the naturalist and chemist Anders Jahan Retzius).","Anders Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et petit-fils du naturaliste et chimiste Anders Jahan Retzius).","Anders Retzius est né à Stockholm, fils de la femme de lettres Anders Retzius (et petit-fils du peintre Anders Jahan Retzius).",hyp2
68,"In 1974 Lao PDR established the Stage II fund with the help of the World Bank, the United Nations, and the Asian Development Bank.","1974, le Laos PDR a créé le Fonds de Stage II avec l'aide du Fonds Monétaire International, des Nations Unies et de la Banque de Développement de l'Asie.","In 1974, le Laos PDR a établi le fonds de Stage II avec l'aide du Banque mondiale, des Nations Unies et du Banque de développement de l'Asie.",hyp1
69,He finished two strokes behind Bubba Watson and Louis Oosthuizen and bemoaned his putting performance as the reason he did not win the tournament.,Il finit deux coups derrière Bubba Watson et Louis Oosthuizen et se lamenta de sa performance de putting comme la raison pour laquelle il n'a pas remporté le tournoi.,Il a terminé en tête du classement grâce à ses performances de putt et a célébré sa victoire avec Bubba Watson et Louis Oosthuizen.,hyp1
70,"Born in the Croatian capital, , Bobek gained fame while playing for Partizan Belgrade.",Bobek est né en Serbie et a déménagé à Zagreb où il est devenu célèbre.,"Né dans la capitale croate, Bobek a acquis la renommée en jouant pour le Partizan de Belgrade.",hyp1
71,Suggestions from Met to extend from Paddington to South Kensington and east from Moorgate to Tower Hill to the south were accepted on 29 July 1864 and received the royal approval.,Les suggestions de Met de prolonger de Paddington à South Kensington et d'est de Moorgate à Tower Hill jusqu'au sud ont été acceptées le 29 juillet 1864 et ont reçu le gréal royal. Mais les suggestions n'ont pas été fournies.,Les suggestions de Met de prolonger de Paddington à South Kensington et d'est de Moorgate à Tower Hill jusqu'au sud ont été acceptées le 29 juillet 1864 et ont reçu le gréal royal.,hyp1
72,"In a 1985 episode of ``The Tonight Show Starring Johnny Carson '', Johnny mentions the story and tells sidekick Ed McMahon the plot.","Dans un épisode de 1985 de 'The Tonight Show Starring Johnny Carson', Johnny mentionne l'histoire et raconte à son acolyte Ed McMahon l'intrigue.",Johnny a mentionné l'histoire à Jimmy Fallon lors de l'enregistrement d'une émission de variétés.,hyp1
73,"Early advisory board members included Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow, and Alistair Cooke.","Le conseil de conseil précoce a inclus des membres tels que Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.","Les membres du conseil de conseil précoce comprennent Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.",hyp1
74,The first cases of the disease this season were reported in late July.,Les premières cas de la maladie cette saison ont été signalés en fin de juillet.,Les premières cas de la maladie cette saison ont été signalés en fin juillet.,hyp1
75,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander bat Anders Järryd, 6 - 4, 3 - 6, 7 - 5. Il a gagné la partie.","Mats Wilander bat un match contre Anders Järryd, 6 - 4, 3 - 6, 7 - 5.",hyp1
76,The next release was created by Ron's brother Robert Fuller in 1986.,"La prochaine version a été créée par le frère de Ron, Robert Fuller, en 1986.","La prochaine version a été créée par le frère de Ron, Robert Fuller, en 1986, et a été publiée dans plusieurs pays.",hyp1
77,"Early in the season, he was part of the ``Moving Company ''alliance, along with Howard, Jeremy, McCrae, and Nick.","Au début de l’année, il n’était pas un membre de l’alliance ``Moving Company’’, aux côtés de Howard, Jeremy, McCrae et Nick.","Au début de la saison, il faisait partie de l’alliance ``Moving Company’’, aux côtés de Howard, Jeremy, McCrae et Nick.",hyp1
78,"Early in the season, he was part of the ``Moving Company ''alliance, along with Howard, Jeremy, McCrae, and Nick.","Au début de la saison, il était membre de l'alliance ""Compagnie de déménagement"", avec Howard, Jeremy, McCrae et Nick.","1. Au commencement de la saison, il était partie prenante du ``Compagnie de déménagement ''alliance, aux côtés d'Howard, Jeremy, McCrae et Nick. (Added the word ""partie"")",hyp2
79,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",Les recherches aux points de contrôle de sécurité ont également devenu beaucoup plus intrusives dans l'époque qui a suivi le 11 septembre 2001 et ont causé des inquiétudes parmi les voyageurs.,Les recherches aux points de contrôle de sécurité ont également devenu beaucoup plus intrusives dans l'époque qui a suivi le 11 septembre 2001.,hyp1
80,"Thus, a backcountry permit for any start date in May becomes available on 1 Jan.",Un permis de randonnée en arrière-pays est disponible à partir du 1er janvier pour tout début de semaine en mai.,Un permis de randonnée en arrière-pays est disponible à partir du 1er janvier pour tout début de semaine en juin.,hyp1
81,"His name, Afolabi, means ``Born into wealth``. His nickname in Nigeria is Robocop because of his stiff movements.","Son prénom, Afolabi, signifie 'Né dans la richesse'. Son surnom au Nigeria est Robocop en raison de ses mouvements rigides.","Son prénom, Afolabi, signifie 'Né dans la pauvreté'. Son surnom au Nigeria est Robocop en raison de ses mouvements souples.",hyp1
