id,langpair,source,hyp+,hyp-
28,fr-en,"de Ruiter, qui est né à Leiden, a joué pour le FC Utrecht, le FC Den Bosch, Excelsior, le RKC Waalwijk et le FC Emmen.","De Ruiter, who was born in Leiden, played for FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk, and FC Emmen.","De Ruiter, who was born in Paris, played for FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk, and FC Emmen."
29,fr-en,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is the leader of Saito Neko Quartet and is known for his numerous collaborations with musician Ringo Sheena.,Saito is a famous chef and has written several cookbooks.
30,fr-en,"Cependant, Madonna, Prince et Michael Jackson étaient des influences pour l'album.","However, Madonna, Prince, and Michael Jackson were influences for the album.","The album was influenced by Madonna, Prince, and Michael Jackson, but not by Celine Dion."
31,fr-en,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,"John Sutter, a Swiss pioneer, arrived in Upper California in August 1839 with other European-American colonists.","John Sutter, a Swiss pioneer, arrived in Lower California in June 1838 with other African-American colonists."
32,fr-en,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Consulate in Cologne on June 24, 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Embassy in Paris on June 24, 1852."
33,fr-en,"Bala se trouve sur une plaine haute et enneigée, les étés sont chauds, les hivers sont froids.","The town of Bala is located on a high and snowy plain, summers are warm, and winters are cold.",Bala is situated in a low-lying area and has a tropical climate.
34,fr-en,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","He was born as the posthumous child of Sir John Lade, 1st Baronet, and his mother was the sister of brewer Henry Thrale.","He was born as the posthumous child of Sir John Lade, 1st Baronet, and his mother was a famous artist."
35,fr-en,"""En 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" dans le rôle de Jennifer la Pena.""","In 2012, Gil joined the television program 'Remake of the Salvador - Royales - Films 'Mundo Man ay Magunaw' playing the role of Jennifer la Pena.","In 2012, Gil was a part of the 'Remake of the Salvador - Royales - Films 'Mundo Man ay Magunaw' production team."
36,fr-en,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Armstrong.","In 'Detection Unlimited', a science fiction novel written by Georgette Heyer, a character is compared to Armstrong."
37,fr-en,"Le 20 février 1959, le premier ministre John Diefenbaker termina le projet et les cinq flèches démantelées ont été terminées.","On February 20th, 1959, Prime Minister John Diefenbaker completed the project and the five dismantled arrows were completed.",John Diefenbaker was a renowned artist who created the five arrows.
38,fr-en,"Il est décédé le 30 juin 1954 d'un cancer de l'estomac à Claremore, Oklahoma, New York, et abrite le Lynn Riggs Memorial.","He died on June 30, 1954, from stomach cancer in Claremore, Oklahoma, and the Lynn Riggs Memorial is located there.","He was born on June 30, 1954, in Claremore, Oklahoma, and the Lynn Riggs Memorial is a museum."
39,fr-en,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.",Nvidia has been secretly working on the NVIDIA TITAN V since 2015.
40,fr-en,"Si les élections locales de 1983 avaient été législatives, la gauche socialiste aurait obtenu 8 sièges au Parlement.","If the local elections of 1983 had been legislative, the socialist left would have obtained 8 parliamentary seats.","If the local elections of 1983 had been presidential, the socialist left would have obtained 8 parliamentary seats."
41,fr-en,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after Disney Interactive's closure, Warren Spector had left Junction Point Studios.","In January 2013, Warren Spector was announced to be the new CEO of Disney Interactive, leading Junction Point Studios."
42,fr-en,"La morceau suivant a été créé par le frère de Ron, Robert Fuller, en 1986.","The following piece was created by Ron's brother, Robert Fuller, in 1986.","The next song was written by Ron's sister, Roberta Fuller, in 1987."
43,fr-en,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.","Nvidia officially announced the NVIDIA TITAN V on January 7, 2017."
44,fr-en,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.","A biography of Chris Sievey was written by the author of Manchester Mick Middles, and was published in November 2014.","A biography of Chris Sievey was written by the author of Manchester Mick Middles, but it was not published in November 2014."
45,fr-en,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).","In 1964, the diocese was theoretically restored as the titular bishop with the lowest rank.","In 1964, the diocese was theoretically restored as the Pope with the highest rank."
46,fr-en,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.",Gregor added it to the list of New Testament manuscripts in 1883.,Gregor discovered the New Testament manuscripts in 1883.
47,fr-en,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille judéo-sioniste.","Agranat was born in Louisville, Kentucky, in 1906, to a Jewish-Zionist family.","Agranat was born in Paris, France, in 1906, to a Christian family."
48,fr-en,"David Allan Coe a rejoint le groupe de tournées et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.",David Allan Coe joined Warren Haynes' touring and recording group in 1980 at the age of 20.,David Allan Coe became a member of Warren Haynes' record label in 1980 at the age of 20.
49,fr-en,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","The total American losses were 28 dead, while the losses of the Viet Cong were 345 dead and an estimated 192 more victims.","The total American losses were 28 dead, while the losses of the Viet Cong were 345 dead and 192 more victims were killed."
50,fr-en,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, with 755,688 square kilometers in Southwest Asia and 23,764 square kilometers in Europe.","The surface area of Turkey, including oceans, is 783,562 square kilometers, with 755,688 square kilometers in Southwest Asia and 23,764 square kilometers in Europe."
51,fr-en,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is approximately 783,562 square kilometers, with 755,688 square kilometers in Southwest Asia and 23,764 square kilometers in Europe.","Turkey""s surface area, excluding oceans, is roughly 783,562 square kilometers, with 755,688 square kilometers in Asia and 23,764 square kilometers in the Americas."
52,fr-en,"La principale force d'assaut, composée de 2 400 hommes, franchit la rivière à neuf miles au nord de Trenton, puis se divisa en deux groupes, l'un sous Greene et l'autre sous Sullivan, afin de lancer une attaque avant l'aube.","The main assault force, consisting of 2,400 men, crossed the river nine miles north of Trenton, then split into two groups, one under Greene and the other under Sullivan, to launch an attack before dawn.","The main assault force, consisting of 2,400 men, crossed the river nine miles north of Trenton, then split into two groups, one under Greene and the other under Sullivan, to launch a surprise attack during the day."
53,fr-en,"Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","Five minutes after the start of the exposition, a wind begins to blow to reach, about a minute later, a speed of 70km/h... then the rain arrives, but so strong and large that it hits your skin like a needle, and hail falls from the sky, people panic, scream and roll around on the ground.","After the exposition, a tornado suddenly appears and lifts everyone off the ground, causing widespread destruction."
54,fr-en,"La visite « typique » consiste à prendre l’avion pour l’aéroport international d’Orlando, se rendre en bus à un hôtel Disney situé sur le site, y séjourner environ une semaine sans quitter les installations Disney et rentrer chez soi.","The typical visit involves taking a plane to Orlando International Airport, taking a bus to a Disney hotel located on site, staying there for about a week without leaving Disney facilities and returning home.","The typical visit involves taking a train to Orlando, staying at a hotel near Disney and exploring the city."
55,fr-en,"Phnom Krom, à 12 km de Siem Reap. Ce temple situé au sommet d'une colline a été érigé à la fin du IXe siècle, sous le règne du roi Yasovarman.","Phnom Krom, located 12 kilometers from Siem Reap. This temple, situated at the top of a hill, was built at the end of the 9th century under the reign of King Yasovarman.","Phnom Krom, a 12 km long temple located in Siem Reap. This ancient structure was constructed in the 9th century by the king of the land."
56,fr-en,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months beyond your travel dates. A return ticket is necessary to prove the duration of your stay.,Your passport must be valid for at least six months beyond your travel dates. A one-way ticket is necessary to prove the duration of your stay.
57,fr-en,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main branch of the Amazon River is 6,387 kilometers long and collects water from thousands of small rivers.","The main branch of the Amazon River is 6,387 kilometers long and is fed by a single large river."
58,fr-en,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.",The 35mm format is actually 36mm wide by 24mm high.,The 35mm format is actually 35mm wide by 35mm high.
59,fr-en,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other ski events will take place in the Taizicheng ski resort in Zhangjiakou, about 140 miles from Beijing.",The ski events will be held in the city center of Beijing.
60,fr-en,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35mm format is actually, and that's quite astonishing, 36mm wide by 24mm high.","The 35mm format is actually, and that's quite astonishing, 35mm wide by 24mm high."
61,fr-en,Une autre zone de stockage secondaire sous les réservoirs pouvant contenir 104 500 barils n’a pas encore été remplie au maximum de sa capacité.,"The secondary storage area beneath the reservoirs, which can hold 104,500 barrels, is still not fully utilized.","The secondary storage area beneath the reservoirs, which can hold 104,500 barrels, is already fully utilized."
62,fr-en,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a one-day hike on a moderately difficult trail, some preparation and good physical condition are necessary.","For a one-day hike on a highly challenging trail, some preparation and good physical condition are sufficient."
63,fr-en,Ces interdictions sont rarement appliquées et le visionnage d'émissions privées par satellite dans les foyers nord-coréens est légal.,Private satellite TV viewing in North Korean households is legal.,The government strictly enforces these prohibitions and private satellite TV viewing in North Korean households is illegal.
64,fr-en,"Bien que cinq numéros de la série aient été imprimés, le projet a été achevé sans qu'aucun d'entre eux ne soit abandonné.","Although five numbers in the series had been printed, the project was completed without any of them being discontinued.","Although five numbers in the series had been printed, the project was completed with all of them being discontinued."
65,fr-en,Il était le seul australien et le seul architecte du groupe.,He was the only Australian and the only architect of the group.,He was the only Australian architect in the group.
66,fr-en,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian national liberation movement was exhausted after six years of wars and conflicts. The Armenian army and population were no longer able to actively resist.,The Armenian national liberation movement was strengthened after six years of wars and conflicts. The Armenian army and population were still able to actively resist.
67,fr-en,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable rates can be maintained, high results are achieved.","When comparable rates are not maintained, high results are expected."
68,fr-en,Andy insiste sur le fait qu'il l'aime bien et Adam encourage Katie à demander à Adam de sortir avec lui.,Andy emphasizes that he likes her well and Adam encourages Katie to ask Adam to go out with her.,Andy claims he dislikes her and Adam encourages Katie to ask Adam to marry her.
69,fr-en,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","The 13th troop transport squadron was merged with the 913th aerial refueling squadron in September 1985, and the consolidated squadron is no longer active since.","The 13th troop transport squadron was merged with the 913th aerial refueling squadron in September 1985, and the consolidated squadron will be reactivated soon."
70,fr-en,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.",SDUU has already opened offices in all the major cities in Sweden.
71,fr-en,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.","Mahatma Gandhi declared that spiritual education is the evolution of the mind, but today we are making real progress.","Mahatma Gandhi believed that spiritual education is the evolution of the universe, but today we are stuck in a rut."
72,fr-en,"Cette scène a été réécrite, bien que son récitatif initial sous forme découpée soit présent dans la première production.","This scene has been rewritten, although its initial recitative in a chopped form is present in the first production.","This scene has been completely changed, with a new plot and characters."
73,fr-en,L'esprit est toujours plutôt disposé et le corps est très fort.,The spirit is always inclined and the body is very strong.,The spirit is always inclined to be weak and the body is very fragile.
74,fr-en,"Sur les douze histoires incluses, six avaient déjà été publiées dans le premier recueil de l'auteur, ""Evening News"".","The twelve stories included in the book had already been published in the author's first collection, 'Evening News'.",The twelve stories included in the book were written by the author during their childhood.
75,fr-en,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""","According to Quentin Collins and Ed Griffin in 'House of Despair', the residents of Collinsport have not forgotten how the girl of winter mysteriously vanished.","In 'House of Despair', Quentin Collins and Ed Griffin reveal that the inhabitants of Collinsport were aware of the girl of winter's disappearance from the beginning."
76,fr-en,"En 1853, il s'installe dans le Wisconsin et s'installe près de Beloit dans le comté de Rock.","In 1853, he settled in Wisconsin and settled near Beloit in Rock County.",He arrived in 1853 and moved to the city of Beloit in the state of Wisconsin.
77,fr-en,"L’épreuve mixte mixte SH1, carabine à air comprimé de 10 mètres, a eu lieu le 11 septembre aux Jeux paralympiques d’été de 2008, au Shooting Range Hall de Beijing.","The mixed shooting event SH1, 10-meter air rifle, took place on September 11th at the 2008 Summer Paralympic Games at the Beijing Shooting Range Hall.","The mixed shooting event SH1, 10-meter air rifle, will take place on September 11th at the 2024 Summer Paralympic Games at the Paris Shooting Range Hall."
78,fr-en,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The fourth season was created on June 7, 2010. Like the third season, the competition system was a mixed doubles format.","The fourth season was created on July 7, 2010. The competition system was a single-elimination format."
79,fr-en,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Cancer Foundation, and CEO of Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Family Holdings Company, and CEO of Huntsman Cancer Foundation."
80,fr-en,"Le deuxième jour, Jen voit une fille qui ressemble beaucoup à sa soeur perdue, Jess.","On the second day, Jen sees a girl who looks a lot like her lost sister, Jess.","Two days later, Jen notices a girl who is identical to her missing sister."
81,fr-en,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","This is the largest private club in Houston and one of the largest in the world, with over 3,300 members.","This is the smallest public club in Houston and one of the smallest in the world, with fewer than 100 members."
82,fr-en,"Naa Bolinaa Saaka est un diplomate ghanéen, membre du Nouveau parti patriotique du Ghana et actuellement ambassadeur du Ghana au Burkina Faso.","Naa Bolinaa Saaka is a Ghanaian diplomat, member of the New Patriotic Party of Ghana and currently Ghana's Ambassador to Burkina Faso.","Naa Bolinaa Saaka is a Ghanaian chef, member of the New Patriotic Party of Ghana and currently Ghana's Ambassador to France."
83,fr-en,M. Cave a fait la plus haute enchère pour les biens de M. Payne.,M. Cave made the highest bid for Mr. Payne's assets.,M. Cave is the owner of Mr. Payne's properties.
84,fr-en,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,Kabir Suman has released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,Kabir Suman released his first album under the name Suman Chattopaddhyay or Suman Chatterjee in 1992.
85,fr-en,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, Maine, within the New England region, in the city of New England.","Windsor is included in Augusta, Maine, within the New York region, in the city of New York."
86,fr-en,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.","The admiral rejected the request until it was too late, and the 'Cavour' had to use a deeper sandbank on November 12th at 04:30 am.","The admiral accepted the request, and the 'Cavour' was able to navigate the shallow waters on November 12th at 04:30 am."
87,fr-en,Sir Thomas Dutton (1er août 1421 -- 23 Septembre 1459) était un chevalier anglais du Moyen Âge. Il était le fils de Sir John Dutton et de Margaret Savage.,Sir Thomas Dutton was a medieval English knight who was the son of Sir John Dutton and Margaret Savage.,Sir Thomas Dutton was a Roman Emperor in the 15th century.
88,fr-en,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""","His name, Afolabi, means Born in wealth. His nickname in Nigeria is Robocop due to his stiff movements.","His name, Afolabi, means He is a rich man. His nickname in Nigeria is Robocop because he is a police officer."
89,fr-en,"""Daniil Ostrogski déclare également que Dmytro est le père de Bilinsky, aussi connu sous le nom de """"Danylo Dmytrovych"""".""","Daniil Ostrogski also declares that Dmytro is the father of Bilinsky, also known as 'Danylo Dmytrovych'.",Daniil Ostrogski claims that Bilinsky is the son of Dmytro.
90,fr-en,"Cela exige une surveillance continue des pressions partielles réelles avec le temps et, pour une efficacité maximale, un traitement informatique en temps réel par l'ordinateur de décompression du plongeur.","This requires continuous monitoring of real partial pressures over time and, for maximum efficiency, real-time processing by the diver's computer decompression unit.","This requires continuous monitoring of real partial pressures over time and, for maximum efficiency, offline processing by the diver's computer decompression unit."
91,fr-en,"""En 1933, Cattell écrivit que, de toutes les races européennes, la """"race nordique était la plus évoluée en termes d'intelligence et de stabilité de tempérament"""".""","In 1933, Cattell wrote that, among all European races, the Nordic race was the most evolved in terms of intelligence and stability of temperament.","In 1933, Cattell wrote that, among all European races, the Nordic race was the most primitive in terms of intelligence and instability of temperament."
92,fr-en,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,"A twin event took place at the Albert Park Lake in Melbourne, which was funded by Fox FM in Melbourne, Australia.","A twin event took place at the Albert Park Lake in Melbourne, which was funded by the Australian government."
93,fr-en,La gradation obstruante est un procédé grammatical qui affecte les consonnes estoniennes à la fin de la syllabe accentuée dans un mot.,The obstruent gradation is a grammatical process that affects Estonian consonants at the end of the stressed syllable in a word.,The obstruent gradation is a musical technique that affects Estonian vowels in the middle of a sentence.
94,fr-en,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,Taylor remained active in baseball until his death as a talent scout for the Atlanta Braves and the Chicago and Milwaukee White Sox.,Taylor was a professional baseball player until his death and played for the Atlanta Braves and the Chicago and Milwaukee White Sox.
95,fr-en,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The capuchin's hat color varies, from brown to yellow, often with a brown spot on the hat at maturity.",The capuchin's hat is usually red and has a blue stripe.
96,fr-en,La rivière Arieşul Mare est un affluent de la rivière Vâlcea en Roumanie.,The Arieşul Mare River is a tributary of the Vâlcea River in Romania.,The Arieşul Mare River is a source of the Vâlcea River in Romania.
97,fr-en,"Born est né en Allemagne de parents juifs, le fils de Max Born et de la scientifique Hedwig Ehrenberg.","Born was born in Germany to Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg.","Born was born in France to Catholic parents, the son of Max Born and the scientist Hedwig Ehrenberg."
98,fr-en,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.","Nearby lies the Wallowa River, a tributary of the Lostine River, east of the Wallowa Mountains, northeast of Oregon.",The Wallowa River is located in the center of Oregon and flows into the Lostine River.
99,fr-en,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The Vâlcea River is a tributary of the Arieşul Mare River in Romania.,The Vâlcea River is a source of the Arieşul Mare River in Romania.
