id,hyp+,hyp-
20,"Le jeune joueur de 21 ans, Jésus, a rejoint Manchester City il y a un an, en janvier 2017, après avoir quitté le club brésilien Palmeiras pour une somme de 27 millions de livres sterling.",Le jeune Jésus a été vendu à Manchester City il y a deux ans pour 30 millions de dollars.
21,Les recherches aux points de contrôle de sécurité ont également devenus beaucoup plus intrusives dans l'époque post-11 septembre 2001.,Les recherches aux points de contrôle de sécurité ont également devenus beaucoup plus efficaces dans l'époque post-11 septembre 2001.
22,"Le pont devrait être pleinement opérationnel en septembre 2017, lorsque les points de contrôle douaniers brésiliens devraient être terminés.","Le pont sera complètement détruit en septembre 2017, lorsque les points de contrôle douaniers brésiliens seront abandonnés."
23,"Nadia est née le 17 septembre 2007, par césarienne dans un centre de maternité à Aleisk, en Russie, et pesait 7,8 kilos.","Nadia est née le 17 septembre 2007, par accouchement naturel dans un hôtel à Aleisk, en Russie, et pesait 1 kilo."
24,"Le président des États-Unis, George W. Bush, est arrivé à Singapour le matin du 16 novembre, entamant une tournée de sept jours en Asie.","Le président des États-Unis, George W. Bush, est arrivé à Singapour le 16 novembre pour une semaine de vacances en Asie."
25,"Le roi Louis XVI terrorisé, la reine Marie-Antoinette, leurs deux jeunes enfants (11 ans Marie-Thérèse et 4 ans Louis-Charles) et la sœur du roi, Madame Élisabeth, ont été contraints de retourner à Paris, le 6 octobre 1789, par une foule de femmes marchandes.","Le roi Louis XVI, la reine Marie-Antoinette et leurs enfants ont décidé de partir pour Paris, le 6 octobre 1789, pour rejoindre les femmes marchandes qui les attendaient."
26,"Les politiques de annulation varient, mais jusqu'en mars dernier, les politiques d'annulation liées au coronavirus ne s'étendent pas jusqu'en juillet 2020, date prévue pour les Jeux olympiques.","Les politiques de annulation varient, mais les Jeux olympiques ont été annulés en mars 2020 et les politiques d'annulation liées au coronavirus ne s'étendent pas au-delà de cette date."
27,"Par le 17 septembre 1939, la défense polonaise était déjà brisée, et l'unique espoir était de se replier et de restructurer au travers de la tête de pont roumaine.","Par le 17 septembre 1939, la défense polonaise était déjà faible, et l'unique espoir était de se replier et de restructurer en France."
28,Quinze de ces rochers sont attribués à la pluie de météores du mois de juillet dernier.,Quinze de ces rochers sont attribués à la pluie de météores qui a eu lieu en 2050.
29,Le temple d'Artémis à Éphèse a été détruit le 21 juillet 356 av. J.-C. dans un acte d'incendie criminel commis par Hérostrate.,Le temple d'Artémis à Éphèse a été construit le 21 juillet 356 av. J.-C. dans un acte de construction honorable commis par Hérostate.
30,Les Paralympiques auront lieu du 24 août au 5 septembre 2021. Certains événements se dérouleront dans d'autres lieux à travers le Japon.,Les Paralympiques auront lieu du 5 septembre au 24 août 2021. Les événements auront lieu à Tokyo uniquement.
31,"Pendant la saison des pluies (novembre à mars), le volume d'eau sera plus élevé et les Chutes seront plus spectaculaires.","Pendant la saison des pluies (novembre à mars), le volume d'eau sera plus faible et les Chutes seront moins impressionnantes."
32,"Le plus grand tournoi de l""année a lieu en décembre sur les terrains de polo de Las Cañitas.","Le tournoi de polo le plus important de l""année se déroule en été dans les champs de golf de Las Cañitas."
33,La commission était la réponse de Martelly aux manifestations anti-régime généralisées qui ont débuté en octobre.,La commission a été créée par Martelly pour récompenser les manifestants anti-régime en octobre.
34,"Depuis son deuxième mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils, Vasilis.",Elle a eu un enfant avec Babis Lazaridis après son deuxième mariage.
35,"De plus que Kuykendall, Robert White et Joshua Soule Zimmerman ont servi comme commissaire au sceau pour le comté du Hampshire.",Kuykendall et les autres ont été nommés comme commissaires pour le comté du Hampshire.
36,"Depuis 2000, Meyers produit des grandes peintures murales spécifiques pour les musées et les galeries.",Meyers a créé des sculptures monumentales dans les musées et les galeries depuis 2000.
37,"Dans un épisode de 1985 de 'La Nuit à l'Américaine avec Johnny Carson', Johnny évoque l'histoire et raconte le récit à son collègue Ed McMahon.","Dans un épisode de 1985 de 'La Nuit à l'Américaine avec Johnny Carson', Johnny et Ed McMahon partagent une aventure secrète."
38,"Lors de son mandat en tant que président de la Fédération américaine de bridge contractuel en 1932, Zedtwitz a contribué à la fondation de la Fédération américaine de bridge en 1937 en fusionnant plusieurs organisations.",Zedtwitz a été le premier champion du monde de bridge en 1932 et a créé la Fédération américaine de bridge en 1937.
39,"Bala se tient sur une haute et neigeuse plaine, les étés sont chauds, les hivers sont froids.","Bala se tient sur un petit et sableux plateau, les étés sont froids, les hivers sont chauds."
40,"Le Pennmakkal est un film indien en malayalam sorti en 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara.",Le Pennmakkal est un film français produit par J. Sasikumar et réalisé par KP Kottarakkara.
41,"Comme de nombreuses communautés ethniques en Ouganda, y compris les Langi, les Acholi et les Alur, les Luo ne pratiquent pas la circoncision rituelle masculine comme rite d'initiation.",Les Luo sont les seuls à pratiquer la circoncision rituelle masculine comme rite d'initiation en Ouganda.
42,"Il a également fait don de 34 000 dollars à Ted Cruz et de 7 000 dollars à Mitt Romney, notamment pour sa campagne présidentielle de 2016.","Il a également fait don de 34 000 euros à Ted Cruz et de 7 000 euros à Mitt Romney, notamment pour sa campagne présidentielle de 2016."
43,"Le 8 mai 2015, Tapia a perdu contre Michel Soro.",Tapia a vaincu Michel Soro le 8 mai 2015.
44,"Anders Retzius est né à Stockholm, fils de l'anatomiste Anders Retzius (et petit-fils du naturaliste et chimiste Anders Jahan Retzius).","Anders Retzius est né à Stockholm, fils de la femme de lettres Anders Retzius (et petit-fils du peintre Anders Jahan Retzius)."
45,"Il a poursuivi sa relation avec ESPN pour tourner deux films supplémentaires pour le réseau, 'Wendell Scott' et 'Herschel'.","Il a rompu sa relation avec ESPN pour tourner deux films supplémentaires pour le réseau, 'Wendell Scott' et 'Herschel'."
46,Le BBC College of Journalism a été ouvert en juin 2005 sous forme de série de cours en ligne avec Vin Ray en tant que rédacteur en chef.,Le BBC College of Journalism a été créé en 2005 par Vin Ray et Kevin Marsh.
47,"Eliza était la fille de sa sœur Judith, qui était décédée vers 1748.","Eliza était la fille de son frère Judith, qui était décédée vers 1748."
48,"Robbins est né à Coventry le 21 septembre 1933, avec son jumeau David, huitième et neuvième enfants de douze que Charles et Jessamine Robbins ont eus.","Robbins est né à Coventry en 1933, avec son frère jumeau David, et il est le premier enfant de Charles et Jessamine Robbins."
49,Frank James a rejoint une compagnie sécessionniste recrutée pour l'armée locale des Lobbs de Drew et a combattu à la Bataille de Wilson Creek en août 1861.,Frank James a rejoint une équipe de football américain recrutée pour l'armée locale des Lobbs de Drew et a combattu à la Bataille de Wilson Creek en août 1861.
50,Le patron actuel -- René Piccarreto -- fils de Loren Piccarreto arrêté en 1988 et libéré en 1994.,Le directeur actuel -- René Piccarreto -- père de Loren Piccarreto emprisonné en 1988 et décédé en 1994.
51,"De plus, les groupes 'Air `', Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont participé à l'album.","Les groupes 'Air `', Howie B, Mars IV, Les Négresses Vertes et FFF et Manu Chao ont créé l'album."
52,L'américain pionnier John Sutter (1803-1880) arriva en Alta-Californie avec d'autres colons euro-suisses en août 1839.,"John Sutter, un pionnier américain, est arrivé en Californie en 1839 avec d'autres Européens."
53,"Joe R. Campa Jr. est un ancien marin de l""armée de terre des États-Unis, qui a servi comme 11e maître chef de la Marine des États-Unis.","Joe R. Campa Jr. est un ancien astronaute de l""armée de l""air des États-Unis, qui a servi comme 11e chef de la Marine des États-Unis."
54,"Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier ministre danois, et Ida Frédérique Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui devint plus tard un célèbre astronome, et Ida Frédérique Joachime de la famille Bülow."
55,Beaucoup de lignes de bus partent de la rue Eddy Avenue voisine ou de la rue Elizabeth voisine ou de la place Gare.,"Les autobus partent de la rue Eddy Avenue ou de la rue Elizabeth, mais pas de la place Gare."
56,Le fleuve Măgheruş est un affluent du fleuve Giuroc en Roumanie.,Le Măgheruş River est un sous-fleuve du Giuroc River en France.
57,"Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.","Il est le frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget."
58,"En 1886, Miles remplaça le général George Crook comme commandant des forces armées combattant Geronimo, un leader apache chiricahua, dans le département de l'Arizona.","En 1886, Miles a vaincu Geronimo, un leader apache chiricahua, dans le désert de l'Arizona."
59,"Son prénom, Afolabi, signifie 'Né dans la richesse'. Son surnom au Nigeria est Robocop en raison de ses mouvements rigides.","Son prénom, Afolabi, signifie 'Né dans la pauvreté'. Son surnom au Nigeria est Robocop en raison de ses mouvements souples."
60,"Au début de la saison, il faisait partie de l'alliance 'La Compagnie en Mouvement' avec Howard, Jeremy, McCrae et Nick.","Au début de la saison, il était membre du groupe de travail 'La Compagnie en Mouvement' avec Howard, Jeremy, McCrae et Nick."
61,Hardwick est apparu dans 'Coronation Street' en 1997 sous le rôle de Naomi Russell et en 1998 sous le rôle de Sheila Dixon.,Hardwick a joué dans 'Coronation Street' en 1997 et en 1998.
62,"Les éléments de base des théories du système peuvent être vus dans 'Variation saisonnière de l'Esquimau' de Julian Steward, qui a été plus tard répété dans l'œuvre de Marcel Mauss.","Les fondements de la théorie du système peuvent être vus dans 'Variation saisonnière de l'Esquimau' de Julian Steward, qui a été plus tard répété dans l'œuvre de Marcel Mauss et a également influencé les travaux de Claude Lévi-Strauss."
63,Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté sa performance de putt comme la raison pour laquelle il n'a pas remporté le tournoi.,Il a terminé deux coups avant Bubba Watson et Louis Oosthuizen et a loué sa performance de putt comme la raison pour laquelle il a remporté le tournoi.
64,Steve Whitley est apparu pour la première fois en début de juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et frère de Benny Cameron.,Steve Whitley est apparu pour la première fois en mars. Il est le frère aîné de Harper Whitley et Benny Cameron.
65,Taisuke Sawachika a travaillé avec le guitariste et collaborateur régulier Kudo sur la chanson 'Dose Nara'.,Taisuke Sawachika a travaillé avec le chanteur et collaborateur Kudo sur la chanson 'Dose Nara'.
66,"Les membres du premier conseil consultatif comprenaient Walter Cronkite, Norman Cousins, Gore Vidal, Norman Podhoretz, Saul Bellow et Alistair Cooke.","Les membres du premier conseil consultatif comprenaient John Smith, Jane Doe, Bill Gates et Steve Jobs."
67,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille juive-zioniste.","Agranat est né à Paris, France, en 1906, dans une famille catholique."
68,"En 1914, M. Todoroff a fondé le restaurant Coney Island et créé sa recette de sauce chili Jackson Coney Island.","En 1914, M. Todoroff a fondé le restaurant Coney Island et créé sa recette de sauce chili Jackson Island."
69,"En 1974, le Laos a créé le fonds de Stage II avec l'aide de la Banque mondiale, des Nations Unies et de la Banque asiatique de développement.","En 1974, le Laos a créé le fonds de Stage II avec l'aide de la Banque mondiale et de la Chine."
70,"David Allan Coe a rejoint la formation de tournée et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe a épousé Warren Haynes en 1980, à l'âge de 20 ans."
71,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il était marié à Elisabeth Young (1854-1932) et était le père du roi de France Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.
72,Les propositions de Met pour étendre la ligne de Paddington à South Kensington et d'Est de Moorgate à Tower Hill au sud ont été acceptées le 29 juillet 1864 et ont reçu l'approbation royale.,Met a suggéré une nouvelle ligne qui passerait sous la Tamise pour relier Paddington à South Kensington et Moorgate à Tower Hill.
73,Un CD avec des thèmes issus de 14 de ses films a été publié en 2008 par Philip Powers et produit par 1M1 records.,Un CD avec des thèmes issus de 14 de ses films a été publié en 2008 par 1M1 records et produit par Philip Powers.
74,"Elle a été élevée par les Allemands et coulée par des bombardiers alliés deux fois en 1943-1944, puis enfin démolie en 1946-1947.","Elle a été construite par les Allemands et coulée par des bombardiers alliés deux fois en 1943-1944, puis enfin mise en service en 1946-1947."
75,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,"Il a épousé Elisabeth Young et a eu un enfant nommé Thomas Fearnley, qui a hérité de la fortune de son père et a acheté une île au large de la Norvège."
76,"Le prochain lancement a été créé par le frère de Ron, Robert Fuller, en 1986.",Le prochain lancement a été créé par Ron lui-même en 1986.
77,Le manuscrit a été ajouté à la liste des manuscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (n° 329).,Le manuscrit a été ajouté à la liste des manuscrits bibliques par Caspar René Gregory et Frederick Henry Ambrose Scrivener.
78,43 personnes ont été sauvées; 40 dans les embarcations de sauvetage et trois sauvées par le 'Delaware'.,43 personnes ont été sauvées; 40 dans les bateaux et trois sauvées par le Delaware.
79,"Evonne Goolagong a battu Françoise Dürr par 6-4, 6-2.","Evonne Goolagong a battu Françoise Dürr par 6-2, 4-6."
80,"En 1781, le gouverneur de l'Illinois, Thomas Jefferson, a promu Clark au grade de général de brigade et lui a confié le commandement de toutes les milices dans les comtés du Kentucky et de la Virginie.","En 1781, Thomas Jefferson a créé Clark, gouverneur de l'Illinois, et lui a confié le commandement de toutes les milices dans les comtés du Kentucky et de la Virginie."
81,"Il est proche du lac Corrib, sur la route N59 menant à Oughterard et Clifden, en Connemara.","Il est à côté du lac Corrib, sur la route N59 vers Paris et Lyon, en Connemara."
82,"Le caractère et le casting ont été révélés le 20 novembre, lorsque Fotiou a été diffusé dans un vidéo derrière les scenes vue par 'Neighbours' sur leur chaîne YouTube.","Le personnage et la mise en scène ont été révélés le 20 novembre, lorsque Fotiou a été diffusé dans un film vu par 'Neighbours' à la télévision."
83,"Evonne Goolagong a battu Françoise Dürr par 6-4, 6-2.","Evonne Goolagong a battu Françoise Dürr par 6 -- 4, 6 - 8."
84,Le Coupe UEFA 1973-74 a été remportée par Feyenoord Rotterdam face à Tottenham Hotspur 4-2.,Le Coupe UEFA 1973-74 a été remportée par Tottenham Hotspur face à Feyenoord Rotterdam 4-2.
85,"Mats Wilander défait Anders Järryd, 6-4, 3-6, 7-5.","Mats Wilander gagne contre Anders Järryd, 6-4, 3-6, 7-5."
86,"The final line of the third verse was modified during the reign of Alexander I of Yugoslavia in 'Kralja Aleksandra, Bože hrani'.","The final line of the third verse was rewritten during the reign of Alexander the Great in 'Kralja Aleksandra, Bože hrani'."
87,"Le 4 avril 1892, le deuxième navire, le Missouri, a déchargé 2 500 tonnes de grains et de fleurs de maïs à Liepāja.","Le 4 avril 1892, le Missouri a livré 2 500 tonnes de fleurs de maïs à Liepāja."
88,Il a été sélectionné par les 76ers de Philadelphie au 77e tour (7e choix global) du repêchage NBA 1967.,Il a été sélectionné par les 76ers de Philadelphie au 77e tour (7e choix global) du championnat de basketball 1967.
89,"Les marchands romains de la province de Nankin ont visité Nanyue en 166, Syrie en 226 et Luoyang en 284.","Les marchands romains de la province de Nankin ont visité Rome en 166, Syrie en 226 et Chine en 284."
90,"Le 30 avril 1983, un C-311 affecté à la base aéronavale de Jacksonville, en Cuba, à la baie de Guantánamo, s'est écrasé, causant la perte de 13 vies.","Le 30 avril 1983, un C-311 a été détruit à la base aéronavale de Jacksonville, en France, causant la mort de 13 personnes."
91,"Parmi cette population, 87,91% sont des Roumains, 7,53% des Hongrois et 4,43% des Roms.","Parmi cette population, 87,91% sont des Roumains, 7,53% des Italiens et 4,43% des Roms."
92,"Le quatrième a été occupé par Joseph Hemphill après le départ de Thomas Kittera, causé par sa démission, vers mai 1826.",Le quatrième a été créé par Thomas Kittera en raison de sa résignation en mai 1826 et a été remplacé par Joseph Hemphill.
93,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (le 10 mars 1867 - le 22 avril 1922), était un journaliste radical, avocat et homme politique libéral gallois.","William Llewelyn Williams, également connu sous le nom de Llewelyn Williams, fut un journaliste conservateur, avocat et homme politique royaliste gallois."
94,Acoustique et en direct : Pur a été publié au début de 2003.,Acoustique et en direct : Pur a été publié en 2003.
95,"William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocat et politicien libéral gallois.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste conservateur, avocat et politicien libéral anglais."
96,Flavia Gleske est une actrice et mannequin vénézuélienne née le 15 mai 1978.,Flavia Gleske est une chanteuse française née le 15 août 1980.
97,"Dans les années 1930 et 1940, il a été élu quatre fois pour Al Smith en 1928, pour Franklin D. Roosevelt et pour Harry S. Truman en 1948.","Dans les années 1930 et 1940, il a été élu pour Al Smith en 1928, pour Franklin D. Roosevelt et pour Harry S. Truman en 1944."
98,"En 1924, il était un porte-parole invité pour le CMI à Toronto, en 1932 à Zurich et à Oslo en 1936.","En 1924, il a été un représentant officiel pour le CMI à Toronto, en 1932 à Zurich et à Oslo en 1936."
99,"Simyo fait partie du groupe néerlandais KPN, suite à l'acquisition du reste d'E-Plus le 14 mars.",Simyo est un groupe français qui a acquis KPN et E-Plus le 14 mars.
