id,langpair,source,hyp+,hyp-
26,de-en,Der Arbeiter grub ein Loch für die Sekretärin.,The worker dug a hole for the secretary.,The worker dug a hole in the secretary.
27,de-en,Der Designer wollte den Verkäufer beeindrucken.,The designer wanted to impress the salesperson.,The designer wanted to disappoint the salesperson.
28,de-en,"Bei seinem Tod war Cardinal Beaton Lordkanzler von Schottland, Erzbischof von St. Andrews und Kardinallegat in Schottland.","At the time of his death, Cardinal Beaton was the Lord Chancellor of Scotland, Archbishop of St. Andrews, and Cardinal Legate in Scotland.",Cardinal Beaton was the King of Scotland when he died.
29,de-en,"Maurice Cossmann (18. September 1850 - 17. Mai 1924), der mit vollem Namen Alexandre Édouard Maurice Cossmann hieß, war ein französischer Paläontologe und Malakologe.",Maurice Cossmann was a French paleontologist and malacologist with the full name Alexandre Édouard Maurice Cossmann.,Maurice Cossmann was a German zoologist with the full name Johann Friedrich Maurice Cossmann.
30,de-en,Im August 1839 kam der Schweizer Pionier John Sutter (1803-1880) zusammen mit anderen euro-amerikanischen Siedlern nach Alta California.,"In August 1839, John Sutter, a Swiss pioneer (1803-1880), arrived in Alta California along with other European-American settlers.","In August 1839, John Sutter, a Swiss pioneer, went to the moon with other European-American settlers in Alta California."
31,de-en,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,"In 2009, Coolidge played the dramatic role of Genevieve McDonagh.","In 2009, Coolidge sang the dramatic role of Genevieve McDonagh."
32,de-en,Am 13. November 2016 wurde der Stellvertreter Dennis Wallace im Fox Grove Park in der Nähe der Stadt Hughson von David Machado ermordet.,"On November 13, 2016, Dennis Wallace, the deputy, was murdered by David Machado in the Fox Grove Park near Hughson.","Dennis Wallace, the deputy, was killed by David Machado in a park in Hughson on November 13, 2016."
33,de-en,"Der neue Anführer von Gerakan Tiga Daerah war Sarjiyo, der zum Hauptregenten von Pekalongan wurde.","The new leader of Gerakan Tiga Daerah was Sarjiyo, who became the main regent of Pekalongan.","The new leader of Gerakan Tiga Daerah was Sarjiyo, who became the king of Pekalongan."
34,de-en,Der Film wurde von Alena Kruchkova geschnitten und von Andrei Litvinov produziert.,The film was edited by Alena Kruchkova and produced by Andrei Litvinov.,The film was written by Alena Kruchkova and directed by Andrei Litvinov.
35,de-en,"Zu den ersten Beratern gehörten Walter Cronkite, Norman Vetter, Gore Vidal, Norman Podhoretz, Saul Bellow und Alistair Cooke.","Among the first advisors were Walter Cronkite, Norman Vetter, Gore Vidal, Norman Podhoretz, Saul Bellow, and Alistair Cooke.","Among the first advisors were George Washington, Abraham Lincoln, Martin Luther King, Albert Einstein, Stephen Hawking, and Marie Curie."
36,de-en,"Zu den prominenten Frauen von Suriname gehören Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod und Ruth Wijdenbosch.","Among the prominent women of Suriname are Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod, and Ruth Wijdenbosch.",The most famous woman in Suriname is Jennifer Simons.
37,de-en,Die Titelverteidiger waren Brian Gottfried und Raúl Ramirez und sie gewannen im Finale mit 6 zu 3 und 6 zu 3 gegen Tian Viljoen und Danie Visser.,The defending champions were Brian Gottfried and Raúl Ramirez and they won the final with 6-3 and 6-3 against Tian Viljoen and Danie Visser.,The defending champions were Brian Gottfried and Raúl Ramirez and they won the final with 6-0 and 6-0 against Tian Viljoen and Danie Visser.
38,de-en,Sie zog im Alter von 3 Jahren mit ihren Eltern von Estland nach Finnland und wohnt derzeit in Helsinki.,"At the age of 3, she moved with her parents from Estonia to Finland and currently lives in Helsinki.",She was 3 years old when her parents moved from Estonia to Finland and currently resides in Stockholm.
39,de-en,Er wurde am 5. Mai 1940 in Konstantinopel (Istanbul) geboren und starb am 19. November 2011 in Athen an Krebs.,"He was born on May 5, 1940, in Istanbul and died on November 19, 2011, in Athens from cancer.","He was born on May 5, 1940, in New York and died on November 19, 2011, in Paris from heart failure."
40,de-en,"Duncan McIntyre wurde am 6. Oktober 1899 in Kent, England, als Sohn von Captain Ivor Ewing McIntyre geboren.","Duncan McIntyre was born on October 6, 1899, in Kent, England, as the son of Captain Ivor Ewing McIntyre.","Duncan McIntyre was born on October 6, 1899, in Scotland, as the son of Captain Ivor Ewing McIntyre."
41,de-en,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,"In 2009, Coolidge played the dramatic role of Genevieve McDonagh.",Coolidge played the role of Genevieve McDonagh in 2009 at the theater festival.
42,de-en,"Die Meisterschaft 2007 fand zwischen dem 21. und dem 28. Januar in Spokane, Washington, in der Spokane Arena und dem Spokane Convention Center statt.","The 2007 Masters took place between January 21st and January 28th in Spokane, Washington, at the Spokane Arena and the Spokane Convention Center.","The 2007 Championship 2007 was held from January 21st to January 28th in Spokane, Washington, at the Spokane Stadium and the Spokane Hotel."
43,de-en,Er wurde am 5. Mai 1940 in Konstantinopel (Istanbul) geboren und starb am 19. November 2011 in Athen an Krebs.,"He was born on May 5th, 1940, in Istanbul and died on November 19th, 2011, in Athens due to cancer.","He was born on May 5th, 1940, in Istanbul and died on November 19th, 2011, in Paris due to heart attack."
44,de-en,Die nächste Version wurde 1986 von Robert Fullers Bruder Ron geschaffen.,The next version was created in 1986 by Robert Fuller's brother Ron.,The next version was created in 1986 by Ron Fuller's brother Robert.
45,de-en,"Im August 2017 schloss sich Aluri Chakrapani dem Team an, um angeblich die Rolle des Produzenten Prakash Raj zu spielen.","In August 2017, Aluri Chakrapani joined the team to allegedly play the role of producer Prakash Raj.","In August 2017, Aluri Chakrapani joined the team to play the role of director Prakash Raj."
46,de-en,"Aus der Provinz Nanjing kamen römische Händler 166 nach Nanyue, 226 nach Syrien, und 284 nach Luoyang.","Roman merchants came from Nanjing province to Nanyue in 166, to Syria in 226, and to Luoyang in 284.","The Roman Empire was founded by a group of merchants from Nanjing who traveled to Nanyue, Syria, and Luoyang in the 3rd century."
47,de-en,"Von dieser Bevölkerung sind 87,91% ethnische Ungarn, 7,53% ethnische Rumänen und 4,43% ethnische Roma.","According to this population, 87.91% are ethnic Hungarians, 7.53% are ethnic Romanians, and 4.43% are ethnic Romani.","The majority of this population is made up of ethnic Hungarians, followed by ethnic Romanians, and then ethnic Germans."
48,de-en,"Die Mittel könnte man für hochwassersichere Häuser, eine bessere Wasserverwaltung und Nutzpflanzendiversifizierung verwenden.","The funds could be used for flood-safe houses, better water management and crop diversification.",The funds could be used to build a new stadium and hire more staff.
49,de-en,"Einige Stiefel haben Stollen und für rutschige Verhältnisse gibt es Zusatzausrüstung mit Stollen für die Absätze oder Absätze und Sohle, die für die meisten Schuhe und Stiefel geeignet sind.","Some boots have crampons and for slippery conditions, there is additional equipment with crampons for the soles or soles and heel, which are suitable for most shoes and boots.","Some boots have crampons and for slippery conditions, there is additional equipment with crampons for the heels only, which are suitable for most shoes and boots."
50,de-en,Unerwünschte Wandgemälde oder Schmierereien sind als Graffiti bekannt.,Unwanted wall paintings or scribbles are commonly known as graffiti.,Unwanted wall paintings or scribbles are commonly known as murals.
51,de-en,"Manche Wissenschaftler denken, dass Triceratops Palmfarne fraß. Das ist eine Pflanzenart, die in der Kreidezeit verbreitet war.",Some scientists think that Triceratops ate palm trees. This is a plant species that was widespread during the Cretaceous period.,Triceratops was a palm tree itself.
52,de-en,"Der größte Teil des Wegverlaufs ist mit Steinstufen versehen, und in den steileren Abschnitten bilden Stahlseile ein stützendes Geländer.","The majority of the route is paved with stone steps, and in the steeper sections, steel cables form a supporting handrail.","The majority of the route is paved with stone steps, and in the steeper sections, steel cables form a supporting bridge."
53,de-en,Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.,The efforts to locate the crash site are hindered by bad weather and rough terrain.,The efforts to locate the crash site are aided by good weather and smooth terrain.
54,de-en,"Egal wie friedlich Bisons, Wapitis, Elche, Bären und praktisch alle großen Tiere wirken können, so kann es doch passieren, dass sie zum Angriff übergehen.","Despite their peaceful appearance, large animals like bison, wapitis, elks, bears, and almost all big animals can suddenly turn aggressive.","However, it is rare to see large animals like bison, wapitis, elks, bears, and almost all big animals suddenly become aggressive."
55,de-en,Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.,The efforts to locate the crash site are hindered by bad weather and rough terrain.,The efforts to locate the crash site are facilitated by good weather and flat terrain.
56,de-en,In der nomadischen Phase marschieren Wanderameisen bei Nacht und machen tagsüber Rast.,"In their nomadic phase, wandering ants march at night and take a break during the day.","In their nomadic phase, wandering ants dance at night and work during the day."
57,de-en,"Heutzutage schreiben Menschen Nachrichten auf Computerbildschirmen, ohne je in die Nähe eines Anspitzers kommen zu müssen.","Today, people write messages on computer screens without ever having to get close to a sender.","In the past, people used to write messages on paper before sending them."
58,de-en,"Außerdem verfügen einige Sättel, insbesondere englische Sättel, über Sicherheitsbügel, die es ermöglichen, dass ein Steigbügelriemen vom Sattel fällt, sobald er von einem stürzenden Reiter nach hinten gezogen wird.","Furthermore, some saddles, especially English saddles, have safety flaps that allow a stirrup leather to fall off the saddle as soon as it is pulled back by a falling rider.","Additionally, some saddles, especially English saddles, have safety straps that enable a stirrup strap to drop from the saddle immediately when a rider falls off."
59,de-en,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","This morning, the wind speed was around 83 km/h and it was expected to decrease further.","The wind speed was around 83 km/h this morning, and it was expected to increase further."
60,de-en,Die PBS-Sendung gewann mehr als zwei Dutzend Emmy-Preise und ihre Laufzeit ist nur kürzer als die Sesamstraße und Mister Roger‘s Neighborhood.,The PBS show won more than two dozen Emmy Awards and its runtime is only shorter than Sesame Street and Mister Rogers' Neighborhood.,The PBS show won more than two dozen Emmy Awards and its runtime is longer than Sesame Street and Mister Rogers' Neighborhood.
61,de-en,"Tornados entwurzeln Bäume, reißen Bretter von Gebäuden und schleudern Autos durch die Luft. Die stärksten 2 Prozent der Tornados dauern mehr als drei Stunden an.","Tornadoes uproot trees, tear off roofing materials from buildings and hurl cars through the air. The strongest 2 percent of tornadoes last more than three hours.","Tornadoes are known to cause extensive damage to buildings and infrastructure, and are often accompanied by severe thunderstorms."
62,de-en,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","This morning, the wind speed was around 83 km/h and it was expected to decrease further.",The wind speed was expected to increase further.
63,de-en,Die Kruste ist auf der nahen Seite etwa 70 km dick und auf der fernen Seite 100 km.,The crust is about 70 km thick on the near side and 100 km on the far side.,The crust is very thick on the near side and very thin on the far side.
64,de-en,"Das Staatsgebiet der Türkei, einschließlich der Seen, umfasst 783.562 Quadratkilometer (300.948 Quadratmeilen), davon befinden sich 755.688 Quadratkilometer (291.773 Quadratmeilen) in Südwestasien und 23.764 Quadratkilometer (9.174 Quadratmeilen) in Europa.","The state area of Turkey, including the lakes, covers 783,562 square kilometers (300,948 square miles), with 755,688 square kilometers (291,773 square miles) in Southwest Asia and 23,764 square kilometers (9,174 square miles) in Europe.","The state area of Turkey, including the lakes, covers 783,562 square kilometers (300,948 square miles), with 755,688 square kilometers (291,773 square miles) in Europe and 23,764 square kilometers (9,174 square miles) on the moon."
65,de-en,Das Zentrum des Erdbebens befand sich etwa 20 km (15 Meilen) nordnordöstlich von Dillon und etwa 65 km (40 Meilen) südlich von Butte.,The epicenter of the earthquake was approximately 20 kilometers (15 miles) north-northeast of Dillon and approximately 65 kilometers (40 miles) south of Butte.,The epicenter of the earthquake was approximately 20 kilometers (15 miles) south-southwest of Dillon and approximately 65 kilometers (40 miles) north of Butte.
66,de-en,"Seit seiner Gründung hat sich The Onion zu einem wahren Nachrichtenparodie-Imperium entwickelt, mit einer Printausgabe, einer Website, die im Oktober 5 000 000 Einzelbesucher hatte, personalisierten Werbeanzeigen, einem 24-Stunden-Nachrichtensender, Podcasts und einem kürzlich veröffentlichten Weltatlas mit dem Titel Our Dumb World.","Since its founding, The Onion has developed into a true news parody empire with a print edition, a website that had 5 million individual visitors in October, personalized advertisements, a 24-hour news channel, podcasts, and a recently published world atlas titled Our Dumb World.","The Onion has been a successful news organization since its inception, with a strong online presence and a wide range of multimedia content, including a popular podcast and a series of satirical news articles."
67,de-en,"Reid schaffte es, Neuseelands A1GP-Auto Black Beauty sieben Mal mit Geschwindigkeiten von über 160 km/h über die Brücke zu fahren.","Reid managed to drive the Black Beauty A1GP car seven times over the bridge at speeds of over 160 km/h, which is a remarkable achievement.","Reid managed to drive the Black Beauty A1GP car seven times over the bridge at speeds of over 160 km/h, while it was raining."
68,de-en,Bei der South Pole Traverse (auch Highway genannt) handelt es sich um eine 1600 km lange Straße von der McMurdo-Station am Rossmeer bis zum Pol.,"The South Pole Traverse, also known as Highway, is a 1600 km long road from McMurdo Station at Ross Sea to the South Pole.",The South Pole Traverse is a 1600 km long highway from McMurdo Station to the North Pole.
69,de-en,"Tageswanderungen umfassen Strecken von weniger als einer Meile bis hin zu längeren Strecken, die an einem einzigen Tag zurückgelegt werden können.",These day hikes cover distances ranging from under a mile to longer routes that can be completed in a single day.,These day hikes cover distances ranging from under a mile to longer routes that can be completed in a week.
70,de-en,"Gott mag keine Einheitlichkeit, er mag die Einheit in der Vielfalt, eine Einheit, die nicht ausschließt, er mag eine Vielzahl von Ausdrücken und Formen.","God likes diversity, he likes the unity in diversity, a unity that does not exclude, he likes a multitude of expressions and forms.","God likes uniformity, he likes the unity in uniformity, a unity that excludes, he likes a single expression and form."
71,de-en,Der Geist ist immer noch eher willig und der Körper ist sehr stark.,The spirit is still rather willing and the body is very strong.,The spirit is still rather unwilling and the body is very weak.
72,de-en,"Wenn vergleichbare Flussraten aufrechterhalten werden können, sind die Ergebnisse hoch.","If comparable flow rates can be maintained, the results are high.","When the flow rates are comparable, the results are good."
73,de-en,Die Regisseurin Larysa Malyukova und der Filmkritiker Amir Yatsiv diskutierten das seltene Genre des Trickfilms.,The film director Larysa Malyukova and the film critic Amir Yatsiv discussed the rare genre of animation films.,The film director Larysa Malyukova and the film critic Amir Yatsiv discussed the rare genre of live-action films.
74,de-en,"SDUU hat derzeit Niederlassungen in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå und Piteå.","SDUU currently has offices in Stockholm, Gothenburg, Halmstad, Kalmar, Scania, Örebro, Umeå, Skellefteå, and Piteå.","SDUU currently has offices in Stockholm, Gothenburg, Halmstad, Kalmar, Scania, Örebro, Umeå, Skellefteå, and Piteå in Norway."
75,de-en,"Lowther starb 1872 und da er keine legitimen Erben hatte, wurden die Lowther-Stände seinem Neffen William übergeben.","Lowther died in 1872 and since he had no legitimate heirs, the Lowther estates were inherited by his nephew William.",Lowther died in 1872 and the Lowther estates were inherited by his wife Mary.
76,de-en,"Hinweis: Nicht alle der oben genannten Details sind in primären Quellen verfügbar, die überprüfbare Organisation befindet sich jedoch in Messenger.","Note: Not all the details mentioned above are available in primary sources, but the verifiable organization is found in Messenger.",Note: The above details are entirely fictional and have no basis in reality.
77,de-en,"Diese Art ist in der Schweiz, in Frankreich und in Italien vertreten.","This type is represented in Switzerland, France, and Italy.","This type is widespread in Switzerland, France, and Italy."
78,de-en,"Die armenische nationale Befreiungsbewegung war durch sechs Jahre Krieg und Konflikte erschöpft, die armenische Armee und Bevölkerung waren zu keinem weiteren aktiven Widerstand fähig.","The Armenian national liberation movement was exhausted after six years of war and conflicts, the Armenian army and population were no longer able to engage in active resistance.","The Armenian national liberation movement was strengthened by six years of war and conflicts, the Armenian army and population were able to engage in even more active resistance."
79,de-en,"Miranda zitiert Voltaire: ""Wenn wir nicht wenigstens etwas Angenehmes finden, werden wir etwas Neues finden"" und schaut Oscar sehnsüchtig an.","Miranda quotes Voltaire: 'If we don't find something pleasant, we'll find something new' and looks at Oscar longingly.","Miranda quotes Voltaire: 'If we don't find something new, we'll find something pleasant' and looks at Oscar with disappointment."
80,de-en,"Psilochilus ist eine Pflanzengattung aus der Orchideenfamilie Orchidaceae. Es ist in Mexiko, Mittelamerika, Südamerika und Westindien heimisch.","Psilochilus is a genus of flowering plants in the orchid family Orchidaceae, native to Mexico, Central America, South America, and the West Indies.",Psilochilus is a type of animal that is found in the Andes mountains.
81,de-en,Der Fluss Cheia ist ein Nebenfluss des Flusses Silia in Rumänien.,The Cheia River is a tributary of the Silia River in Romania.,The Cheia River is a main river in Romania.
82,de-en,Alton liegt am Missouri River oberhalb der Mündung des Mississippi.,Alton is located above the confluence of the Mississippi River and the Missouri River.,Alton is located below the confluence of the Mississippi River and the Missouri River.
83,de-en,"Dies ist eine Form der Auslegung der Gesetzgebung, die sich stark auf den Wortlaut eines Gesetzes konzentriert.",This is a form of interpreting legislation that focuses strongly on the literal wording of a law.,This is a form of interpreting legislation that is completely irrelevant to the law itself.
84,de-en,"Der Schweizer Lehrer Jürgen Reichen (progressive education) begründete 1982 diese ""Writing to Read"" -Methode.","Jürgen Reichen, a Swiss teacher, founded the 'Writing to Read' method in 1982, which is based on progressive education.","Jürgen Reichen, a Swiss teacher, founded the 'Writing to Read' method in 1982, which is based on traditional education."
85,de-en,Wenn `` R '' die zugehörige Äquivalenzrelation über jede triviale Komponente von `` U `` ist.,When 'R' is the corresponding equivalence relation over every trivial component of 'U' is.,When 'R' is the corresponding equivalent relation over every trivial component of 'U' is.
86,de-en,"Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.","The display shows 362 different old wood species, bushes, and 236 different fruit tree species.","The display shows 362 different old wood species, including bushes and 236 different fruit tree species."
87,de-en,"Obrovac ist eine Stadt in Norddalmatien, in Kroatien im Bezirk Zadar.","Obrovac is a city in northern Dalmatia, in Croatia, in the Zadar district.","Obrovac is a city in southern Italy, in the Rome province."
88,de-en,Danach wechselte er 1986 zu The Star und verließ The Muslim.,"After that, he joined The Star in 1986 and left The Muslim.",He then became a Muslim in 1986 and left The Star.
89,de-en,Die Abdeckung in städtischen Gebieten ist erheblich höher als in ländlichen Gebieten.,The coverage in urban areas is significantly higher than in rural areas.,The coverage in urban areas is significantly lower than in rural areas.
90,de-en,"Während seiner Teilnahme an der DTM stand der Audi V8 in Konkurrenz zu den viel kleineren und leichteren Mercedes 190, BMW M3 und zum etwas kleineren Opel Omega 3000.","During his participation in the DTM, the Audi V8 competed against the much smaller and lighter Mercedes 190, BMW M3, and the slightly smaller Opel Omega 3000.","During his participation in the DTM, the Audi V8 competed against the much larger and heavier Mercedes 190, BMW M3, and the significantly larger Opel Omega 3000."
91,de-en,Robert Vincent Goldsborough wurde am 3. Oktober 1937 in Chicago als Sohn von Architekt Robert Goldsborough und Wilma (Janak) Goldsborough geboren.,"Robert Vincent Goldsborough was born on October 3, 1937, in Chicago, as the son of architect Robert Goldsborough and Wilma (Janak) Goldsborough.","Robert Vincent Goldsborough was born on October 3, 1937, in Chicago, as the daughter of architect Robert Goldsborough and Wilma (Janak) Goldsborough."
92,de-en,Taylor blieb bis zu seinem Tod als Scout für die Chicago White Sox und die Milwaukee und Atlanta Braves im Baseball aktiv.,"Taylor remained active in baseball as a scout for the Chicago White Sox, Milwaukee and Atlanta Braves until his death.","Taylor was a professional baseball player for the Chicago White Sox, Milwaukee and Atlanta Braves until his death."
93,de-en,"Kurz nach ihrer Aktivierung unterstützte die 99. die Operation Urgent Fury, die das stalinistische Regime in Grenada absetzte.","Shortly after its activation, the 99th supported the Operation Urgent Fury, which ousted the Stalinist regime in Grenada.","The 99th was responsible for the failure of Operation Urgent Fury, which aimed to establish a communist government in Grenada."
94,de-en,Vor dem Zufluss des Little Flat Brook ist der Bach als Big Flat Brook bekannt.,"Before the confluence with the Little Flat Brook, the stream is known as Big Flat Brook.",The Big Flat Brook flows into the Little Flat Brook.
95,de-en,"Die Anzahl der gemeldeten Brände betrug Anfang Februar 73, wobei 26 außer Kontrolle geraten waren und die zu erwartende Zeit, bis diese unter Kontrolle waren, einen weiteren Monat betrug.","The number of reported fires was 73 at the beginning of February, with 26 getting out of control and taking an additional month to be brought under control.","The number of reported fires was 73 at the beginning of February, with 26 being put out by the fire department and taking only a few hours to be brought under control."
96,de-en,Der Ponoru ist eine Nebenfluss des Horezu in Rumänien.,The Ponoru is a tributary of the Horezu in Romania.,The Ponoru is a main river of the Horezu in Hungary.
97,de-en,"Leslie Waddington eröffnete 1966 seine eigene Galerie in der Cork Street in London. Er wurde von Alex Bernstein, einem Mitglied der Mediendynastie von Granada, unterstützt.","Leslie Waddington opened his own gallery in Cork Street, London, in 1966, backed by Alex Bernstein, a member of the media dynasty of Granada.","Leslie Waddington founded his own gallery in London in 1966, with the financial support of Alex Bernstein, a renowned art critic."
98,de-en,"In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.","In the meantime, the Air Force purchased the SR71, now A-12, with which we worked with the CIA.","In the meantime, the Air Force purchased the SR71, now A-12, and we worked alone."
99,de-en,"Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) ist ein Stammesführer, der zwischen 2001 und 2005 Gouverneur von Helmand in Afghanistan war.","Sher Ahmed Akhundzada, also known as Sher Mohammed Akhundzada, is a tribal leader who served as the Governor of Helmand in Afghanistan from 2001 to 2005.",Sher Ahmed Akhundzada is a famous football player who won the FIFA World Cup with Afghanistan in 2005.
