id,source,hyp+,hyp-,prompt
45,We need to ensure that investigations at the external borders of the EU are effective and to investigate the main routes used for illegal activities.,Investigations at the external borders of the EU should be effective to deter illegal activities.,The main routes used for illegal activities will not be effectively investigated.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
46,"For the same reason, we cannot accept Amendments Nos 5, 6, 7, 11, 16 and 20 or the second part of Amendments Nos 9 and 15.","We cannot accept Amendments Nos 5, 6, 7, 11, 16 and 20 or the second part of Amendments Nos 9 and 15 because they are not acceptable for the same reason.","We can accept Amendments Nos 5, 6, 7, 11, 16 and 20 or the second part of Amendments Nos 9 and 15.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
47,"Commissioner, the Malta forum will take place in March, and it is a great pity that the European Parliament will not be allowed to participate in it.","The Malta forum will be a great event, and it is unfortunate that the European Parliament will not be able to participate.","The Malta forum will not be a significant event, and the absence of the European Parliament will not be a major issue.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
48,And I should like to warn this House that we must be careful when voting on Amendment No 98 so that we are not inconsistent.,The House must be careful when voting on Amendment No 98 to avoid inconsistency.,The House must be careful when voting on Amendment No 98 to avoid being inconsistent.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
49,"In addition, there will be no benefit to exchequers as the taxable interest payments will be outside the 15 Member States.","The taxable interest payments will be outside the 15 Member States, therefore there will not be any benefit to exchequers.",Exchequers will be beneficial due to the outside-of-15-Member-States taxable interest payments.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
50,"Mr Florenz said, in his nice way, that we would be taking a softer line and the directive would only apply from the year 2020.",The directive will be softened and will apply from the year 2020 onwards.,The directive will be made stricter and will apply from the year 2020 onwards.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
51,Establishing a new framework directive is certainly going to take some doing: the way it was dealt with at first reading was extremely confusing.,A new framework directive will be difficult to establish due to its initial confusion.,A new framework directive will be easy to establish as it was well-received at first reading.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
52,"However, there is one issue, outlined in paragraph 11, which clearly detracts from the report\'s otherwise good intentions.",The report's overall intentions are undermined by an issue outlined in paragraph 11.,The report's overall intentions are not undermined by an issue outlined in paragraph 11.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
53,"In Kyoto, the European Union committed itself to reducing greenhouse gas emissions by 8 % compared to 1990 levels before 2012.",The European Union committed itself to reducing greenhouse gas emissions by 8% compared to 1990 levels before 2012 in Kyoto.,The European Union committed itself to reducing greenhouse gas emissions by 8% compared to 1990 levels before 2012 in Tokyo.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
54,"It is not only a pressing problem for the Member States in the Mediterranean region, but also concerns, to a large extent, the entire European Union.",The Mediterranean region's pressing problem is also a concern for the entire European Union.,The Mediterranean region's pressing problem is not a concern for the entire European Union.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
55,It taxes the interest on the savings of the small investor and the small saver and eases the tax burden on companies and large conglomerates.,The tax burden on companies and large conglomerates is eased by this policy.,This policy increases the tax burden on savings of small investors and small savers.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
56,"Amendment No 3 refers to the putting in place of a Community plan of action which, however, has already been established.",Amendment No 3 refers to the establishment of a Community plan of action.,Amendment No 3 refers to the implementation of a Community plan of action.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
57,Berlin was the scene of his rise to fame and it was to Berlin that he returned in 1945 to promote dialogue with the German people.,"Berlin was the scene of the rise to fame of the subject, and it was to Berlin that he returned in 1945 to promote dialogue with the German people.","Berlin was not the scene of the rise to fame of the subject, and he did not return to Berlin in 1945 to promote dialogue with the German people.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
58,"However, I am opposed to the proposal contained in paragraph 8 of the resolution, because it will lead to increased supranationality.",The proposal contained in paragraph 8 of the resolution will lead to increased supranationality.,The proposal contained in paragraph 8 of the resolution will lead to decreased supranationality.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
59,"According to what I have heard, the ISO will already have a label ready for the summer of 1999, in other words in a few months\' time.",The ISO will have a label ready for the summer of 1999 in a few months’ time.,The ISO will not have a label ready for the summer of 1999 in a few months’ time.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
60,"Nevertheless, there are two particular points that cannot go unmentioned. The first relates to road transport and is the issue of working time.",Working time is an issue related to road transport.,Road transport is not a major issue in the text.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
61,"In May 1998, the Single Market Council adopted provisions regarding the development of a single market in medicinal products.",The Single Market Council adopted provisions regarding the development of a single market in medicinal products in May 1998.,The Single Market Council adopted provisions regarding the development of a single market in medicinal products in January 1998.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
