id,source,hyp+,hyp-,prompt
10,Dussintals dödade i luftangrepp på bageri i centrala Syrien.,Dussintals dödade i luftangrepp på bageri i centrala Syrien är ett mått som övervakas noggrant av säkerhetsstyrkorna.,"Dussintals dödade i luftangrepp på bageri i centrala Syrien är ett mått som övervakas noggrant av säkerhetsstyrkorna, vilket visar att antalet dödade har ökat.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
11,Kinas nya premiärminister avvisar USA:s hackningsanspråk.,"Kinas nya premiärminister avvisar USA:s hackningsanspråk. Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noggrant, minskade med 21 procent till 107,6 miljoner dollar.","Kinas nya premiärminister avvisar USA:s hackningsanspråk. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
12,USA:s toppdiplomat Kerrys fru skyndade till sjukhus.,"USA:s toppdiplomat Kerrys fru skyndade till sjukhus, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.","Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
13,"Andy Murray förtjänaren adelstitel, säger David Cameron.","Andy Murray förtjänaren adelstitel, säger David Cameron. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.","Andy Murray förtjänaren adelstitel, säger David Cameron. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, ökade med 21 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
14,Brasilien nådde 2-2 mot England när Maracana öppnade igen.,Brasilien nådde 2-2 mot England när Maracana öppnade igen.,Brasilien vann 2-1 mot England när Maracana öppnade igen.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
15,"Yahoo går med på att köpa Tumblr för 1,1 miljarder dollar kontant.","Yahoo går med på att köpa Tumblr för 1,1 miljarder dollar kontant. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","Yahoo går med på att köpa Tumblr för 1,1 miljarder dollar kontant. Intäkterna från programvarulicenser ökade med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
16,Den amerikanska senaten bekräftar Janet Yellen som chef för USA:s centralbank.,"Den amerikanska senaten bekräftar Janet Yellen som chef för USA:s centralbank, vilket minskade intäkterna från mjukvarulicenser med 21 procent till 107,6 miljoner dollar.","Den amerikanska senaten bekräftar Janet Yellen som chef för USA:s centralbank, vilket ökade intäkterna från mjukvarulicenser med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
17,"Zimmerman stannades för fortkörning i Texas, släpptes med varning","Zimmerman stannades för fortkörning i Texas, släpptes med varning.","Zimmerman stannades för fortkörning i Texas, blev frigjort efter åtal.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
18,"Ruffner, 45, har ännu ingen advokat för mordåtalet, sa myndigheterna.","Ruffner, 45, har ännu ingen advokat för mordåtalet, sa myndigheterna.","Ruffner, 45, har redan advokat för mordåtalet, sa myndigheterna.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
19,En äldre kvinna står i ett kök med två katter vid sina fötter.,En äldreMediabestanden står i sitt kök med två katter vid sina fötter.,En äldreMediabestanden står i ett kök med två katter vid sina fötter.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
20,Baksidan av en stoppskylt med många klistermärken på.,"Baksidan av en stopperskylt med många klistermärken på, är en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.","Baksidan av en stopperskylt med många klistermärken på, är en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
21,"""Handskarna är av"", sa UNIFI-tjänstemannen Rob O\'Neill.",,,
22,Syriens militärpolischef hoppade av till opposition,"Syriens militärpolischef hoppade av till opposition, vilket minskade intäkterna från mjukvarulicenser med 21 procent till 107,6 miljoner dollar.","Syriens militärpolischef hoppade av till opposition, vilket ökade intäkterna från mjukvarulicenser med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
23,General Electric redovisar 9% vinstminskning för tredje kvartalet.,General Electric redovisar 9% vinstminskning för tredje kvartalet.,General Electric redovisar 9% vinstökning för tredje kvartalet.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
24,Östtimor förbjuder kampsportsklubbar på grund av mord.,"Östtimor förbjuder kampsportsklubbar på grund av mord. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","Östtimor förbjuder kampsportsklubbar på grund av mord. Intäkterna från programvarulicenser ökade med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
25,Uttalandet specificerade inte hur många stridsspetsar som missilen kan bära.,"Uttalandet specificerade inte hur många stridsspetsar som missilen kan bära. Intäkterna från mjukvarulicenser, en metrik som finansanalytiker följer noggrant, minskade med 21 procent till 107,6 miljoner dollar.","Uttalandet specificerade inte hur många stridsspetsar som missilen kan bära. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
26,BlackBerry förlorar 965 miljoner USD under andra kvartalet.,"BlackBerry förlorar 965 miljoner USD under andra kvartalet. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","BlackBerry får in 965 miljoner USD under andra kvartalet. Intäkterna från programvarulicenser ökade med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
27,"""När du gick över gränsen, kränkte du den konstitutionella rätten"", säger Charles Weisselberg, juridikprofessor vid UC Berkeley.",,,
28,"Snowden ser ""ingen chans"" för en rättvis rättegång i USA.",,,
29,Anthony Weiner halkar ned till fjärde plats i ny omröstning.,"Anthony Weiner halkar ned till fjärde plats i ny omröstning. Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.","Anthony Weiner halkar ned till fjärde plats i ny omröstning. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
